name value uncertainty
Mode 0 0
logP -0.268 0
I_A 0.56 0
I_Sk -0.208 0
I_Ac 1.347 0
I_mean_mag 15.987 0.004
I_R21 0.373 0.024
I_R31 0.183 0.023
I_P21 2.733 0.079
I_P31 5.612 0.148
