name value uncertainty
Mode 1 0
logP -0.465 0
V_A 0.422 0
V_Sk 1.217 0
V_Ac 1.114 0
V_mean_mag 19.171 0.003
V_R21 0.111 0.021
V_R31 0.08 0.022
V_P21 2.891 0.198
V_P31 0.885 0.263
I_A 0.24 0
I_Sk 1.433 0
I_Ac 0.934 0
I_mean_mag 18.721 0.002
I_R21 0.077 0.026
I_R31 0.113 0.026
I_P21 3.177 0.351
I_P31 0.406 0.247
