name value uncertainty
Mode 0 0
logP -0.28 0
V_A 1.024 0
V_Sk 1.247 0
V_Ac 1.941 0
V_mean_mag 19.356 0.01
V_R21 0.319 0.04
V_R31 0.285 0.033
V_P21 2.215 0.121
V_P31 4.682 0.169
I_A 0.625 0
I_Sk 3.367 0
I_Ac 1.558 0
I_mean_mag 18.773 0.003
I_R21 0.44 0.016
I_R31 0.297 0.015
I_P21 2.575 0.048
I_P31 5.447 0.072
