name value uncertainty
Mode 0 0
logP -0.2 0
I_A 0.365 0
I_Sk 3.386 0
I_Ac 1.119 0
I_mean_mag 19.142 0.003
I_R21 0.418 0.037
I_R31 0.317 0.038
I_P21 2.79 0.11
I_P31 6.052 0.146
