name value uncertainty
Mode 0 0
logP -0.32 0
3.6_A 0.273 0
3.6_Sk 1.257 0
3.6_Ac 0.323 0
3.6_mean_mag 11.05 0.005
3.6_R21 0.375 0.067
3.6_R31 0.337 0.068
3.6_P21 4.084 0.225
3.6_P31 1.86 0.285
4.5_A 0.264 0
4.5_Sk 1.494 0
4.5_Ac 0.304 0
4.5_mean_mag 10.928 0.004
4.5_R21 0.421 0.057
4.5_R31 0.297 0.055
4.5_P21 3.973 0.169
4.5_P31 1.604 0.244
