name value uncertainty
Mode 0 0
logP -0.238 0
V_A 0.691 0
V_Sk 3.651 0
V_Ac 1.688 0
V_mean_mag 16.93 0.003
V_R21 0.498 0.02
V_R31 0.322 0.018
V_P21 2.525 0.063
V_P31 5.37 0.096
I_A 0.404 0
I_Sk 3.808 0
I_Ac 1.012 0
I_mean_mag 15.664 0
I_R21 0.471 0.003
I_R31 0.286 0.003
I_P21 3.002 0.01
I_P31 6.223 0.016
