name value uncertainty
Mode 0 0
logP -0.214 0
V_A 0.596 0
V_Sk 3.273 0
V_Ac 1.653 0
V_mean_mag 19.375 0.003
V_R21 0.422 0.022
V_R31 0.265 0.021
V_P21 2.464 0.065
V_P31 5.318 0.102
I_A 0.384 0
I_Sk 3.386 0
I_Ac 0.965 0
I_mean_mag 18.782 0.002
I_R21 0.441 0.016
I_R31 0.251 0.015
I_P21 3.058 0.045
I_P31 6.176 0.075
