name value uncertainty
Mode 0 0
logP -0.243 0
3.6_A 0.299 0
3.6_Sk 1.481 0
3.6_Ac 0.344 0
3.6_mean_mag 10.94 0.004
3.6_R21 0.443 0.058
3.6_R31 0.254 0.053
3.6_P21 4.099 0.155
3.6_P31 1.801 0.262
4.5_A 0.3 0
4.5_Sk 1.364 0
4.5_Ac 0.33 0
4.5_mean_mag 10.85 0.003
4.5_R21 0.439 0.048
4.5_R31 0.28 0.042
4.5_P21 4.096 0.122
4.5_P31 1.782 0.202
