name value uncertainty
Mode 0 0
logP -0.211 0
V_A 0.636 0
V_Sk 2.922 0
V_Ac 1.639 0
V_mean_mag 19.672 0.009
V_R21 0.398 0.06
V_R31 0.202 0.051
V_P21 2.503 0.181
V_P31 5.311 0.355
I_A 0.484 0
I_Sk 3.739 0
I_Ac 1.519 0
I_mean_mag 19.105 0.003
I_R21 0.47 0.024
I_R31 0.308 0.024
I_P21 2.88 0.065
I_P31 5.601 0.095
