name value uncertainty
Mode 0 0
logP -0.213 0
3.6_A 0.263 0
3.6_Sk -0.297 0
3.6_Ac 0.393 0
3.6_mean_mag 10.875 0.003
3.6_R21 0.305 0.039
3.6_R31 0.206 0.038
3.6_P21 4.299 0.153
3.6_P31 2.316 0.227
4.5_A 0.279 0
4.5_Sk -0.312 0
4.5_Ac 0.401 0
4.5_mean_mag 10.773 0.003
4.5_R21 0.313 0.041
4.5_R31 0.198 0.039
4.5_P21 4.329 0.149
4.5_P31 2.225 0.237
