name value uncertainty
Mode 0 0
logP -0.315 0
I_A 0.822 0
I_Sk 6.246 0
I_Ac 1.985 0
I_mean_mag 18.715 0.003
I_R21 0.479 0.018
I_R31 0.36 0.018
I_P21 2.514 0.055
I_P31 5.192 0.075
