name value uncertainty
Mode 0 0
logP -0.194 0
V_A 0.543 0
V_Sk -0.301 0
V_Ac 1.577 0
V_mean_mag 19.392 0.011
V_R21 0.273 0.057
V_R31 0.176 0.061
V_P21 2.538 0.275
V_P31 4.894 0.354
I_A 0.339 0
I_Sk 3.464 0
I_Ac 1.294 0
I_mean_mag 18.756 0.002
I_R21 0.362 0.02
I_R31 0.271 0.02
I_P21 2.712 0.066
I_P31 5.68 0.093
