#
# Stellar properties determined for the LEGACY dwarfs sample
#
# Columns description:
#
# 1: Kepler Input Catalogue Identifier
# 2: Mass in solar units
# 3: Positive mass uncertainty in solar units
# 4: Negative mass uncertainty in solar units
# 5: Radius in solar units
# 6: Positive radius uncertainty in solar units
# 7: Negative radius uncertainty in solar units
# 8: Surface gravity in dex
# 9: Positive surface gravity uncertainty in dex
# 10: Negative surface gravity uncertainty in dex
# 11: Age in units of Gyr
# 12: Positive age uncertainty in units of Gyr
# 13: Negative age uncertainty in units of Gyr
# 14: Luminosity in solar units
# 15: Positive luminosity uncertainty in solar units
# 16: Negative luminosity uncertainty in solar units
# 17: Density in g/cm$^3$
# 18: Positive density uncertainty in g/cm^3
# 19: Negative density uncertainty in g/cm^3
# 20: Distance in pc
# 21: Positive distance uncertainty in pc
# 22: Negative distance uncertainty in pc
# 23: Fractional initial hydrogen abundance
# 24: Positive fractional initial hydrogen abundance uncertainty
# 25: Negative fractional initial hydrogen abundance uncertainty
# 26: Fractional initial helium abundance
# 27: Positive fractional initial helium abundance uncertainty
# 28: Negative fractional initial helium abundance uncertainty
# 29: Fractional surface hydrogen abundance
# 30: Positive fractional surface hydrogen abundance uncertainty
# 31: Negative fractional surface hydrogen abundance uncertainty
# 32: Fractional surface helium abundance
# 33: Positive fractional surface helium abundance uncertainty
# 34: Negative fractional surface helium abundance uncertainty
# 35: Fractional central hydrogen abundance
# 36: Positive fractional central hydrogen abundance uncertainty
# 37: Negative fractional central hydrogen abundance uncertainty
# 38: Fractional central helium abundance
# 39: Positive fractional central helium abundance uncertainty
# 40: Negative fractional central helium abundance uncertainty
# 41: Mass coordinate of the convective core edge
# 42: Positive fractional uncertainty in mass coordinate of convective core edge
# 43: Negative fractional uncertainty in mass coordinate of convective core edge
# 44: Radius coordinate of the base of the convective envelope
# 45: Positive fractional uncertainty in radius coordinate of the base of the convective envelope
# 46: Negative fractional uncertainty in radius coordinate of the base of the convective envelope
# 47: Convective efficiency
# 48: Positive fractional uncertainty in convective efficiency
# 49: Negative fractional uncertainty in convective efficiency
# 50: Terminal age main sequence
#
# KIC      Mass    sMassP  sMassM  Rad     sRadP   sRadM   Grav    sGravP  sGravM  Age      sAgeP    sAgeM    Lum     sLumP   sLumM   Rho       sRhoP     sRhoM     Dist    sDistP  sDistM  Xini    sXiniP  sXiniM  Yini    sYiniP  sYiniM  Xsup    sXsupP  sXsupM  Ysup    sYsupP  sYsupM  Xcen    sXcenP  sXcenM  Ycen    sYcenP  sYcenM  MCcore   sMCcoreP sMCcoreM Rbe     sRbeP   sRbeM   alp_conv   salp_convP salp_convM TAMS    
#
5950854    0.9798  0.0317  -0.0317 1.2412  0.0147  -0.0147 4.2410  0.0040  -0.0040 9.0398   0.6805   -0.6805  0.2086  0.0239  -0.0239 0.721480  0.003586  -0.003586 223.01  7.19    -7.19   0.7359  0.0154  -0.0154 0.2523  0.0150  -0.0150 0.7359  0.0154  -0.0154 0.2523  0.0150  -0.0150 0.0076  0.0066  -0.0066 0.9806  0.0057  -0.0057 0.0000   0.0000   -0.0000  0.7424  0.0161  -0.0161 1.5827     0.1880     -0.1880    10.3689 
6106415    1.1215  0.0283  -0.0283 1.2360  0.0110  -0.0110 4.3034  0.0034  -0.0034 4.9619   0.3598   -0.3598  0.2602  0.0194  -0.0194 0.836370  0.002800  -0.002800 41.26   1.29    -1.29   0.7370  0.0132  -0.0132 0.2466  0.0125  -0.0125 0.7370  0.0132  -0.0132 0.2466  0.0125  -0.0125 0.1311  0.0362  -0.0362 0.8525  0.0358  -0.0358 0.0000   0.0001   -0.0001  0.7722  0.0087  -0.0087 1.7046     0.0878     -0.0878    6.8629  
6116048    1.0622  0.0288  -0.0288 1.2400  0.0123  -0.0123 4.2770  0.0034  -0.0034 6.3683   0.3909   -0.3909  0.2604  0.0179  -0.0179 0.784510  0.003491  -0.003491 74.64   2.36    -2.36   0.7490  0.0107  -0.0107 0.2390  0.0104  -0.0104 0.7490  0.0107  -0.0107 0.2390  0.0104  -0.0104 0.0583  0.0222  -0.0222 0.9297  0.0217  -0.0217 0.0000   0.0000   -0.0000  0.7724  0.0110  -0.0110 1.6379     0.0927     -0.0927    7.8339  
6225718    1.2133  0.0350  -0.0350 1.2543  0.0133  -0.0133 4.3247  0.0037  -0.0037 2.5607   0.2785   -0.2785  0.3489  0.0195  -0.0195 0.865660  0.004773  -0.004773 52.30   1.66    -1.66   0.7376  0.0128  -0.0128 0.2464  0.0124  -0.0124 0.7376  0.0128  -0.0128 0.2464  0.0124  -0.0124 0.4239  0.0416  -0.0416 0.5601  0.0421  -0.0421 0.0230   0.0078   -0.0078  0.8191  0.0095  -0.0095 1.4078     0.1230     -0.1230    4.9713  
6508366    1.5350  0.0492  -0.0492 2.1891  0.0273  -0.0273 3.9431  0.0042  -0.0042 1.9013   0.1113   -0.1113  0.8433  0.0192  -0.0192 0.206020  0.002043  -0.002043 181.81  5.91    -5.91   0.7219  0.0189  -0.0189 0.2602  0.0182  -0.0182 0.7219  0.0189  -0.0189 0.2602  0.0182  -0.0182 0.0864  0.0268  -0.0268 0.8957  0.0278  -0.0278 0.1031   0.0074   -0.0074  0.8637  0.0124  -0.0124 1.6719     0.1384     -0.1384    2.0435  
6603624    1.0606  0.0246  -0.0405 1.1693  0.0033  -0.0033 4.3274  0.0026  -0.0041 9.5634   0.3177   -0.3177  0.0631  0.0178  -0.0178 0.934230  0.000636  -0.000636 82.30   2.48    -2.48   0.7159  0.0097  -0.0097 0.2544  0.0100  -0.0100 0.7159  0.0097  -0.0097 0.2543  0.0100  -0.0100 0.0487  0.0091  -0.0091 0.9215  0.0067  -0.0067 0.0000   0.0000   -0.0000  0.6895  0.0039  -0.0039 1.6952     0.0325     -0.0325    11.0141 
6679371    1.5369  0.0471  -0.0471 2.2057  0.0270  -0.0270 3.9371  0.0049  -0.0049 1.5857   0.1009   -0.1009  0.8865  0.0210  -0.0210 0.201670  0.002615  -0.002615 169.94  5.51    -5.51   0.6935  0.0165  -0.0165 0.2874  0.0159  -0.0159 0.6935  0.0165  -0.0165 0.2874  0.0159  -0.0159 0.1432  0.0235  -0.0235 0.8378  0.0251  -0.0251 0.1196   0.0074   -0.0074  0.9074  0.0117  -0.0117 1.6816     0.0814     -0.0814    1.8970  
6933899    1.1437  0.0324  -0.0324 1.5884  0.0153  -0.0153 4.0940  0.0040  -0.0040 7.1969   0.6931   -0.6931  0.3847  0.0348  -0.0348 0.401840  0.001072  -0.001072 150.77  4.75    -4.75   0.7563  0.0128  -0.0128 0.2276  0.0115  -0.0115 0.7563  0.0129  -0.0129 0.2276  0.0116  -0.0116 0.0000  0.0000  -0.0000 0.9839  0.0021  -0.0021 0.0000   0.0000   -0.0000  0.7784  0.0069  -0.0069 1.3339     0.0927     -0.0927    5.8305  
7103006    1.4599  0.0599  -0.0599 1.9515  0.0292  -0.0292 4.0210  0.0057  -0.0057 2.0460   0.1605   -0.1605  0.7471  0.0223  -0.0223 0.276510  0.002659  -0.002659 157.13  5.27    -5.27   0.7085  0.0243  -0.0243 0.2716  0.0235  -0.0235 0.7085  0.0243  -0.0243 0.2716  0.0235  -0.0235 0.1703  0.0340  -0.0340 0.8099  0.0357  -0.0357 0.1096   0.0087   -0.0087  0.8690  0.0125  -0.0125 1.8136     0.1204     -0.1204    2.2635  
7106245    1.0146  0.0163  -0.0315 1.1375  0.0002  -0.0002 4.3321  0.0020  -0.0035 7.7287   0.0782   -0.0782  0.2139  0.0005  -0.0005 0.970910  0.001121  -0.001121 193.60  5.81    -5.81   0.8194  0.0020  -0.0020 0.1759  0.0100  -0.0100 0.8194  0.0020  -0.0020 0.1759  0.0100  -0.0100 0.1503  0.0066  -0.0066 0.8449  0.0064  -0.0064 0.0000   0.0000   -0.0000  0.7950  0.0038  -0.0038 1.7841     0.1330     -0.1330    10.0983 
