l n nu dnu n_g
0 3 175.203 0.156 0 
0 4 207.555 0.149 0 
0 5 239.483 0.142 0 
0 6 271.724 0.135 0 
0 7 304.722 0.129 0 
0 8 337.692 0.061 0 
0 9 371.070 0.034 0 
0 10 404.153 0.037 0 
0 11 436.449 0.024 0 
0 12 468.851 0.023 0 
0 13 502.264 0.018 0 
0 14 536.466 0.017 0 
0 15 571.177 0.021 0 
0 16 605.987 0.033 0 
0 17 640.526 0.060 0 
0 18 674.717 0.169 0 
0 19 708.810 0.211 0 
0 20 743.439 0.221 0 
0 21 777.503 0.232 0 
0 22 812.147 0.244 0 
0 23 846.900 0.256 0 
0 24 882.136 0.269 0 
1 -5 166.297 0.232 8 
1 -10 173.785 0.221 13 
1 -9 182.712 0.210 12 
1 -8 188.035 0.200 12 
1 -7 202.810 0.191 11 
1 -6 214.203 0.182 10 
1 -5 222.076 0.173 10 
1 -4 244.622 0.165 9 
1 -3 247.665 0.157 8 
1 -2 274.404 0.149 8 
1 -1 279.939 0.142 7 
1 2 308.496 0.135 5 
1 1 315.373 0.129 6 
1 6 341.704 0.123 2 
1 3 357.589 0.117 6 
1 6 377.701 0.112 3 
1 7 398.519 0.056 3 
1 6 419.089 0.042 5 
1 7 442.899 0.031 4 
1 10 462.309 0.025 2 
1 9 486.847 0.019 4 
1 10 515.399 0.019 3 
1 11 537.974 0.016 3 
1 12 559.310 0.020 3 
1 13 589.918 0.028 3 
1 14 622.694 0.058 3 
1 15 654.658 0.119 2 
1 16 678.479 0.252 2 
1 17 696.504 0.265 2 
1 18 727.435 0.278 2 
1 19 760.187 0.292 2 
1 20 794.143 0.306 2 
1 21 828.363 0.322 2 
1 22 861.968 0.338 2 
1 23 895.780 0.355 1 
2 -21 169.584 0.240 24 
2 -20 172.493 0.229 23 
2 -19 178.512 0.218 22 
2 -18 186.989 0.207 21 
2 -17 194.256 0.198 21 
2 -16 197.682 0.188 20 
2 -15 206.536 0.179 19 
2 -14 212.143 0.171 18 
2 -13 219.944 0.163 17 
2 -12 232.115 0.155 17 
2 -11 235.174 0.147 16 
2 -10 247.981 0.140 15 
2 -9 262.126 0.134 15 
2 -8 266.524 0.127 14 
2 -7 279.804 0.121 13 
2 -6 290.755 0.116 12 
2 -5 301.151 0.110 12 
2 -4 310.634 0.105 11 
2 -3 332.687 0.100 11 
2 -2 335.401 0.095 10 
2 -1 365.132 0.091 10 
2 0 367.224 0.086 9 
2 1 400.113 0.082 9 
2 2 403.058 0.078 8 
2 3 432.825 0.074 8 
2 4 448.409 0.071 7 
2 5 465.216 0.045 7 
2 6 498.569 0.038 7 
2 7 505.046 0.030 6 
2 8 533.041 0.029 6 
2 9 567.646 0.046 6 
2 10 577.457 0.076 5 
2 11 602.863 0.203 5 
2 12 637.468 0.346 5 
2 13 665.418 0.363 4 
2 14 672.102 0.382 4 
2 15 706.407 0.401 4 
2 16 739.933 0.421 4 
2 17 774.162 0.442 4 
2 18 780.647 0.464 3 
2 19 809.391 0.487 3 
2 20 843.659 0.511 3 
2 21 878.115 0.537 3 
