model_number age log_g radius Y_surf tau_MS
476 1.89250181937974 3.69599471689963 2.97171604809396 0.274452820348766 1.08432729266659
477 1.89340055120303 3.69437046829454 2.97727831251292 0.274452820348803 1.08484222979098
478 1.89428382652328 3.69277931886099 2.98273732318764 0.274452820348838 1.08534831096188
479 1.89515144138065 3.69122373141258 2.98808400188977 0.274452820348882 1.08584541931852
480 1.89600433457953 3.68967521395871 2.99341589932922 0.274452820348974 1.08633409275799
481 1.89684434821945 3.68819598032923 2.99851812174781 0.274452820349058 1.0868153867291
482 1.89767194305524 3.68675122293064 3.00350982244918 0.274452820349167 1.0872895652258
483 1.89848781878319 3.68534570038366 3.00837393924386 0.274452820349307 1.08775702914588
484 1.89929320776143 3.683945990211 3.01322576956598 0.2744528203496 1.08821848458089
485 1.90008642639472 3.68260550019434 3.01787965958156 0.274452820349868 1.08867296689859
486 1.90086806313041 3.68128409079804 3.02247434091322 0.274452820350213 1.0891208132556
487 1.90163879017151 3.68001212500844 3.02690370904559 0.27445282035066 1.08956240879718
488 1.90239935473852 3.67878243686975 3.03119202465456 0.274452820351237 1.08999818165056
489 1.9031523727156 3.67758544228644 3.03537216257061 0.2744528203522 1.09042963061195
490 1.90389812070114 3.67641714145104 3.0394576552356 0.274452820353524 1.09085691416111
491 1.90463593479895 3.67528510919668 3.04342156382043 0.274452820354933 1.09127965191226
492 1.90536621192453 3.6741835360296 3.04728377998689 0.27445282035675 1.09169807128199
493 1.90608976167127 3.67312559571996 3.05099762922604 0.274452820359093 1.0921126361347
494 1.90680666898648 3.67210742516166 3.05457614277122 0.274452820362114 1.09252339514176
495 1.90751661401438 3.67111794764078 3.05805783175709 0.274452820366009 1.0929301650387
496 1.90821971273204 3.67017700977069 3.06137240477712 0.274452820374057 1.09333301227573
497 1.90891677536678 3.66926156502956 3.06460062290275 0.274452820381398 1.09373240108043
498 1.90960847915456 3.66837556773929 3.0677282393648 0.274452820390849 1.09412871948175
499 1.91029490545005 3.66752434638651 3.07073610137991 0.274452820403017 1.09452201409261
500 1.91097677257116 3.66673423666214 3.07353065944152 0.274452820418675 1.09491269648023
501 1.91165488717633 3.66597728520913 3.07621032454943 0.274452820438813 1.09530122882742
502 1.91232964992468 3.66525136561964 3.07878232906856 0.274452820464701 1.0956878406957
503 1.91300042112653 3.66457597983411 3.08117721841297 0.274452820497965 1.09607216556865
504 1.91366682983406 3.66394208543047 3.08342667580802 0.274452820540662 1.09645399090813
505 1.91432959883878 3.66335070693621 3.08552674062215 0.274452820619804 1.09683373084454
506 1.91498894241417 3.66279221362349 3.08751133892552 0.274452820675913 1.09721150814796
507 1.91564483562141 3.66227940011824 3.08933473878926 0.274452820824185 1.09758730852945
508 1.91629731539315 3.66180689875971 3.09101575481299 0.274452820939809 1.09796115314992
509 1.91694729329539 3.66136674543642 3.09258250927395 0.274452821106205 1.09833356429997
510 1.9175949625226 3.66096575608925 3.0940105482951 0.274452821380391 1.09870465267225
511 1.91824041132569 3.66062609222191 3.09522070539144 0.274452821668321 1.09907446883097
512 1.91888435173185 3.66032361710459 3.09629876454092 0.274452822035021 1.09944342073902
513 1.91952704100766 3.66006508951426 3.09722048681842 0.27445282250144 1.09981165579979
514 1.92016848371658 3.65984320198971 3.09801179594451 0.274452823093898 1.10017917662795
515 1.92080917922424 3.65966299358977 3.09865461514984 0.274452823845412 1.1005462693399
516 1.92144963973131 3.65952265252633 3.09915531644304 0.274452824540019 1.10091322740598
517 1.92208977918371 3.65940650464371 3.09956976379498 0.27445282600173 1.10128000152067
518 1.92272918451651 3.65933674571218 3.09981870934564 0.274452827522858 1.1016463550144
519 1.92336720931197 3.65930998420775 3.09991421722513 0.274452829441844 1.10201191751587
520 1.92400535885857 3.65931328391244 3.09990244090461 0.274452831859556 1.10237755149471
521 1.92464479040089 3.65934557075518 3.09978721470827 0.274452834901585 1.10274392000545
522 1.9252850846203 3.65942746323381 3.09949497372612 0.27445283872405 1.10311078279539
523 1.92592613550314 3.65954764298086 3.09906615092393 0.274452843520702 1.103478079123
524 1.92656778302782 3.65964054817852 3.0987346892455 0.274452849531647 1.10384571730235
525 1.92720983472949 3.65979880910361 3.09817013689184 0.274452857054069 1.10421358705882
526 1.92785125842243 3.6600058132044 3.09743186190334 0.274452866455378 1.1045810969916
527 1.92849225261819 3.66023390773516 3.09661857214375 0.274452875032947 1.1049483608398
528 1.92913392906103 3.66049740707644 3.09567930946122 0.274452885104114 1.10531601558808
529 1.92977646053566 3.66079098757808 3.0946331558159 0.274452901426843 1.10568416023513
530 1.93042008743486 3.66110654933729 3.09350906772235 0.27445292173638 1.10605293251632
531 1.93106503853208 3.66142054235805 3.092390973031 0.274452946977172 1.10642246350963
532 1.93171074573022 3.6617489224913 3.09122207972321 0.274452978311526 1.1067924277183
533 1.93235729502506 3.6620890815799 3.09001172423982 0.274453017168742 1.10716287441445
534 1.93300618568636 3.66244848704475 3.08873340110609 0.274453065305071 1.10753466261925
535 1.93365834429595 3.66283341006116 3.08736490435473 0.274453093508798 1.10790832322675
536 1.93431336261678 3.66322394563524 3.08597707322108 0.27445315975552 1.10828362233358
537 1.93497135837712 3.66361789880786 3.08457772916951 0.274453241621505 1.10866062739327
538 1.93563276525274 3.66398406543425 3.0832776534961 0.274453342695366 1.10903958688459
539 1.93629771172867 3.66435712046901 3.08195368401719 0.274453409716453 1.10942057442427
540 1.93696672391992 3.66472961127097 3.080632284224 0.274453540237014 1.10980389145503
541 1.93764041809267 3.66509493011314 3.07933687703926 0.274453710757175 1.11018989107254
542 1.93831915643981 3.66547659259741 3.07798409771567 0.274453920642185 1.11057878079875
543 1.93900279063676 3.66582749782596 3.07674085998842 0.274454043047179 1.11097047564964
544 1.93969181590338 3.66616111906673 3.07555932414045 0.274454329210815 1.11136525936624
545 1.94038658545288 3.66646427040714 3.07448609239887 0.274454680716981 1.11176333432549
546 1.94108716235109 3.66673704898422 3.07352070796332 0.27445488541163 1.11216473666158
