n l nu dnu
4 137 2718.2491 0.0084
5 137 3013.0358 0.0072
6 137 3291.4533 0.0108
0 138 1188.6897 0.0024
1 138 1705.5455 0.0046
2 138 2076.3361 0.0073
3 138 2419.2883 0.0099
4 138 2725.5859 0.0084
5 138 3021.2708 0.0073
6 138 3300.4578 0.0109
0 139 1192.9124 0.0025
1 139 1710.4582 0.0049
2 139 2081.9702 0.0073
3 139 2425.5915 0.0098
4 139 2732.922 0.0086
5 139 3029.4274 0.0075
6 139 3309.3821 0.0111
0 140 1197.1085 0.0022
1 140 1715.355 0.0049
2 140 2087.5937 0.0073
3 140 2431.8849 0.0099
4 140 2740.2155 0.0086
5 140 3037.5534 0.0076
6 140 3318.3017 0.012
0 141 1201.2898 0.0026
1 141 1720.2232 0.0049
2 141 2093.1798 0.0076
3 141 2438.0898 0.0104
4 141 2747.4832 0.0085
5 141 3045.6536 0.0076
6 141 3327.2036 0.0117
0 142 1205.4587 0.0024
1 142 1725.0517 0.005
2 142 2098.7456 0.0076
3 142 2444.3232 0.0103
4 142 2754.6975 0.0085
5 142 3053.7067 0.0077
6 142 3336.0698 0.0133
0 143 1209.6123 0.0024
1 143 1729.8607 0.0049
2 143 2104.2833 0.0078
3 143 2450.4758 0.0103
4 143 2761.9354 0.0087
5 143 3061.7533 0.0078
6 143 3344.8699 0.0122
0 144 1213.7484 0.0024
1 144 1734.6343 0.0051
2 144 2109.8225 0.0078
3 144 2456.6383 0.0103
4 144 2769.1108 0.0086
5 144 3069.7391 0.0078
6 144 3353.655 0.0137
0 145 1217.8774 0.0024
1 145 1739.3851 0.0051
2 145 2115.325 0.0079
3 145 2462.6788 0.0105
4 145 2776.2666 0.0087
5 145 3077.7054 0.008
6 145 3362.3577 0.0136
0 146 1221.9879 0.0023
1 146 1744.1165 0.0051
2 146 2120.84 0.0079
4 146 2783.3939 0.0088
5 146 3085.6215 0.008
0 147 1226.0889 0.0025
1 147 1748.8286 0.0051
2 147 2126.3156 0.008
3 147 2474.8987 0.0104
4 147 2790.5125 0.0087
5 147 3093.4968 0.008
6 147 3379.7909 0.0139
0 148 1230.1768 0.0026
1 148 1753.486 0.0052
2 148 2131.7828 0.0083
3 148 2480.81 0.0106
4 148 2797.6051 0.0088
5 148 3101.3752 0.0083
0 149 1234.2404 0.0024
1 149 1758.1453 0.0052
2 149 2137.2139 0.0082
4 149 2804.6512 0.0088
5 149 3109.1695 0.0083
0 150 1238.3039 0.0023
1 150 1762.759 0.0053
2 150 2142.6191 0.0085
3 150 2492.8194 0.0118
4 150 2811.6843 0.0088
5 150 3116.9625 0.0086
6 150 3405.7689 0.0154
0 151 1242.337 0.0025
1 151 1767.3552 0.0055
2 151 2148.0487 0.0084
3 151 2498.7033 0.0115
4 151 2818.6906 0.0089
5 151 3124.7162 0.0087
0 152 1246.3681 0.0025
1 152 1771.9288 0.0054
2 152 2153.4304 0.0086
3 152 2504.5898 0.0114
4 152 2825.6798 0.009
5 152 3132.4304 0.0088
0 153 1250.3896 0.0025
1 153 1776.4635 0.0055
2 153 2158.7806 0.0088
4 153 2832.6291 0.009
5 153 3140.1169 0.0091
0 154 1254.3967 0.0024
1 154 1781.0029 0.0056
2 154 2164.1532 0.0088
4 154 2839.5506 0.009
5 154 3147.7817 0.0094
0 155 1258.3799 0.0025
1 155 1785.4835 0.0057
2 155 2169.4676 0.0089
3 155 2522.1383 0.0121
4 155 2846.4376 0.009
5 155 3155.3985 0.0093
0 156 1262.3629 0.0025
1 156 1789.962 0.0057
2 156 2174.7827 0.0092
4 156 2853.3009 0.0092
5 156 3162.9655 0.0095
0 157 1266.3243 0.0026
1 157 1794.4073 0.0059
2 157 2180.1153 0.0092
4 157 2860.1815 0.0092
5 157 3170.5531 0.0099
0 158 1270.2758 0.0026
1 158 1798.8411 0.006
2 158 2185.3785 0.0094
4 158 2866.9937 0.0091
5 158 3178.0789 0.0101
0 159 1274.2232 0.0027
1 159 1803.2478 0.0061
2 159 2190.656 0.0093
4 159 2873.8174 0.0093
5 159 3185.596 0.0104
0 160 1278.1517 0.0026
1 160 1807.6178 0.0059
2 160 2195.8754 0.0094
4 160 2880.5724 0.0094
5 160 3193.0494 0.0107
0 161 1282.0639 0.0025
1 161 1811.9573 0.0061
2 161 2201.1203 0.0101
4 161 2887.3042 0.0093
5 161 3200.4951 0.0108
0 162 1285.9693 0.0024
1 162 1816.3278 0.0063
2 162 2206.3767 0.0095
4 162 2894.0306 0.0094
5 162 3207.9011 0.0112
0 163 1289.8613 0.0027
1 163 1820.6328 0.0063
2 163 2211.5294 0.01
4 163 2900.7084 0.0096
5 163 3215.3213 0.0113
0 164 1293.7452 0.0026
1 164 1824.9272 0.0065
2 164 2216.7334 0.0105
4 164 2907.3853 0.0096
5 164 3222.6939 0.012
0 165 1297.6059 0.0028
1 165 1829.1882 0.0067
2 165 2221.9153 0.01
4 165 2914.0556 0.0097
5 165 3230.0584 0.0123
0 166 1301.4676 0.0027
1 166 1833.4355 0.0065
2 166 2227.0225 0.0104
4 166 2920.6708 0.0097
5 166 3237.3471 0.0128
0 167 1305.3071 0.0026
1 167 1837.6679 0.0066
4 167 2927.2527 0.0099
5 167 3244.6661 0.0133
0 168 1309.1455 0.0026
1 168 1841.867 0.0068
4 168 2933.7923 0.0097
5 168 3251.8833 0.0124
0 169 1312.9686 0.0027
1 169 1846.073 0.0069
4 169 2940.3565 0.0105
0 170 1316.7794 0.0027
1 170 1850.2276 0.007
4 170 2946.8813 0.0101
5 170 3266.355 0.0128
0 171 1320.574 0.0026
1 171 1854.3651 0.0071
4 171 2953.3849 0.0108
0 172 1324.3584 0.0028
1 172 1858.5005 0.0071
4 172 2959.8324 0.0102
0 173 1328.1393 0.0029
1 173 1862.5861 0.0071
4 173 2966.2582 0.0107
0 174 1331.9085 0.0028
1 174 1866.7024 0.0078
4 174 2972.6973 0.0106
0 175 1335.6685 0.0028
1 175 1870.7736 0.0073
4 175 2979.0785 0.0109
0 176 1339.4202 0.0028
1 176 1874.8167 0.0077
4 176 2985.4338 0.0112
0 177 1343.146 0.0029
1 177 1878.841 0.0077
4 177 2991.8097 0.0113
0 178 1346.8688 0.0028
1 178 1882.8464 0.0078
4 178 2998.0977 0.0105
0 179 1350.5883 0.0029
1 179 1886.8852 0.0083
0 180 1354.2907 0.003
1 180 1890.8451 0.0077
4 180 3010.6516 0.0115
0 181 1357.9814 0.0029
1 181 1894.8406 0.0087
0 182 1361.6704 0.0029
1 182 1898.7615 0.0078
0 183 1365.3388 0.0028
1 183 1902.6776 0.0087
4 183 3029.3264 0.0113
0 184 1369.0021 0.003
1 184 1906.6091 0.0081
0 185 1372.654 0.0031
1 185 1910.4794 0.0088
0 186 1376.3008 0.0031
1 186 1914.3913 0.0087
0 187 1379.9322 0.0029
1 187 1918.2392 0.0086
0 188 1383.5572 0.0033
0 189 1387.1748 0.003
1 189 1925.8784 0.0087
0 190 1390.7845 0.0032
0 191 1394.3809 0.0031
0 192 1397.9635 0.0032
0 193 1401.5352 0.0032
0 194 1405.0964 0.0033
0 195 1408.6644 0.0033
0 196 1412.2108 0.0033
0 197 1415.7498 0.0033
0 198 1419.2784 0.0034
0 199 1422.8056 0.0033
0 200 1426.3117 0.0035
0 201 1429.8125 0.0035
0 202 1433.3155 0.0036
0 203 1436.8004 0.0036
0 204 1440.2878 0.0035
0 205 1443.7506 0.0037
0 206 1447.2221 0.0036
0 207 1450.6719 0.0038
0 208 1454.1122 0.0037
0 209 1457.5499 0.0038
0 210 1460.9701 0.0036
0 211 1464.3957 0.0037
0 212 1467.8023 0.0038
0 213 1471.2137 0.0039
0 214 1474.6067 0.0038
0 215 1477.9996 0.0039
0 216 1481.372 0.004
0 217 1484.7524 0.004
0 218 1488.1078 0.0042
0 219 1491.4672 0.0042
0 220 1494.8205 0.0041
0 221 1498.1622 0.0041
0 222 1501.495 0.0043
0 223 1504.822 0.0041
0 224 1508.134 0.0042
0 225 1511.4499 0.0043
0 226 1514.7516 0.0044
0 227 1518.0468 0.0043
0 228 1521.344 0.0044
0 229 1524.6239 0.0044
0 230 1527.9077 0.0045
0 231 1531.1662 0.0045
0 232 1534.4385 0.0046
0 233 1537.6903 0.0045
0 234 1540.9359 0.0047
0 235 1544.1778 0.0048
0 236 1547.4071 0.0048
0 237 1550.6292 0.0049
0 238 1553.8437 0.005
0 239 1557.063 0.005
0 240 1560.2768 0.005
0 241 1563.4704 0.0049
0 242 1566.6555 0.0052
0 243 1569.8558 0.005
0 244 1573.0296 0.0051
0 245 1576.2021 0.0051
0 246 1579.3769 0.0052
0 247 1582.5347 0.0052
0 248 1585.6919 0.0054
0 249 1588.8384 0.0054
0 250 1591.9711 0.0055
