n l nu dnu
10 45 2949.3653 0.0071
11 45 3125.2529 0.0078
12 45 3298.6938 0.01
13 45 3470.2773 0.0135
14 45 3639.8239 0.0186
15 45 3806.849 0.0261
16 45 3971.3641 0.0376
17 45 4133.6743 0.0523
1 46 1071.998 0.0017
2 46 1363.3038 0.0022
3 46 1611.4276 0.0036
4 46 1829.177 0.0054
5 46 2035.219 0.0063
6 46 2233.9053 0.0071
7 46 2423.2701 0.0081
8 46 2607.1796 0.008
9 46 2789.2971 0.0071
10 46 2968.9682 0.0072
11 46 3145.5997 0.008
12 46 3319.9433 0.0101
13 46 3492.5283 0.0141
14 46 3663.1193 0.0197
15 46 3831.2632 0.0276
16 46 3996.9345 0.0397
1 47 1081.8607 0.0017
2 47 1375.1861 0.0026
3 47 1624.2387 0.0037
4 47 1842.9064 0.0053
5 47 2050.3139 0.0061
6 47 2249.9082 0.0073
7 47 2439.9248 0.0081
8 47 2624.8434 0.0079
9 47 2807.9131 0.0072
10 47 2988.3906 0.007
11 47 3165.7621 0.0083
12 47 3340.9643 0.0104
13 47 3514.4858 0.0146
14 47 3686.0569 0.0205
15 47 3855.314 0.0293
16 47 4022.0551 0.0427
1 48 1091.6092 0.002
2 48 1386.9232 0.0026
3 48 1636.8727 0.0038
4 48 1856.5108 0.0054
5 48 2065.239 0.0064
6 48 2265.6825 0.0073
7 48 2456.4245 0.0081
8 48 2642.3451 0.0076
9 48 2826.4133 0.0071
10 48 3007.6044 0.0068
11 48 3185.7143 0.0084
12 48 3361.7254 0.0107
13 48 3536.1609 0.0152
14 48 3708.6958 0.0215
15 48 3878.9908 0.0317
16 48 4046.9441 0.0457
1 49 1101.2444 0.0017
2 49 1398.5174 0.0024
3 49 1649.3344 0.0037
4 49 1869.9547 0.0051
5 49 2080.0234 0.0064
6 49 2281.2951 0.0074
7 49 2472.7722 0.008
8 49 2659.735 0.0075
9 49 2844.7243 0.0069
10 49 3026.6603 0.0071
11 49 3205.5333 0.0087
12 49 3382.339 0.0109
13 49 3557.6039 0.0159
14 49 3731.063 0.0229
15 49 3902.3607 0.0342
16 49 4071.3873 0.0491
1 50 1110.7793 0.002
2 50 1409.969 0.0025
3 50 1661.6089 0.0039
4 50 1883.2649 0.0055
5 50 2094.6459 0.0065
6 50 2296.7069 0.0075
7 50 2488.9653 0.0078
8 50 2676.9845 0.0075
9 50 2862.8899 0.0067
10 50 3045.5458 0.0073
11 50 3225.1514 0.0087
12 50 3402.7619 0.0114
13 50 3578.8696 0.0165
14 50 3753.2265 0.0239
15 50 3925.508 0.0361
1 51 1120.2109 0.002
2 51 1421.2746 0.0025
3 51 1673.7255 0.004
4 51 1896.4608 0.0054
5 51 2109.1384 0.0064
6 51 2311.9818 0.0075
7 51 2504.9948 0.0079
8 51 2694.0508 0.0075
9 51 2880.8728 0.0068
10 51 3064.2612 0.0071
11 51 3244.6056 0.009
12 51 3423.0072 0.0119
13 51 3599.9098 0.0172
14 51 3775.0842 0.0256
15 51 3948.2939 0.0384
1 52 1129.5379 0.002
2 52 1432.4552 0.0025
3 52 1685.6719 0.0041
4 52 1909.5218 0.0055
5 52 2123.4799 0.0065
6 52 2327.0474 0.0076
7 52 2520.9132 0.0077
8 52 2711.0114 0.0072
9 52 2898.7296 0.0067
10 52 3082.8144 0.0074
11 52 3263.8991 0.009
12 52 3443.1124 0.0122
13 52 3620.7878 0.0179
14 52 3796.7474 0.0271
15 52 3970.9177 0.0413
1 53 1138.7656 0.0024
2 53 1443.4836 0.0025
3 53 1697.4613 0.0043
4 53 1922.4708 0.0054
5 53 2137.6565 0.0067
6 53 2341.9658 0.0072
7 53 2536.6779 0.0078
8 53 2727.855 0.0073
9 53 2916.3903 0.0068
10 53 3101.2175 0.0074
11 53 3283.0663 0.0092
12 53 3463.0446 0.0128
13 53 3641.4958 0.0187
14 53 3818.1628 0.029
15 53 3993.0849 0.044
1 54 1147.9001 0.0021
2 54 1454.3879 0.0028
3 54 1709.1207 0.0042
4 54 1935.2965 0.0057
5 54 2151.722 0.0066
6 54 2356.718 0.0075
7 54 2552.3091 0.0079
8 54 2744.5523 0.0072
9 54 2933.9405 0.0066
10 54 3119.4851 0.0072
11 54 3302.0779 0.0094
12 54 3482.8213 0.0132
13 54 3662.0122 0.0202
14 54 3839.5072 0.0307
2 55 1465.1598 0.0028
3 55 1720.6236 0.0041
4 55 1948.0291 0.0056
5 55 2165.6183 0.0066
6 55 2371.3145 0.0076
7 55 2567.83 0.0078
8 55 2761.1108 0.0071
9 55 2951.3381 0.0065
10 55 3137.5899 0.0076
11 55 3320.9329 0.0095
12 55 3502.4615 0.0137
13 55 3682.3366 0.0204
14 55 3860.4234 0.0309
1 56 1165.8949 0.0018
2 56 1475.7969 0.0026
3 56 1731.9747 0.0043
4 56 1960.6201 0.0058
5 56 2179.3715 0.0067
6 56 2385.7661 0.0077
7 56 2583.2486 0.0077
8 56 2777.5811 0.007
9 56 2968.5743 0.0066
10 56 3155.5466 0.0077
11 56 3339.6568 0.0097
12 56 3521.9545 0.0144
13 56 3702.5423 0.0223
1 57 1174.76 0.0017
2 57 1486.3124 0.0028
3 57 1743.204 0.0043
4 57 1973.1361 0.0056
5 57 2193.0193 0.0067
6 57 2400.0664 0.0076
7 57 2598.5179 0.0075
8 57 2793.8849 0.0068
9 57 2985.678 0.0067
10 57 3173.3656 0.0078
11 57 3358.2784 0.0099
12 57 3541.3041 0.0148
13 57 3722.6831 0.0225
14 57 3902.2701 0.0343
1 58 1183.5454 0.0018
2 58 1496.6966 0.0028
3 58 1754.2994 0.0044
4 58 1985.5512 0.0056
5 58 2206.479 0.0067
6 58 2414.2617 0.0076
7 58 2613.7012 0.0075
8 58 2810.0851 0.0069
9 58 3002.6601 0.0067
10 58 3191.0607 0.008
11 58 3376.7378 0.0103
12 58 3560.5623 0.0156
13 58 3742.5244 0.0244
1 59 1192.2423 0.0016
2 59 1506.96 0.0031
3 59 1765.267 0.0044
4 59 1997.8306 0.0056
5 59 2219.8359 0.0068
6 59 2428.3014 0.0076
7 59 2628.7658 0.0076
8 59 2826.1489 0.0068
9 59 3019.4748 0.0067
10 59 3208.6349 0.0082
11 59 3395.0859 0.0107
12 59 3579.608 0.0162
13 59 3762.2963 0.0256
14 59 3943.1838 0.0386
1 60 1200.8554 0.0022
2 60 1517.1004 0.0031
3 60 1776.1321 0.0043
4 60 2010.0229 0.0059
5 60 2233.0248 0.0068
6 60 2442.2087 0.0076
7 60 2643.7063 0.0074
8 60 2842.0762 0.0067
9 60 3036.1581 0.0068
10 60 3226.069 0.0084
11 60 3413.3058 0.0111
12 60 3598.6329 0.0169
13 60 3781.9271 0.0268
1 61 1209.3911 0.0018
2 61 1527.1174 0.003
3 61 1786.8473 0.005
4 61 2022.1171 0.0061
5 61 2246.0889 0.0073
6 61 2456.0053 0.0077
7 61 2658.5499 0.0073
8 61 2857.897 0.0068
9 61 3052.7426 0.0068
10 61 3243.3765 0.0082
11 61 3431.4103 0.0115
12 61 3617.4379 0.0178
13 61 3801.5032 0.029
1 62 1217.8473 0.0018
2 62 1537.0156 0.0032
3 62 1797.4825 0.0049
4 62 2034.1055 0.0061
5 62 2259.0388 0.0072
6 62 2469.6875 0.0076
7 62 2673.3078 0.0071
8 62 2873.6054 0.0068
9 62 3069.1846 0.007
10 62 3260.5785 0.0083
11 62 3449.374 0.0118
12 62 3636.1557 0.0183
13 62 3820.8264 0.028
1 63 1226.2314 0.002
2 63 1546.7998 0.0033
3 63 1808.0145 0.0049
4 63 2046.0086 0.0062
5 63 2271.8417 0.0073
6 63 2483.2568 0.0078
7 63 2687.9594 0.0071
8 63 2889.1725 0.0066
9 63 3085.4908 0.0071
10 63 3277.6547 0.0085
11 63 3467.2428 0.0125
12 63 3654.7668 0.0192
1 64 1234.5366 0.002
2 64 1556.4683 0.0033
3 64 1818.425 0.0051
4 64 2057.8276 0.0061
5 64 2284.5064 0.0073
6 64 2496.7198 0.0076
7 64 2702.4998 0.0072
8 64 2904.6315 0.0066
9 64 3101.6998 0.0071
10 64 3294.634 0.0086
11 64 3484.9951 0.0129
12 64 3673.1995 0.0203
13 64 3859.2485 0.0305
1 65 1242.7759 0.002
2 65 1566.0224 0.0034
3 65 1828.7554 0.0052
4 65 2069.5321 0.0063
5 65 2297.073 0.0072
6 65 2510.0861 0.0074
7 65 2716.9619 0.0072
8 65 2919.9744 0.0066
9 65 3117.7876 0.0072
10 65 3311.4809 0.0088
11 65 3502.6257 0.0134
12 65 3691.4968 0.022
1 66 1250.9377 0.0018
2 66 1575.4658 0.0036
3 66 1838.9938 0.005
4 66 2081.1401 0.0063
5 66 2309.508 0.0073
6 66 2523.3385 0.0075
7 66 2731.3171 0.0071
8 66 2935.2131 0.0066
9 66 3133.7599 0.0071
10 66 3328.2498 0.009
11 66 3520.1482 0.0139
1 67 1259.0365 0.0021
2 67 1584.8021 0.0034
3 67 1849.1291 0.0053
4 67 2092.6592 0.0064
5 67 2321.8235 0.0073
6 67 2536.499 0.0075
7 67 2745.5564 0.0071
8 67 2950.3351 0.0067
9 67 3149.5898 0.0072
10 67 3344.8863 0.0093
11 67 3537.5531 0.0125
1 68 1267.0582 0.0021
2 68 1594.0175 0.0035
3 68 1859.1972 0.0051
4 68 2104.0659 0.0065
5 68 2334.0173 0.0074
6 68 2549.5659 0.0075
7 68 2759.7152 0.007
8 68 2965.3163 0.0066
9 68 3165.3391 0.0073
10 68 3361.4144 0.0096
11 68 3554.9235 0.012
1 69 1275.0227 0.0021
2 69 1603.1395 0.0036
3 69 1869.1689 0.0053
4 69 2115.4011 0.0065
5 69 2346.1038 0.0074
6 69 2562.5399 0.0074
7 69 2773.7835 0.0068
8 69 2980.222 0.0067
9 69 3180.9927 0.0074
10 69 3377.8551 0.01
11 69 3572.0896 0.0155
12 69 3763.8015 0.0238
1 70 1282.9093 0.002
2 70 1612.1589 0.0037
3 70 1879.0541 0.0053
4 70 2126.6374 0.0066
5 70 2358.0715 0.0074
6 70 2575.4787 0.0074
7 70 2787.7526 0.0068
8 70 2995.0109 0.0065
9 70 3196.5165 0.0075
10 70 3394.1825 0.0104
11 70 3589.1645 0.0165
1 71 1290.7388 0.0021
2 71 1621.0627 0.0038
3 71 1888.8684 0.0055
4 71 2137.7644 0.0065
5 71 2369.9379 0.0073
6 71 2588.262 0.0072
7 71 2801.6178 0.0068
8 71 3009.6989 0.0067
9 71 3211.9582 0.0076
10 71 3410.4267 0.0107
11 71 3606.2214 0.0176
12 71 3799.318 0.0276
1 72 1298.5077 0.0022
2 72 1629.8826 0.004
3 72 1898.6165 0.0053
4 72 2148.8227 0.0067
5 72 2381.7054 0.0073
6 72 2600.9958 0.0073
7 72 2815.414 0.0067
8 72 3024.2631 0.0066
9 72 3227.2926 0.0076
10 72 3426.5643 0.0111
11 72 3623.0011 0.0171
1 73 1306.2097 0.0023
2 73 1638.5989 0.0041
3 73 1908.2863 0.0055
4 73 2159.7763 0.0066
5 73 2393.3804 0.0073
6 73 2613.6477 0.0072
7 73 2829.1149 0.0067
8 73 3038.7426 0.0066
9 73 3242.5187 0.0078
10 73 3442.6144 0.0114
11 73 3639.8545 0.0241
1 74 1313.8498 0.0023
2 74 1647.217 0.0039
3 74 1917.8933 0.0055
4 74 2170.6376 0.0066
5 74 2404.9378 0.0074
6 74 2626.2202 0.0072
7 74 2842.6952 0.0067
8 74 3053.1201 0.0066
9 74 3257.6696 0.0079
10 74 3458.5659 0.012
11 74 3656.6266 0.0182
1 75 1321.4332 0.0022
2 75 1655.7495 0.0039
3 75 1927.4105 0.0056
4 75 2181.3995 0.0068
5 75 2416.4106 0.0074
6 75 2638.7065 0.0071
7 75 2856.2001 0.0066
8 75 3067.3905 0.0067
9 75 3272.738 0.0081
10 75 3474.4462 0.0123
11 75 3673.1465 0.0247
1 76 1328.9524 0.0024
2 76 1664.1789 0.0042
3 76 1936.878 0.0056
4 76 2192.0801 0.0068
5 76 2427.7694 0.0074
6 76 2651.1564 0.0071
7 76 2869.6127 0.0066
8 76 3081.5695 0.0068
9 76 3287.7068 0.0083
10 76 3490.2108 0.0129
11 76 3689.7852 0.0203
1 77 1336.4184 0.0023
2 77 1672.5313 0.0038
3 77 1946.2774 0.0056
4 77 2202.6795 0.0068
5 77 2439.0701 0.0074
6 77 2663.4811 0.0071
7 77 2882.9518 0.0066
8 77 3095.652 0.0067
9 77 3302.59 0.0086
10 77 3505.8742 0.0132
1 78 1343.8191 0.0024
2 78 1680.7757 0.004
3 78 1955.61 0.0056
4 78 2213.1691 0.0069
5 78 2450.2763 0.0074
6 78 2675.7536 0.0069
7 78 2896.1764 0.0065
8 78 3109.6372 0.0068
9 78 3317.3806 0.0086
1 79 1351.173 0.0024
2 79 1688.9422 0.0043
3 79 1964.8931 0.0056
4 79 2223.5783 0.0068
5 79 2461.3998 0.0074
6 79 2687.9554 0.0069
7 79 2909.3359 0.0065
8 79 3123.5498 0.0068
9 79 3332.0861 0.0087
10 79 3536.9993 0.0141
0 80 911.1634 0.0024
1 80 1358.4643 0.0025
2 80 1697.0299 0.0041
3 80 1974.1285 0.0055
4 80 2233.8934 0.0071
5 80 2472.4535 0.0074
6 80 2700.112 0.007
7 80 2922.3876 0.0065
8 80 3137.3803 0.0069
9 80 3346.7201 0.009
10 80 3552.4114 0.0126
0 81 916.6576 0.0012
1 81 1365.7065 0.0024
2 81 1705.0278 0.0042
3 81 1983.2668 0.0058
4 81 2244.1196 0.007
5 81 2483.4238 0.0073
6 81 2712.1638 0.007
7 81 2935.3832 0.0064
8 81 3151.0894 0.007
9 81 3361.2609 0.0097
10 81 3567.7633 0.0165
0 82 922.1333 0.0016
1 82 1372.8936 0.0025
2 82 1712.953 0.0043
3 82 1992.365 0.0059
4 82 2254.2694 0.007
5 82 2494.2876 0.0074
6 82 2724.1566 0.0069
7 82 2948.2675 0.0064
8 82 3164.7553 0.007
9 82 3375.7291 0.0099
10 82 3583.0301 0.017
0 83 927.5745 0.0028
1 83 1380.0183 0.0025
2 83 1720.8026 0.0043
3 83 2001.4207 0.0059
4 83 2264.3171 0.007
5 83 2505.1159 0.0074
6 83 2736.0837 0.0068
7 83 2961.0663 0.0064
8 83 3178.3161 0.0071
9 83 3390.0973 0.0103
10 83 3598.1536 0.0131
1 84 1387.1067 0.0025
2 84 1728.5617 0.0044
3 84 2010.3936 0.0058
4 84 2274.2995 0.007
5 84 2515.865 0.0073
6 84 2747.9258 0.0068
7 84 2973.786 0.0064
8 84 3191.7709 0.0072
9 84 3404.4071 0.0105
1 85 1394.1291 0.0025
2 85 1736.25 0.0044
3 85 2019.3117 0.0061
4 85 2284.1812 0.0071
5 85 2526.5272 0.0073
6 85 2759.7403 0.0067
7 85 2986.4406 0.0065
8 85 3205.1886 0.0073
9 85 3418.6544 0.0109
1 86 1401.109 0.0027
2 86 1743.8684 0.0044
3 86 2028.1795 0.006
4 86 2293.9789 0.007
5 86 2537.1618 0.0073
6 86 2771.4574 0.0067
7 86 2998.9904 0.0064
8 86 3218.5369 0.0074
9 86 3432.808 0.0113
0 87 949.0337 0.0034
1 87 1408.0312 0.0027
2 87 1751.4149 0.0046
3 87 2037.0236 0.0061
4 87 2303.7185 0.0071
5 87 2547.7206 0.0073
6 87 2783.121 0.0066
7 87 3011.4772 0.0064
8 87 3231.7961 0.0076
9 87 3446.8942 0.0118
0 88 954.313 0.0024
1 88 1414.9121 0.0026
2 88 1758.9116 0.0045
3 88 2045.7733 0.0061
4 88 2313.374 0.0072
5 88 2558.1983 0.0072
6 88 2794.6993 0.0066
7 88 3023.906 0.0065
8 88 3244.9715 0.0076
9 88 3460.9109 0.0125
0 89 959.5656 0.0028
1 89 1421.7373 0.0027
2 89 1766.3155 0.0047
3 89 2054.4971 0.0061
4 89 2322.9471 0.0072
5 89 2568.6266 0.0072
6 89 2806.2173 0.0067
7 89 3036.2132 0.0064
8 89 3258.0673 0.0078
9 89 3474.8537 0.013
0 90 964.7954 0.0034
1 90 1428.5147 0.0028
2 90 1773.6563 0.0047
3 90 2063.1464 0.0062
4 90 2332.4295 0.0071
5 90 2578.9975 0.0073
6 90 2817.6777 0.0065
7 90 3048.4747 0.0065
8 90 3271.1426 0.0079
9 90 3488.7006 0.0133
10 90 3702.5507 0.0166
0 91 969.9948 0.0024
1 91 1435.2447 0.0028
2 91 1780.9542 0.0047
3 91 2071.7558 0.0062
4 91 2341.8312 0.0073
5 91 2589.314 0.0073
6 91 2829.0712 0.0065
7 91 3060.6469 0.0065
8 91 3284.1057 0.0081
9 91 3502.536 0.0139
0 92 975.1522 0.0023
1 92 1441.9346 0.0028
2 92 1788.1789 0.0046
3 92 2080.3094 0.0062
4 92 2351.1912 0.0073
5 92 2599.5806 0.0072
6 92 2840.3956 0.0065
7 92 3072.7578 0.0065
8 92 3297.0011 0.0083
9 92 3516.2232 0.0145
0 93 980.296 0.003
1 93 1448.5647 0.0029
2 93 1795.3405 0.0047
3 93 2088.8073 0.0063
4 93 2360.4491 0.0073
5 93 2609.7815 0.0072
6 93 2851.6713 0.0065
7 93 3084.8078 0.0065
8 93 3309.8493 0.0086
9 93 3529.8678 0.015
0 94 985.4133 0.003
1 94 1455.1506 0.003
2 94 1802.4444 0.0047
3 94 2097.2578 0.0062
4 94 2369.6644 0.0074
5 94 2619.9326 0.0072
6 94 2862.8581 0.0064
7 94 3096.7565 0.0066
8 94 3322.6096 0.0088
9 94 3543.4972 0.0139
0 95 990.4973 0.0022
1 95 1461.6927 0.0031
2 95 1809.4915 0.0048
3 95 2105.6314 0.0064
4 95 2378.7827 0.0074
5 95 2630.052 0.0072
6 95 2873.9775 0.0065
7 95 3108.6436 0.0067
8 95 3335.3196 0.0092
9 95 3557.0344 0.0165
0 96 995.5824 0.0024
1 96 1468.1897 0.003
2 96 1816.483 0.0049
3 96 2113.9788 0.0064
4 96 2387.8439 0.0073
5 96 2640.0773 0.0071
6 96 2885.0377 0.0064
7 96 3120.477 0.0067
8 96 3347.9623 0.0097
9 96 3570.373 0.0166
0 97 1000.6026 0.0027
1 97 1474.6429 0.0031
2 97 1823.4248 0.005
3 97 2122.2678 0.0064
4 97 2396.8261 0.0074
5 97 2650.0995 0.0071
6 97 2896.0512 0.0064
7 97 3132.2289 0.0068
8 97 3360.5636 0.0098
0 98 1005.6128 0.0034
1 98 1481.052 0.0031
2 98 1830.3285 0.005
3 98 2130.5032 0.0066
4 98 2405.7653 0.0075
5 98 2660.0299 0.0071
6 98 2906.9627 0.0065
7 98 3143.9451 0.0069
8 98 3373.0637 0.0101
9 98 3597.1896 0.019
0 99 1010.5984 0.0028
1 99 1487.4127 0.003
2 99 1837.1659 0.005
3 99 2138.6989 0.0066
4 99 2414.6343 0.0075
5 99 2669.9316 0.0071
6 99 2917.843 0.0064
7 99 3155.5837 0.007
8 99 3385.5442 0.0106
9 99 3610.3475 0.0162
0 100 1015.5616 0.0031
1 100 1493.7281 0.0032
2 100 1843.9491 0.0051
3 100 2146.8182 0.0066
4 100 2423.437 0.0075
5 100 2679.7854 0.007
6 100 2928.6689 0.0064
7 100 3167.1425 0.0069
8 100 3397.9558 0.0107
0 101 1020.4995 0.0025
1 101 1500.0164 0.0034
2 101 1850.7009 0.0051
3 101 2154.9007 0.0067
4 101 2432.1845 0.0076
5 101 2689.5911 0.007
6 101 2939.4272 0.0065
7 101 3178.6725 0.0071
8 101 3410.3192 0.0114
0 102 1025.4081 0.0024
1 102 1506.244 0.0034
2 102 1857.3888 0.0051
3 102 2162.9255 0.0066
4 102 2440.8728 0.0076
5 102 2699.3417 0.007
6 102 2950.0986 0.0064
7 102 3190.1188 0.0072
8 102 3422.5597 0.0116
9 102 3649.888 0.0225
0 103 1030.3058 0.0026
1 103 1512.4355 0.0033
2 103 1864.0388 0.0052
3 103 2170.9083 0.0068
4 103 2449.5248 0.0077
5 103 2709.0553 0.007
6 103 2960.7303 0.0064
7 103 3201.5199 0.0073
8 103 3434.8193 0.0125
0 104 1035.166 0.0024
1 104 1518.5939 0.0034
2 104 1870.6605 0.0052
3 104 2178.8369 0.0068
4 104 2458.0954 0.0077
5 104 2718.734 0.007
6 104 2971.2904 0.0064
7 104 3212.8307 0.0074
8 104 3447.0048 0.0126
0 105 1040.0037 0.0032
1 105 1524.7002 0.0034
2 105 1877.2243 0.0053
3 105 2186.7102 0.0069
4 105 2466.6252 0.0078
5 105 2728.3424 0.0069
6 105 2981.8135 0.0064
7 105 3224.1372 0.0075
8 105 3459.0947 0.0133
0 106 1044.817 0.0027
1 106 1530.7702 0.0035
2 106 1883.7567 0.0054
3 106 2194.5332 0.0069
4 106 2475.087 0.0078
5 106 2737.9167 0.007
6 106 2992.2632 0.0065
7 106 3235.3573 0.0076
8 106 3471.1698 0.0134
0 107 1049.6275 0.0026
1 107 1536.7867 0.0036
2 107 1890.2384 0.0053
3 107 2202.2961 0.007
4 107 2483.5021 0.0078
5 107 2747.461 0.007
6 107 3002.665 0.0065
7 107 3246.542 0.0079
0 108 1054.404 0.0028
1 108 1542.7813 0.0036
2 108 1896.6817 0.0054
3 108 2210.0224 0.0069
4 108 2491.8734 0.0078
5 108 2756.9303 0.0068
6 108 3012.9781 0.0065
7 108 3257.6416 0.0081
8 108 3495.134 0.0146
0 109 1059.1584 0.0023
1 109 1548.7358 0.0036
2 109 1903.0944 0.0054
3 109 2217.6701 0.0071
4 109 2500.2066 0.0079
5 109 2766.3595 0.0069
6 109 3023.278 0.0065
7 109 3268.7035 0.0083
0 110 1063.8868 0.0029
1 110 1554.6417 0.0039
2 110 1909.4696 0.0055
3 110 2225.3047 0.0071
4 110 2508.4937 0.0079
5 110 2775.7664 0.0069
6 110 3033.5034 0.0066
7 110 3279.7302 0.0086
8 110 3518.9472 0.0163
0 111 1068.6026 0.0025
1 111 1560.5084 0.0036
2 111 1915.8056 0.0057
3 111 2232.8534 0.0072
4 111 2516.743 0.008
5 111 2785.1205 0.0069
6 111 3043.6741 0.0066
7 111 3290.6924 0.0089
8 111 3530.7141 0.0163
0 112 1073.2918 0.0029
1 112 1566.342 0.0038
2 112 1922.1131 0.0057
3 112 2240.3834 0.0073
4 112 2524.93 0.0079
5 112 2794.4058 0.0069
6 112 3053.7813 0.0066
7 112 3301.6147 0.009
8 112 3542.3853 0.0179
0 113 1077.9544 0.0029
1 113 1572.1256 0.0039
2 113 1928.4011 0.0056
3 113 2247.848 0.0073
4 113 2533.0837 0.008
5 113 2803.6855 0.0068
6 113 3063.8642 0.0067
7 113 3312.4632 0.0093
0 114 1082.6054 0.0025
1 114 1577.8863 0.0038
2 114 1934.6321 0.0057
3 114 2255.2567 0.0074
4 114 2541.197 0.008
5 114 2812.9015 0.0069
6 114 3073.8604 0.0067
7 114 3323.2985 0.0097
0 115 1087.2365 0.0026
1 115 1583.6004 0.0039
2 115 1940.8304 0.0058
3 115 2262.6061 0.0073
4 115 2549.2483 0.0079
5 115 2822.0571 0.0068
6 115 3083.8213 0.0068
7 115 3334.0646 0.0101
0 116 1091.8542 0.0027
1 116 1589.2676 0.0041
2 116 1947.0124 0.0057
3 116 2269.9371 0.0074
4 116 2557.2633 0.008
5 116 2831.2038 0.0069
6 116 3093.7222 0.0068
7 116 3344.7836 0.0103
0 117 1096.4415 0.0025
1 117 1594.9147 0.004
2 117 1953.1559 0.0058
3 117 2277.1887 0.0076
4 117 2565.2799 0.008
5 117 2840.2859 0.0069
6 117 3103.5693 0.0069
7 117 3355.4715 0.0109
0 118 1101.0045 0.0025
1 118 1600.5194 0.0041
2 118 1959.2634 0.006
3 118 2284.4121 0.0077
4 118 2573.2351 0.0081
5 118 2849.3277 0.0068
6 118 3113.3877 0.0069
7 118 3366.1104 0.0109
0 119 1105.5521 0.0024
1 119 1606.0977 0.0041
2 119 1965.3589 0.006
3 119 2291.5958 0.0078
4 119 2581.1391 0.0083
5 119 2858.3212 0.0068
6 119 3123.1525 0.0071
7 119 3376.694 0.0115
0 120 1110.0857 0.0026
1 120 1611.6249 0.004
2 120 1971.4144 0.0061
3 120 2298.7313 0.0077
4 120 2589.038 0.0082
5 120 2867.279 0.0068
6 120 3132.8623 0.0071
7 120 3387.2182 0.012
0 121 1114.6035 0.0025
1 121 1617.1359 0.0042
2 121 1977.4481 0.006
3 121 2305.8035 0.0078
4 121 2596.8727 0.0082
5 121 2876.1814 0.0069
6 121 3142.5318 0.0072
7 121 3397.7004 0.0122
0 122 1119.1021 0.0026
1 122 1622.5939 0.0042
2 122 1983.4571 0.0062
3 122 2312.7916 0.008
4 122 2604.6874 0.0083
5 122 2885.0524 0.0068
6 122 3152.1592 0.0072
7 122 3408.1847 0.0133
0 123 1123.5805 0.0023
1 123 1628.0243 0.0042
2 123 1989.4443 0.0062
3 123 2319.7905 0.0081
4 123 2612.4744 0.0082
5 123 2893.8844 0.0068
6 123 3161.7272 0.0075
7 123 3418.6141 0.013
0 124 1128.0424 0.0024
1 124 1633.4167 0.0042
2 124 1995.3886 0.0063
3 124 2326.7363 0.0082
4 124 2620.2018 0.0083
5 124 2902.6562 0.0069
6 124 3171.2629 0.0075
7 124 3428.9911 0.0149
0 125 1132.4761 0.0028
1 125 1638.779 0.0042
2 125 2001.325 0.0064
3 125 2333.626 0.0082
4 125 2627.9574 0.0083
5 125 2911.3959 0.0069
6 125 3180.7582 0.0078
7 125 3439.3047 0.0133
0 126 1136.9001 0.0027
1 126 1644.1041 0.0044
2 126 2007.2353 0.0064
3 126 2340.4721 0.0085
4 126 2635.6202 0.0083
5 126 2920.1043 0.0069
6 126 3190.2022 0.0078
7 126 3449.5779 0.0162
0 127 1141.3088 0.0024
1 127 1649.4011 0.0044
2 127 2013.1189 0.0065
3 127 2347.2549 0.0084
4 127 2643.2766 0.0085
5 127 2928.7484 0.0069
6 127 3199.611 0.008
7 127 3459.8069 0.0145
0 128 1145.7007 0.0024
1 128 1654.6571 0.0044
2 128 2018.9553 0.0065
3 128 2354.0167 0.0086
4 128 2650.9026 0.0083
5 128 2937.3637 0.007
6 128 3208.9478 0.0082
0 129 1150.0722 0.0022
1 129 1659.8974 0.0044
2 129 2024.8117 0.0066
3 129 2360.743 0.0086
4 129 2658.5075 0.0085
5 129 2945.9346 0.0069
6 129 3218.2714 0.0084
0 130 1154.43 0.0022
1 130 1665.092 0.0045
2 130 2030.627 0.0067
3 130 2367.3894 0.0089
4 130 2666.0516 0.0084
5 130 2954.4671 0.0071
6 130 3227.5392 0.0086
0 131 1158.7696 0.0024
1 131 1670.256 0.0045
2 131 2036.4056 0.0067
3 131 2374.0177 0.009
4 131 2673.6011 0.0083
5 131 2962.9677 0.0071
6 131 3236.8011 0.0087
7 131 3500.627 0.017
0 132 1163.0887 0.0024
1 132 1675.3852 0.0047
2 132 2042.1783 0.0068
3 132 2380.6086 0.0092
4 132 2681.1195 0.0084
5 132 2971.3982 0.007
6 132 3246.0143 0.0091
0 133 1167.3946 0.0023
1 133 1680.4776 0.0046
2 133 2047.9075 0.0068
3 133 2387.1572 0.0091
4 133 2688.5913 0.0085
5 133 2979.8093 0.0071
6 133 3255.1727 0.0093
0 134 1171.6893 0.0024
1 134 1685.5568 0.0046
2 134 2053.6612 0.007
3 134 2393.6561 0.0092
4 134 2696.0541 0.0085
5 134 2988.1747 0.0072
6 134 3264.3122 0.0096
0 135 1175.9647 0.0026
1 135 1690.5909 0.0046
2 135 2059.3423 0.007
3 135 2400.1038 0.0094
4 135 2703.473 0.0084
5 135 2996.5143 0.0071
6 135 3273.383 0.0097
0 136 1180.224 0.0025
1 136 1695.6132 0.0048
2 136 2065.0397 0.007
3 136 2406.5645 0.0095
4 136 2710.8765 0.0086
5 136 3004.7902 0.0072
6 136 3282.436 0.0101
0 137 1184.4676 0.0023
1 137 1700.5953 0.0046
2 137 2070.7112 0.0072
3 137 2412.9276 0.0097
