l n nu dnu n_g
0 2 119.189 0.121 0 
0 3 149.071 0.115 0 
0 4 177.840 0.110 0 
0 5 206.851 0.105 0 
0 6 235.917 0.100 0 
0 7 264.063 0.048 0 
0 8 290.802 0.027 0 
0 9 318.102 0.029 0 
0 10 346.511 0.019 0 
0 11 375.097 0.019 0 
0 12 403.242 0.014 0 
0 13 431.282 0.014 0 
0 14 460.115 0.017 0 
0 15 489.350 0.027 0 
0 16 518.742 0.049 0 
0 17 548.386 0.137 0 
0 18 577.215 0.171 0 
0 19 606.741 0.180 0 
0 20 635.724 0.189 0 
0 21 665.284 0.198 0 
0 22 694.868 0.208 0 
0 23 724.371 0.219 0 
1 -14 129.624 0.393 17 
1 -19 132.138 0.374 22 
1 -28 135.257 0.357 31 
1 -27 139.259 0.340 30 
1 -26 144.879 0.323 29 
1 -25 149.837 0.308 28 
1 -8 154.247 0.293 11 
1 -23 156.322 0.279 26 
1 -22 162.550 0.266 26 
1 -21 168.101 0.253 25 
1 -8 174.918 0.241 12 
1 -3 179.320 0.230 7 
1 -18 184.265 0.219 22 
1 -9 190.577 0.208 14 
1 -2 196.137 0.199 7 
1 -13 203.655 0.189 18 
1 -14 212.986 0.180 19 
1 -13 216.921 0.172 19 
1 -12 225.870 0.163 18 
1 -11 238.232 0.156 17 
1 -4 244.283 0.148 10 
1 -9 253.579 0.141 16 
1 -2 268.427 0.134 9 
1 -7 272.345 0.128 14 
1 -6 288.368 0.122 14 
1 3 296.531 0.116 5 
1 -4 310.286 0.111 13 
1 5 321.621 0.105 4 
1 -2 335.103 0.099 12 
1 7 347.863 0.049 3 
1 0 363.674 0.036 11 
1 7 375.413 0.027 4 
1 8 393.404 0.022 4 
1 3 407.025 0.016 9 
1 10 422.452 0.016 3 
1 5 443.884 0.013 9 
1 10 455.372 0.016 4 
1 11 476.623 0.023 4 
1 8 499.490 0.047 7 
1 13 511.455 0.093 3 
1 14 534.533 0.199 3 
1 11 559.938 0.208 6 
1 12 573.857 0.219 6 
1 15 594.457 0.230 4 
1 14 620.949 0.241 6 
1 15 645.351 0.253 5 
1 16 659.587 0.266 5 
1 19 682.308 0.279 3 
1 18 709.868 0.293 5 
1 19 737.329 0.308 5 
2 -55 128.001 0.690 57 
2 -54 130.680 0.657 56 
2 -53 132.738 0.626 55 
2 -53 133.130 0.596 55 
2 -52 134.410 0.568 54 
2 -51 135.924 0.541 54 
2 -50 138.853 0.515 53 
2 -49 141.768 0.491 52 
2 -48 143.759 0.467 51 
2 -47 144.885 0.445 50 
2 -46 147.061 0.424 49 
2 -45 150.351 0.404 48 
2 -44 153.264 0.384 47 
2 -43 156.871 0.366 46 
2 -42 161.011 0.349 45 
2 -41 163.848 0.332 44 
2 -40 165.458 0.316 43 
2 -39 169.024 0.301 43 
2 -38 172.192 0.287 42 
2 -37 174.898 0.273 41 
2 -36 177.939 0.260 40 
2 -35 181.918 0.248 39 
2 -34 186.729 0.236 38 
2 -33 191.948 0.225 37 
2 -32 196.662 0.214 37 
2 -31 201.215 0.204 36 
2 -30 203.239 0.194 35 
2 -29 208.727 0.185 34 
2 -28 213.947 0.176 33 
2 -27 218.094 0.168 32 
2 -26 223.383 0.160 31 
2 -25 230.359 0.152 31 
2 -24 232.642 0.145 30 
2 -23 238.331 0.138 29 
2 -22 246.365 0.131 28 
2 -21 254.974 0.125 27 
2 -20 260.313 0.119 27 
2 -19 264.456 0.113 26 
2 -18 274.604 0.108 25 
2 -17 285.295 0.103 25 
2 -16 287.403 0.098 24 
2 -15 297.159 0.093 23 
2 -14 308.504 0.089 22 
2 -13 314.298 0.085 22 
2 -12 320.260 0.081 21 
2 -11 331.160 0.077 20 
2 -10 343.061 0.073 20 
2 -9 345.792 0.070 19 
2 -8 361.554 0.066 18 
2 -7 372.249 0.063 18 
2 -6 380.510 0.060 17 
2 -5 400.294 0.039 17 
2 -4 401.772 0.031 16 
2 -3 425.438 0.025 16 
2 -2 428.614 0.023 15 
2 -1 452.639 0.037 14 
2 0 457.366 0.060 14 
2 1 483.332 0.163 14 
2 2 486.629 0.264 13 
2 3 515.664 0.278 13 
2 4 518.726 0.291 12 
2 5 545.391 0.306 12 
2 6 559.077 0.321 11 
2 7 573.846 0.337 11 
2 8 603.107 0.354 11 
2 9 605.340 0.372 10 
2 10 633.160 0.391 10 
2 11 659.360 0.410 9 
2 12 663.138 0.431 9 
2 13 692.526 0.452 9 
2 14 721.044 0.475 9 
