n l nu dnu
16 1 2169.39811178 0.0832095694461
16 2 2225.66142763 0.270489491403
17 0 2233.06001315 0.152556003483
17 1 2289.68707443 0.118345400362
17 2 2347.84310521 0.289266841148
18 0 2353.69457826 0.166933035227
18 1 2410.78948881 0.169950659431
18 2 2468.96785243 0.19952316552
19 0 2474.54882792 0.273342933023
19 1 2531.62593362 0.114179189619
19 2 2589.43209501 0.208848822111
20 0 2594.49131351 0.0930011012788
20 1 2652.52368187 0.141863382638
20 2 2710.7444172 0.236174026252
21 0 2715.37596498 0.275233609094
21 1 2773.67752276 0.247499246595
21 2 2832.18983474 0.340353732319
22 0 2835.89338264 1.9817465472
22 1 2896.14253502 0.760339550722
22 2 2954.22887991 1.51358298468
23 0 2959.93243746 1.37748450309
23 1 3016.99572773 0.674668994722
