n l nu dnu
11 1 834.713460599 0.189455915558
11 2 862.172682244 1.93334361854
12 0 867.587179424 1.11061297021
12 1 897.448739642 0.518285594655
12 2 928.974669728 1.39505722719
13 0 932.817407927 0.659535703384
13 1 962.636055994 0.580843637627
13 2 992.870385299 3.1591371996
14 0 999.620600915 1.08917497871
14 1 1029.50863508 0.403649825131
14 2 1060.7552875 0.881241037692
15 0 1065.33988205 0.502660226769
15 1 1096.29048121 0.329119105185
15 2 1127.95349828 1.1037053979
16 0 1131.24995916 0.517585660294
16 1 1161.7925223 0.307712238879
16 2 1194.67750155 1.25490117912
17 0 1196.93975371 0.386755798744
17 1 1226.53165707 0.254263419798
17 2 1257.20277395 1.09021235551
18 0 1261.37470601 0.352532549158
18 1 1291.71896088 0.313708131221
18 2 1325.44224326 1.16716510456
19 0 1328.42787475 0.531040475547
19 1 1358.98850694 0.358947039028
19 2 1391.21871011 1.04814362292
20 0 1394.37300311 0.715207654875
20 1 1425.13246431 0.36657107135
20 2 1453.10241947 0.96006985671
21 0 1463.0429376 0.384533185975
21 1 1494.5382742 0.349294658012
21 2 1526.3177144 1.47110817841
22 0 1528.77314134 0.702576229008
22 1 1562.34722006 0.9491325244
22 2 1591.4825287 3.39033582474
23 0 1596.29565805 1.23702594072
23 1 1627.86152194 0.798987581688
23 2 1657.04785099 1.39717687115
24 0 1664.50896497 0.842223197345
