n l nu dnu
15 1 1813.96396 0.701057064374 
16 0 1871.16185 0.975390864185 
16 1 1920.82593 0.779447364468 
17 0 1977.811635 0.420860585019 
17 1 2028.06714 0.423865966363 
17 2 2077.797875 0.440493133859 
18 0 2084.74774 0.18241872424 
18 1 2134.67658 0.237779715237 
18 2 2184.46018 1.08278529804 
19 0 2192.70281 0.368596118356 
19 1 2243.14643 0.194275032944 
19 2 2294.0678 1.12791601529 
20 0 2300.3872 0.349942215857 
20 1 2351.11843 0.349718851905 
20 2 2400.52794 0.776255006429 
21 0 2408.10276 0.69310526054 
21 1 2459.68776 0.712066483473 
22 0 2515.50096 0.864670206852 
22 1 2568.1795 0.962185695683 
