n l nu dnu
9 2 678.058236684 1.84175131043
10 0 683.111128258 0.157724326262
10 1 708.438685797 0.246527524036
10 2 737.134210618 1.49183225628
11 0 740.808952962 0.29134443339
11 1 766.65384779 0.186682656266
11 2 794.177751682 0.47974955655
12 0 799.375462375 0.129368981791
12 1 824.98339786 0.163359094986
12 2 853.865118806 0.414813564917
13 0 859.592465974 0.167575417611
13 1 885.595964667 0.153211219822
13 2 915.618087921 0.271685877141
14 0 920.332625574 0.117808191057
14 1 946.177286502 0.1120532999
14 2 976.479768477 0.311254201244
15 0 980.252739081 0.1831083932
15 1 1005.96400917 0.11354885987
15 2 1035.14205049 0.236588741299
16 0 1039.36602695 0.137730388137
16 1 1065.17355829 0.0965367924147
16 2 1094.74496648 0.206283787524
17 0 1099.23174346 0.0974080179277
17 1 1125.57411454 0.0881881458211
17 2 1155.4222339 0.221985204258
18 0 1159.99638439 0.119693567745
18 1 1186.65609172 0.0910751498963
18 2 1217.40863415 0.229536186508
19 0 1221.47016117 0.140541991669
19 1 1248.36604177 0.100190424397
19 2 1278.8603908 0.258111898409
20 0 1282.87690637 0.205574390429
20 1 1309.69116806 0.126127600089
20 2 1340.00969594 0.306197890572
21 0 1343.79951475 0.198082384819
21 1 1371.18232407 0.147407814074
21 2 1400.6316381 0.357407853312
22 0 1405.43752904 0.271834019387
22 1 1432.46707748 0.19077383524
22 2 1461.77776315 0.596786353868
23 0 1466.07688858 0.329355613536
23 1 1493.98326224 0.270333282906
23 2 1524.08153635 0.748899951495
24 0 1527.83981226 0.517785480475
24 1 1555.85391388 0.316054276709
24 2 1587.47362293 0.845263220322
25 0 1589.72717694 0.549076217502
25 1 1618.02936652 0.495793495539
25 2 1646.02497547 1.30859150949
26 0 1650.76310655 0.846260658647
26 1 1680.33491146 0.705302815093
26 2 1709.45464128 1.79489136352
27 0 1715.92388465 1.01604355062
27 1 1742.03212633 0.882155349723
