n l nu dnu
11 1 1139.07256192 0.372596087391
12 0 1188.02790725 0.501033195108
12 1 1227.10755095 0.363822561525
13 0 1277.02067964 0.230691354704
13 1 1315.83140354 0.184942393942
14 0 1365.17665453 0.125971236797
14 1 1403.34355593 0.139127832042
15 0 1452.41367072 0.134191170766
15 1 1490.56216061 0.105407445818
15 2 1533.40444862 0.242676085848
16 0 1539.07781221 0.0862906264265
16 1 1577.70423962 0.0866943139772
16 2 1621.30875671 0.158098919607
17 0 1627.06303774 0.0813246012194
17 1 1666.31244617 0.0636290209329
17 2 1710.08276996 0.130455820665
18 0 1715.52381485 0.0609222960585
17 3 1748.07912231 0.736201867961
18 1 1755.30766402 0.0652134832145
18 2 1798.73855254 0.107176697592
19 0 1804.24702796 0.0577818300467
18 3 1836.00411266 0.366871402308
19 1 1844.05736713 0.0553462062664
19 2 1887.66990033 0.103498847166
20 0 1892.77150745 0.0686641900108
20 1 1932.85351046 0.0684658044297
20 2 1976.11062736 0.159862769462
21 0 1981.28894654 0.108745022404
21 1 2021.67069715 0.0964086719591
21 2 2065.19726126 0.272150329997
22 0 2069.96466657 0.195382167728
22 1 2111.01948325 0.197297618766
22 2 2154.52767565 0.728526074893
23 0 2159.1641052 0.541444818724
23 1 2200.7908381 0.399632218622
23 2 2244.48151385 1.22388691791
24 0 2249.41980512 0.67038792598
24 1 2289.37226699 0.853948281226
