n l nu dnu
11 1 1096.95913896 2.52774033238
12 1 1179.74669462 0.768123838036
12 2 1220.51744723 2.97382813973
13 0 1227.71675158 1.71677686512
13 1 1264.51785414 0.267296478657
13 2 1305.698823 0.811743054365
14 0 1312.04653884 0.253453302557
14 1 1348.43282183 0.159673770324
14 2 1389.89819336 0.345942540029
15 0 1395.62830546 0.138315734089
15 1 1431.97319136 0.0952743447245
15 2 1473.82213758 0.259936576393
16 0 1479.14135362 0.0913759548465
16 1 1516.25504077 0.0811802673943
16 2 1558.61440295 0.120933799226
17 0 1563.99595536 0.0834284311348
17 1 1601.462419 0.0610672349453
17 2 1644.13566326 0.0959689842548
18 0 1649.30128502 0.0734782318827
18 1 1686.77908513 0.0597501088203
18 2 1729.44180986 0.0953956749718
19 0 1734.51065841 0.084203208908
18 3 1765.26889457 0.657726347753
19 1 1771.98351919 0.0819077031865
19 2 1814.727199 0.160011592938
20 0 1819.49743813 0.0873446054081
19 3 1851.19180915 0.830454843339
20 1 1857.19837291 0.0996274740327
20 2 1899.77551247 0.225785954935
21 0 1904.94215617 0.192582066207
20 3 1935.59381599 3.6227809613
21 1 1943.06709708 0.195076576144
21 2 1985.59305187 0.430270558765
22 0 1990.50482573 0.398584884155
22 1 2029.74791937 0.452540508384
22 2 2071.81605385 1.48486301299
23 0 2076.76562454 1.24102093159
23 1 2116.31255238 0.621331284895
23 2 2157.3371239 4.22286492371
24 0 2162.83612279 0.93174216909
