M	radius	Teff	L	age	XMF	ZMF	alpha	X	Z	nu_ac	X_surf	Z_surf	mu	Gamma	Dnu0	nu_max_classic	nu_max	Fe/H
1.2	2.475391	4716.067	0.4351093	8.22994	0	0.04745001	1.700982	0.6502463	0.04745	1121.035	0.650300892	0.04745	1.38323	1.62062	38.1956091183952	669.750907654982	701.74596114286	0.502717812315168
1.2	2.552997	4700.781	0.4562814	8.2523	0	0.04745001	1.700982	0.6495001	0.04745	1055.89	0.649560357	0.04745	1.3843	1.61962	36.4104863568747	630.674528126095	661.058374741428	0.503212650205285
1.2	2.63779	4687.27	0.4796618	8.27516	0	0.04745001	1.700982	0.6486462	0.04745	990.8251	0.648720865	0.04745	1.38549	1.62009	34.6251487910346	591.630410090397	620.399726631909	0.50377429553734
1.2	2.723268	4676.059	0.5032066	8.2968	0	0.04745001	1.700982	0.6476431	0.04745	931.0812	0.647728168	0.04745	1.3869	1.61992	32.9729384490702	555.738074982845	583.058508890941	0.504439378240299
1.2	2.809291	4666.486	0.5266615	8.31727	0	0.04745001	1.700982	0.646527	0.04745	876.2341	0.64661524	0.04745	1.38848	1.61972	31.45334929838	522.760145179005	548.771685412245	0.505186225800665
1.2	2.89876	4657.684	0.5506052	8.33722	0	0.04745001	1.700982	0.6453057	0.04745	824.1859	0.645429916	0.04745	1.39019	1.62056	29.9396537351929	491.452308316907	516.223618279259	0.50598307073212
1.2	2.988601	4649.433	0.5740399	8.35602	0	0.04745001	1.700982	0.6443471	0.04745	776.3635	0.644385269	0.04745	1.39155	1.62069	28.6078130935505	462.759174309374	486.321932893524	0.50668655838231
1.2	3.082832	4641.838	0.5981415	8.37475	0	0.04745001	1.700982	0.6430933	0.04745	730.6221	0.643229016	0.04745	1.39333	1.62069	27.2724908400232	435.25743940326	457.712326045998	0.507466534868138
1.2	3.179907	4634.042	0.6221561	8.39283	0	0.04745001	1.700982	0.6421652	0.04745	687.5221	0.642268715	0.04745	1.39463	1.62164	26.414800394698	409.432288599569	430.755668944997	0.508115394049742
1.2	3.279051	4626.686	0.6460764	8.41011	0	0.04745001	1.700982	0.6412396	0.04745	647.3228	0.641239554	0.04745	1.39595	1.62183	24.7846729281625	385.353717795845	405.614896123047	0.508811858653632
1.2	3.382483	4619.022	0.6701459	8.42685	0	0.04745001	1.700982	0.6404135	0.04745	609.0345	0.640413483	0.04745	1.39711	1.62236	23.6353127339449	362.447116282628	381.662385561036	0.509371695233864
1.2	3.48972	4611.158	0.6943257	8.44292	0	0.04745001	1.700982	0.6396662	0.04745	572.8116	0.639668889	0.04745	1.39817	1.62267	22.5504262400209	340.804046454735	359.008014166816	0.509876933191987
1.2	3.599431	4603.414	0.7182796	8.45808	0	0.04745001	1.700982	0.639007	0.04745	538.9949	0.639006969	0.04745	1.39911	1.62281	21.5157136460637	320.614519986818	337.853582400809	0.510326567440324
1.2	3.713054	4595.471	0.74227	8.4726	0	0.04745001	1.700982	0.638368	0.04745	507.0522	0.638368013	0.04745	1.40002	1.62326	20.5010378703696	301.552798813372	317.870258242264	0.510761044539114
1.2	3.829836	4587.119	0.7660272	8.4863	0	0.04745001	1.700982	0.6379286	0.04745	477.0759	0.637929355	0.04745	1.40064	1.62347	19.7259050775905	283.700794169722	299.118466166388	0.511059574899076
1.2	3.951037	4578.571	0.7898425	8.49939	0	0.04745001	1.700982	0.6375603	0.04745	448.6971	0.637560345	0.04745	1.40117	1.6235	18.6889848868506	266.811005322409	281.364023333409	0.511310865068238
1.2	4.075467	4569.935	0.8134848	8.51176	0	0.04745001	1.700982	0.6372392	0.04745	422.1258	0.637239168	0.04745	1.40162	1.62379	17.8597676196046	251.004285219325	264.737638192107	0.51152970010911
1.2	4.203829	4560.999	0.8370223	8.52346	0	0.04745001	1.700982	0.6370187	0.04745	397.1149	0.637018749	0.04745	1.40193	1.62387	17.1240268804812	236.140694981349	249.088348328101	0.511679947174613
1.2	4.33623	4551.872	0.8604916	8.53454	0	0.04745001	1.700982	0.6368374	0.04745	373.5844	0.636837392	0.04745	1.4022	1.62376	16.2640561344642	222.162763599704	234.366568735715	0.511803606891517
1.2	4.473192	4542.658	0.8839764	8.54511	0	0.04745001	1.700982	0.6366855	0.04745	351.3854	0.636685543	0.04745	1.40241	1.62394	15.494510051647	208.978115918058	220.474172114305	0.511907173433246
1.2	4.614467	4533.253	0.907393	8.55512	0	0.04745001	1.700982	0.6365532	0.04745	330.5085	0.636553415	0.04745	1.40259	1.62392	14.9871812795467	196.581589086018	207.409011496696	0.511997309634546
1.2	4.760589	4523.765	0.9308066	8.56467	0	0.04745001	1.700982	0.6364481	0.04745	310.8218	0.636448076	0.04745	1.40274	1.62385	14.3285644976901	184.892593176847	195.086633961033	0.512069184093228
1.2	4.911397	4513.984	0.9541364	8.5737	0	0.04745001	1.700982	0.6363694	0.04745	292.3024	0.636369456	0.04745	1.40286	1.62373	13.5238596568793	173.900495850291	183.496336346042	0.512122835510423
1.2	5.066807	4504.017	0.9773695	8.5823	0	0.04745001	1.700982	0.6363204	0.04745	274.9045	0.636320718	0.04745	1.40293	1.62357	12.9222328651864	163.576975894072	172.607470125892	0.512156098349881
1.2	5.227266	4493.865	1.000536	8.59044	0	0.04745001	1.700982	0.6362912	0.04745	258.5309	0.636291211	0.04745	1.40297	1.62336	12.2207580888806	153.862114717161	162.358601054699	0.512176237603629
1.2	5.392115	4483.736	1.023552	8.59815	0	0.04745001	1.700982	0.636266	0.04745	243.1954	0.63626599	0.04745	1.40301	1.62315	11.6498682271029	144.761341946147	152.757448160063	0.512193452297193
1.2	5.562465	4473.32	1.046542	8.6055	0	0.04745001	1.700982	0.6362401	0.04745	228.7476	0.636240132	0.04745	1.40304	1.62293	11.1351833843148	136.188784333508	143.712909138132	0.512211102486093
1.2	5.73792	4462.826	1.06943	8.61229	0	0.04745001	1.700982	0.6362217	0.04745	215.1798	0.636221661	0.04745	1.40307	1.62269	10.597420067711	128.137708800569	135.218475351124	0.512223710885685
1.2	5.918629	4452.255	1.092234	8.61891	0	0.04745001	1.700982	0.6362102	0.04745	202.4364	0.636210176	0.04745	1.40309	1.62243	10.1171505984252	120.575385352868	127.239172035759	0.512231550790314
1.2	6.10553	4441.503	1.11505	8.62524	0	0.04745001	1.700982	0.6362043	0.04745	190.4185	0.636204303	0.04745	1.4031	1.62215	9.63578803359814	113.443388526248	119.713440887844	0.512235559879388
1.2	6.29744	4430.676	1.137701	8.6312	0	0.04745001	1.700982	0.6362019	0.04745	179.1664	0.636201891	0.04745	1.40311	1.62183	9.1921618900086	106.764737383133	112.666060047929	0.512237206394935
1.2	6.495555	4419.773	1.160312	8.63696	0	0.04745001	1.700982	0.6362009	0.04745	168.5724	0.636200928	0.04745	1.40312	1.62147	8.77292920752064	100.475088665315	106.029134616097	0.512237863774154
1.2	6.699851	4408.694	1.182844	8.6424	0	0.04745001	1.700982	0.6362008	0.04745	158.6095	0.63620085	0.04745	1.40312	1.62106	8.36481499450167	94.559603463754	99.7866541655931	0.512237917019867
1.2	6.910924	4397.441	1.205362	8.64767	0	0.04745001	1.700982	0.6362008	0.04745	149.2217	0.636200835	0.04745	1.40313	1.6206	7.98620491465649	88.985381060903	93.9046354106082	0.512237927259428
1.2	7.128196	4386.115	1.227759	8.65264	0	0.04745001	1.700982	0.6362008	0.04745	140.4088	0.636200835	0.04745	1.40314	1.62007	7.61164814991005	83.7513153618475	88.3815371213865	0.512237927259428
1.2	7.351968	4374.617	1.250076	8.6574	0	0.04745001	1.700982	0.6362008	0.04745	132.1287	0.636200835	0.04745	1.40315	1.61949	7.25900873839757	78.834020312673	83.1926840872595	0.512237927259428
1.2	7.582966	4363.149	1.272357	8.66203	0	0.04745001	1.700982	0.6362008	0.04745	124.3311	0.636200835	0.04745	1.40316	1.61886	6.92634435874185	74.2014974256924	78.3043121057039	0.512237927259428
1.2	7.821111	4351.51	1.294582	8.66644	0	0.04745001	1.700982	0.6362008	0.04745	116.9971	0.636200835	0.04745	1.40318	1.61824	6.60763986978948	69.8447901929067	73.7072352606907	0.512237927259428
1.2	8.066592	4339.803	1.316736	8.67056	0	0.04745001	1.700982	0.6362008	0.04745	110.1001	0.636200835	0.04745	1.40319	1.61761	6.30409807886189	65.7469663539569	69.3830473443936	0.512237927259428
1.2	8.319623	4328.027	1.338846	8.6747	0	0.04745001	1.700982	0.6362008	0.04745	103.613	0.636200835	0.04745	1.4032	1.61698	6.01459881590549	61.8925868539941	65.3157373485098	0.512237927259428
1.2	8.580124	4316.184	1.360882	8.6788	0	0.04745001	1.700982	0.6362008	0.04745	97.51833	0.636200835	0.04745	1.40322	1.61632	5.73961588876866	58.2711790141034	61.4944751986314	0.512237927259428
1.2	8.848852	4304.374	1.382888	8.68295	0	0.04745001	1.700982	0.6362008	0.04745	91.7803	0.636200835	0.04745	1.40323	1.61563	5.47703510315558	54.8607886672684	57.8956438874907	0.512237927259428
1.2	9.125665	4292.497	1.404857	8.68747	0	0.04745001	1.700982	0.6362008	0.04745	86.3859	0.636200835	0.04745	1.40325	1.6149	5.23028392552282	51.6543457566336	54.5122115763576	0.512237927259428
1.2	9.36495	4283.611	1.42376	8.69696	0	0.04745001	1.700982	0.6362008	0.04745	82.08992	0.636200835	0.04745	1.40325	1.6145	5.02762985029706	49.0992627121008	51.815764153038	0.512237927259428
1.2	9.085053	4297.442	1.402986	8.70189	0	0.04745001	1.700982	0.6362008	0.04745	87.11839	0.636200835	0.04745	1.40322	1.61569	5.2674102189521	52.0871945654232	54.968420899712	0.512237927259428
1.2	8.812238	4310.92	1.381934	8.705	0	0.04745001	1.700982	0.6362008	0.04745	92.48554	0.636200835	0.04745	1.4032	1.61673	5.51953212382317	55.2756033152753	58.3327821866271	0.512237927259428
1.2	8.907919	4307.249	1.389854	8.70896	0	0.04745001	1.700982	0.6362008	0.04745	90.53733	0.636200835	0.04745	1.4032	1.6166	5.43076880410479	54.1175841557199	57.1107153913179	0.512237927259428
1.2	9.18618	4295.068	1.411652	8.71217	0	0.04745001	1.700982	0.6362008	0.04745	85.22605	0.636200835	0.04745	1.40322	1.61582	5.18288716193703	50.9607704440366	53.7796881270496	0.512237927259428
1.4	1.355882	6205.117	0.3889167	0.184513	0.634492	0.04745	1.700982	0.65256	0.04745	3784.516	0.65256	0.04745	1.37789	1.61127	101.363953385253	2270.48648395576	2374.35474584955	0.501211712734266
1.4	1.365816	6208.547	0.3962461	0.323467	0.6189308	0.04745	1.700982	0.65256	0.04745	3728.317	0.65256	0.04745	1.37788	1.61073	100.284121617826	2236.96052495278	2339.28658142223	0.501211712734266
1.4	1.410615	6205.26	0.4233658	0.858242	0.5575592	0.04745	1.700982	0.65256	0.04745	3495.882	0.65256	0.04745	1.37788	1.61099	95.5643782866703	2097.68712174706	2193.64234692014	0.501211712734266
1.4	1.459319	6183.723	0.4467766	1.35641	0.4980391	0.04745	1.700982	0.65256	0.04745	3272.65	0.65256	0.04745	1.37789	1.61136	90.8808117747666	1963.41548328536	2053.23612527786	0.501211712734266
1.4	1.504916	6151.202	0.4643462	1.7642	0.4466614	0.04745	1.700982	0.65256	0.04745	3086.381	0.65256	0.04745	1.37792	1.61336	86.8768171630904	1851.1140843881	1935.81833200114	0.501211712734266
1.4	1.546167	6113.783	0.477237	2.0937	0.4019115	0.04745	1.700982	0.65256	0.04745	2933.867	0.65256	0.04745	1.37796	1.6156	83.5169240674014	1759.01640249115	1839.53309571114	0.501211712734266
1.4	1.58186	6076.031	0.4862911	2.35415	0.362848	0.04745	1.700982	0.65256	0.04745	2812.687	0.65256	0.04745	1.378	1.61832	80.6322649020705	1685.74398897797	1762.93231956383	0.501211712734266
1.4	1.618132	6033.371	0.4937427	2.60168	0.3228004	0.04745	1.700982	0.65256	0.04745	2698.556	0.65256	0.04745	1.37806	1.62187	78.1947917454086	1616.70130944371	1690.76506091237	0.501211712734266
1.4	1.647671	5995.84	0.4986509	2.79026	0.29026	0.04745	1.700982	0.65256	0.04745	2611.619	0.65256	0.04745	1.37809	1.62368	76.2205184898981	1564.12582076425	1635.79880760889	0.501211712734266
1.4	1.677398	5956.073	0.5026096	2.97092	0.2575447	0.04745	1.700982	0.65256	0.04745	2529.099	0.65256	0.04745	1.37814	1.6268	74.2434361379368	1514.20770291247	1583.62201805245	0.501211712734266
1.4	10.41857	4302.789	1.524118	4.91895	0	0.04745003	1.700982	0.639779	0.04745	77.11445	0.639779023	0.04745	1.39788	1.61987	4.64064320729191	46.1792043619988	48.6408104879508	0.509802165648675
1.4	10.10786	4316.781	1.503453	4.92234	0	0.04745003	1.700982	0.639779	0.04745	81.82557	0.639779023	0.04745	1.39785	1.62093	4.86087256913638	48.9823090966705	51.5927825282503	0.509802165648675
1.4	10.35905	4306.853	1.520782	4.92555	0	0.04745003	1.700982	0.639779	0.04745	77.97356	0.639779023	0.04745	1.39786	1.62034	4.68377456607276	46.6893487190795	49.1777965446296	0.509802165648675
1.4	10.68105	4294.178	1.542226	4.9281	0	0.04745003	1.700982	0.639779	0.04745	73.42565	0.639779023	0.04745	1.39788	1.6195	4.47148336946901	43.981474114658	46.3259291048383	0.509802165648675
1.4	11.01281	4281.343	1.563626	4.93062	0	0.04745003	1.700982	0.639779	0.04745	69.14672	0.639779023	0.04745	1.3979	1.6186	4.2690613970982	41.4334783901226	43.6424233649931	0.509802165648675
1.4	11.35479	4268.546	1.584988	4.93306	0	0.04745003	1.700982	0.639779	0.04745	65.11847	0.639779023	0.04745	1.39793	1.61763	4.07589698864174	39.033680470027	41.1151260798142	0.509802165648675
1.4	1.706987	5914.391	0.5056014	3.14327	0.2248064	0.04745	1.700982	0.65256	0.04745	2451.535	0.65256	0.04745	1.37818	1.6292	72.4014547590953	1467.31127735564	1534.59803646441	0.501211712734266
1.4	11.70724	4255.788	1.606311	4.93543	0	0.04745003	1.700982	0.639779	0.04745	61.32656	0.639779023	0.04745	1.39795	1.61659	3.89166237915473	36.7738129720069	38.7350297035828	0.509802165648675
1.4	12.07062	4242.97	1.62761	4.93771	0	0.04745003	1.700982	0.639779	0.04745	57.75545	0.639779023	0.04745	1.39797	1.61548	3.71589356891447	34.6452390630475	36.493195982732	0.509802165648675
1.4	12.44508	4229.996	1.64886	4.93982	0	0.04745003	1.700982	0.639779	0.04745	54.39381	0.639779023	0.04745	1.398	1.6144	3.54822779869324	32.6416673895641	34.3831238800542	0.509802165648675
1.4	12.83105	4217.062	1.67007	4.94189	0	0.04745003	1.700982	0.639779	0.04745	51.22836	0.639779023	0.04745	1.39803	1.61332	3.38829248663746	30.754474533513	32.3955955110635	0.509802165648675
1.4	13.22825	4204.167	1.691207	4.94391	0	0.04745003	1.700982	0.639779	0.04745	48.25206	0.639779023	0.04745	1.39805	1.61222	3.23595851337879	28.9796363432767	30.5262667141624	0.509802165648675
1.4	13.63742	4191.119	1.71229	4.94584	0	0.04745003	1.700982	0.639779	0.04745	45.45041	0.639779023	0.04745	1.39808	1.61109	3.09068508040143	27.3091555370518	28.7669417285064	0.509802165648675
1.4	14.05928	4178.111	1.73334	4.94768	0	0.04745003	1.700982	0.639779	0.04745	42.81067	0.639779023	0.04745	1.39811	1.60989	2.95199339412733	25.7348446798189	27.1088836513122	0.509802165648675
1.4	14.4939	4165.048	1.754347	4.94946	0	0.04745003	1.700982	0.639779	0.04745	40.32528	0.639779023	0.04745	1.39814	1.60862	2.81968546218999	24.2525368023447	25.5477062439743	0.509802165648675
1.4	14.94168	4151.93	1.775306	4.95117	0	0.04745003	1.700982	0.639779	0.04745	37.9853	0.639779023	0.04745	1.39817	1.60726	2.69336521543489	22.8567156424392	24.0776017143257	0.509802165648675
1.4	15.40267	4138.853	1.796202	4.95279	0	0.04745003	1.700982	0.639779	0.04745	35.78442	0.639779023	0.04745	1.39821	1.6058	2.57302036627973	21.5429749440176	22.6940124840828	0.509802165648675
1.4	1.736267	5871.242	0.5076524	3.30792	0.1919065	0.04745	1.700982	0.65256	0.04745	2378.939	0.65256	0.04745	1.37821	1.63083	70.6232433539407	1423.44170572408	1488.73293292247	0.501211712734266
1.4	15.87763	4125.722	1.817056	4.95436	0	0.04745003	1.700982	0.639779	0.04745	33.71241	0.639779023	0.04745	1.39825	1.60423	2.4580913404659	20.3056251130693	21.3908572274013	0.509802165648675
1.4	16.36683	4112.539	1.837868	4.95584	0	0.04745003	1.700982	0.639779	0.04745	31.7619	0.639779023	0.04745	1.39829	1.60257	2.34823926967495	19.1405115767606	20.1637627221236	0.509802165648675
1.4	16.87096	4099.397	1.858649	4.95729	0	0.04745003	1.700982	0.639779	0.04745	29.92451	0.639779023	0.04745	1.39832	1.60096	2.24345984053497	18.0425583262528	19.007316821054	0.509802165648675
1.4	17.39024	4086.204	1.879381	4.95863	0	0.04745003	1.700982	0.639779	0.04745	28.19442	0.639779023	0.04745	1.39836	1.59936	2.14381457081957	17.0085200077699	17.9182434381424	0.509802165648675
1.4	17.92524	4072.959	1.900075	4.95994	0	0.04745003	1.700982	0.639779	0.04745	26.56476	0.639779023	0.04745	1.39841	1.59775	2.0480538862745	16.0344002953191	16.8923236249358	0.509802165648675
1.4	18.47599	4059.757	1.920707	4.96122	0	0.04745003	1.700982	0.639779	0.04745	25.03077	0.639779023	0.04745	1.39845	1.59607	1.95698382288941	15.1172307490417	15.9263085377497	0.509802165648675
1.4	19.04332	4046.504	1.941288	4.96242	0	0.04745003	1.700982	0.639779	0.04745	23.58578	0.639779023	0.04745	1.39849	1.5943	1.87022430754483	14.2532000705921	15.0162494826942	0.509802165648675
1.4	19.62717	4033.202	1.961798	4.9636	0	0.04745003	1.700982	0.639779	0.04745	22.22575	0.639779023	0.04745	1.39854	1.59242	1.78741092621456	13.4399404273168	14.1597048545219	0.509802165648675
1.4	20.22826	4019.851	1.982245	4.96471	0	0.04745003	1.700982	0.639779	0.04745	20.94504	0.639779023	0.04745	1.39859	1.59039	1.70803281947655	12.6740573140666	13.3530442209146	0.509802165648675
1.4	20.84735	4006.453	2.002648	4.96577	0	0.04745003	1.700982	0.639779	0.04745	19.73838	0.639779023	0.04745	1.39864	1.58821	1.6326694919218	11.952423075008	12.5929749868127	0.509802165648675
1.4	1.764999	5827.335	0.5088763	3.4646	0.158808	0.04745	1.700982	0.65256	0.04745	2311.409	0.65256	0.04745	1.37825	1.63327	68.9577756726642	1382.65484195311	1446.09621895327	0.501211712734266
1.4	21.48501	3993.098	2.023006	4.9668	0	0.04745003	1.700982	0.639779	0.04745	18.60195	0.639779023	0.04745	1.3987	1.58591	1.56060259820687	11.2722754867116	11.8766318009667	0.509802165648675
1.4	22.14171	3979.697	2.043315	4.96779	0	0.04745003	1.700982	0.639779	0.04745	17.53206	0.639779023	0.04745	1.39876	1.58367	1.49215118356191	10.6313980383951	11.2016343416163	0.509802165648675
1.4	22.81772	3966.249	2.063563	4.96874	0	0.04745003	1.700982	0.639779	0.04745	16.52491	0.639779023	0.04745	1.39881	1.58149	1.42619978260379	10.0277435326973	10.5657904558466	0.509802165648675
1.4	23.51381	3952.847	2.083761	4.96965	0	0.04745003	1.700982	0.639779	0.04745	15.57626	0.639779023	0.04745	1.39887	1.57928	1.36387987832905	9.45881403834914	9.96654831978778	0.509802165648675
1.4	24.23015	3939.309	2.1039	4.97051	0	0.04745003	1.700982	0.639779	0.04745	14.68303	0.639779023	0.04745	1.39893	1.57701	1.3039345798579	8.92309402590723	9.40227333203872	0.509802165648675
1.4	24.96818	3925.907	2.124006	4.97135	0	0.04745003	1.700982	0.639779	0.04745	13.84085	0.639779023	0.04745	1.39899	1.57462	1.24683130154269	8.41770926879074	8.8699391042199	0.509802165648675
1.4	25.72691	3912.371	2.144017	4.97216	0	0.04745003	1.700982	0.639779	0.04745	13.04839	0.639779023	0.04745	1.39906	1.57206	1.19274007683959	7.9422294362104	8.36912414388608	0.509802165648675
1.4	26.50774	3898.791	2.163952	4.97293	0	0.04745003	1.700982	0.639779	0.04745	12.30178	0.639779023	0.04745	1.39913	1.5693	1.14055270461293	7.49423516815984	7.89724774738196	0.509802165648675
1.4	27.31063	3885.17	2.183775	4.97361	0	0.04745003	1.700982	0.639779	0.04745	11.5989	0.639779023	0.04745	1.39921	1.56627	1.09120183198678	7.07243962148163	7.45298264331492	0.509802165648675
1.4	28.1369	3871.417	2.203543	4.97432	0	0.04745003	1.700982	0.639779	0.04745	10.93641	0.639779023	0.04745	1.39929	1.56311	1.0439928540785	6.67498398922671	7.03434241192355	0.509802165648675
1.4	1.793039	5784.156	0.5096156	3.61301	0.125623	0.04745	1.700982	0.65256	0.04745	2248.612	0.65256	0.04745	1.37829	1.63542	67.4042718921105	1344.73970564603	1406.46180328421	0.501211712734266
1.4	28.98757	3857.803	2.223257	4.975	0	0.04745003	1.700982	0.639779	0.04745	10.31185	0.639779023	0.04745	1.39937	1.56012	0.998382802707555	6.30005085042311	6.63941393449758	0.509802165648675
1.4	29.86259	3843.97	2.242885	4.97566	0	0.04745003	1.700982	0.639779	0.04745	9.724245	0.639779023	0.04745	1.39945	1.55722	0.955537592976822	5.94692909977211	6.26744981580942	0.509802165648675
1.4	30.76278	3830.275	2.262449	4.97629	0	0.04745003	1.700982	0.639779	0.04745	9.17111	0.639779023	0.04745	1.39953	1.55432	0.913939802245742	5.6139890557899	5.91673446261981	0.509802165648675
1.4	31.68862	3816.454	2.281933	4.97689	0	0.04745003	1.700982	0.639779	0.04745	8.650299	0.639779023	0.04745	1.39962	1.55133	0.874855051510742	5.30030705346449	5.58631615286786	0.509802165648675
1.4	32.64076	3802.594	2.301331	4.97746	0	0.04745003	1.700982	0.639779	0.04745	8.159759	0.639779023	0.04745	1.3997	1.54818	0.837471360899102	5.00469015582746	5.27489826057076	0.509802165648675
1.4	33.61984	3788.698	2.320647	4.97803	0	0.04745003	1.700982	0.639779	0.04745	7.697577	0.639779023	0.04745	1.3998	1.5448	0.800982207177268	4.72608382168106	4.98142763532588	0.509802165648675
1.4	34.62717	3774.853	2.339924	4.97857	0	0.04745003	1.700982	0.639779	0.04745	7.261706	0.639779023	0.04745	1.3999	1.54119	0.766980251775069	4.46327533294853	4.70458800113835	0.509802165648675
1.4	1.820549	5743.809	0.5107111	3.75304	0.09219878	0.04745	1.700982	0.65256	0.04745	2189.216	0.65256	0.04745	1.37832	1.63704	65.9241715895741	1308.97984357555	1369.0755017076	0.501211712734266
1.4	1.848533	5712.681	0.5145052	3.88369	0.05873914	0.04745	1.700982	0.65256	0.04745	2129.48	0.65256	0.04745	1.37835	1.63822	64.4803292598958	1273.10228068335	1331.56528005782	0.501211712734266
1.4	1.889312	5722.951	0.5365836	4.0199	0.02002463	0.04745	1.700982	0.65256	0.04745	2036.503	0.65256	0.04745	1.37833	1.63759	62.5145680430504	1217.64396079266	1273.55098100248	0.501211712734266
1.4	1.905443	5753.869	0.5533418	4.04684	0.01156953	0.04745	1.700982	0.65256	0.04745	1996.407	0.65256	0.04745	1.37829	1.63614	61.76426848031	1193.89405744916	1248.69250303244	0.501211712734266
1.4	1.921802	5793.086	0.5725646	4.06157	0.006684682	0.04745	1.700982	0.65256	0.04745	1955.395	0.65256	0.04745	1.37826	1.63423	60.9943884973234	1169.67559610066	1223.34912652163	0.501211712734266
1.4	1.939716	5835.257	0.5931937	4.06971	0.00388304	0.04745	1.700982	0.65256	0.04745	1911.882	0.65256	0.04745	1.37821	1.63162	60.151074712321	1144.01418236631	1196.48847028319	0.501211712734266
1.4	1.9529	5862.461	0.6071779	4.07301	0.002716081	0.04745	1.700982	0.65256	0.04745	1881.328	0.65256	0.04745	1.37818	1.63034	59.5332543258554	1125.99822199179	1177.63332647801	0.501211712734266
1.4	1.973745	5898.75	0.6271154	4.07611	0.001611609	0.04745	1.700982	0.65256	0.04745	1835.509	0.65256	0.04745	1.37813	1.62715	58.5703399087126	1098.94414123714	1149.31777280299	0.501211712734266
1.4	1.993897	5926.933	0.6442265	4.07793	0.0009720612	0.04745	1.700982	0.65256	0.04745	1793.788	0.65256	0.04745	1.37809	1.62505	57.6638475580264	1074.27940531695	1123.50614440826	0.501211712734266
1.4	2.024345	5956.21	0.6659224	4.08011	0.0002782884	0.04745	1.700982	0.65256	0.04745	1735.38	0.65256	0.04745	1.37806	1.6232	56.3567031252032	1039.64157742304	1087.26927151654	0.501211712734266
1.4	2.051298	5916.706	0.6658489	4.08432	2.689912e-05	0.04745	1.700982	0.65256	0.04745	1696.285	0.65256	0.04745	1.37809	1.62527	55.3568153631498	1015.87480825555	1062.42527165262	0.501211712734266
1.4	2.080317	5887.759	0.6695576	4.08838	8.553098e-06	0.04745	1.700982	0.65256	0.04745	1653.684	0.65256	0.04745	1.37813	1.62762	54.2538987825615	990.156060998304	1035.54304177176	0.501211712734266
1.4	2.110223	5855.581	0.6724448	4.09959	8.962463e-07	0.04745	1.700982	0.65256	0.04745	1611.916	0.65256	0.04745	1.37815	1.62902	53.1589329641264	964.930419815922	1009.16842502669	0.501211712734266
1.4	2.140949	5822.105	0.6750066	4.12197	1.584321e-08	0.04745003	1.700982	0.65256	0.04745	1570.841	0.65256	0.04745	1.37818	1.63094	52.0716840122955	940.123780007447	983.235206528881	0.501211712734266
1.4	2.172176	5788.686	0.6776111	4.14827	7.913782e-11	0.04745003	1.700982	0.65256	0.04745	1530.701	0.65256	0.04745	1.37821	1.63288	50.9994260186731	915.920291896532	957.932240565277	0.501211712734266
1.4	2.201659	5755.327	0.679285	4.17343	1.549034e-13	0.04745003	1.700982	0.65256	0.04745	1494.558	0.65256	0.04745	1.37825	1.63476	50.0206039423875	894.133953764896	935.160164738353	0.501211712734266
1.4	2.229311	5720.843	0.6796788	4.19652	1.039471e-16	0.04745003	1.700982	0.65256	0.04745	1462.339	0.65256	0.04745	1.37827	1.63612	49.1308355339888	874.714581515887	914.856396777373	0.501211712734266
1.4	2.253961	5686.434	0.6787508	4.21658	2.75437e-20	0.04745003	1.700982	0.65256	0.04745	1435.084	0.65256	0.04745	1.3783	1.63785	48.3625702464547	858.271918024651	897.668926953326	0.501211712734266
1.4	2.275307	5653.013	0.6767072	4.23368	0	0.04745003	1.700982	0.65256	0.04745	1412.694	0.65256	0.04745	1.37833	1.63908	47.7111149392027	844.729577514928	883.514571390494	0.501211712734266
1.4	2.294319	5619.659	0.6736485	4.24885	0	0.04745003	1.700982	0.65256	0.04745	1393.822	0.65256	0.04745	1.37836	1.6405	47.1405606834254	833.249599927803	871.516985357989	0.501211712734266
1.4	2.310769	5587.146	0.6697828	4.26208	0	0.04745003	1.700982	0.65256	0.04745	1378.427	0.65256	0.04745	1.37838	1.64159	46.6556573466641	823.814863678655	861.655205584533	0.501211712734266
1.4	2.325697	5553.797	0.6649612	4.2744	0	0.04745003	1.700982	0.65256	0.04745	1365.296	0.65256	0.04745	1.37841	1.64273	46.2245102235304	815.711213910135	853.188614879404	0.501211712734266
1.4	2.33893	5519.885	0.6592439	4.28582	0	0.04745003	1.700982	0.65256	0.04745	1354.421	0.65256	0.04745	1.37844	1.64372	45.841713538551	808.980838912304	846.158224352333	0.501211712734266
1.4	2.350319	5485.927	0.6527468	4.29634	0	0.04745003	1.700982	0.65256	0.04745	1345.751	0.65256	0.04745	1.37847	1.64467	45.5111424041337	803.635408849612	840.57628750709	0.501211712734266
1.4	2.359827	5452.554	0.6456617	4.30594	0	0.04745003	1.700982	0.65256	0.04745	1339.16	0.65256	0.04745	1.37849	1.64542	45.2360861135228	799.608458513729	836.370296809352	0.501211712734266
1.4	2.367494	5420.508	0.6382468	4.31461	0	0.04745003	1.700982	0.65256	0.04745	1334.5	0.652559989	0.04745	1.37852	1.64606	45.0121348901122	796.782762320317	833.423758529996	0.501211720055033
