l n nu dnu n_g
0 3 179.455 0.160 0 
0 4 212.900 0.152 0 
0 5 245.324 0.145 0 
0 6 277.830 0.138 0 
0 7 311.538 0.131 0 
0 8 345.560 0.062 0 
0 9 379.731 0.035 0 
0 10 413.941 0.038 0 
0 11 447.715 0.025 0 
0 12 480.956 0.024 0 
0 13 514.626 0.018 0 
0 14 549.352 0.018 0 
0 15 584.791 0.021 0 
0 16 620.462 0.034 0 
0 17 656.127 0.062 0 
0 18 691.767 0.173 0 
0 19 727.184 0.216 0 
0 20 762.108 0.227 0 
0 21 796.955 0.238 0 
0 22 832.205 0.250 0 
0 23 867.301 0.262 0 
0 24 902.924 0.276 0 
1 -9 174.240 0.231 12 
1 -8 185.304 0.220 11 
1 -7 189.106 0.210 11 
1 -6 205.257 0.200 10 
1 -3 219.232 0.190 7 
1 -4 227.736 0.181 9 
1 -3 251.407 0.173 8 
1 -2 255.369 0.164 8 
1 1 283.736 0.157 5 
1 0 290.093 0.149 7 
1 5 317.131 0.142 2 
1 2 332.621 0.135 6 
1 5 352.289 0.129 3 
1 6 375.002 0.123 3 
1 5 393.876 0.117 5 
1 8 418.340 0.059 2 
1 9 438.436 0.043 2 
1 8 463.453 0.033 4 
1 9 490.236 0.027 3 
1 10 510.821 0.019 3 
1 11 535.446 0.020 3 
1 12 567.241 0.017 3 
1 13 600.140 0.021 3 
1 14 627.261 0.030 2 
1 15 645.277 0.060 2 
1 16 675.647 0.122 2 
1 17 709.691 0.263 2 
1 18 743.325 0.277 2 
1 19 778.221 0.290 2 
1 20 812.846 0.305 2 
1 21 846.583 0.320 1 
1 22 873.738 0.336 1 
1 23 891.005 0.353 1 
1 24 921.751 0.371 1 
2 -18 173.855 0.227 21 
2 -17 181.124 0.216 20 
2 -16 190.404 0.205 19 
2 -15 196.975 0.196 19 
2 -14 202.412 0.186 18 
2 -13 212.407 0.178 17 
2 -12 216.436 0.169 16 
2 -11 228.805 0.161 15 
2 -10 239.139 0.153 15 
2 -9 245.188 0.146 14 
2 -8 260.688 0.139 13 
2 -7 269.572 0.132 13 
2 -6 278.990 0.126 12 
2 -5 290.297 0.120 11 
2 -4 306.192 0.114 11 
2 -3 311.002 0.109 10 
2 -2 337.109 0.104 10 
2 -1 341.069 0.099 9 
2 0 372.052 0.094 9 
2 1 375.641 0.090 8 
2 2 409.517 0.085 8 
2 3 414.265 0.081 7 
2 4 443.863 0.077 7 
2 5 466.202 0.074 6 
2 6 477.342 0.047 6 
2 7 511.045 0.039 6 
2 8 533.896 0.032 5 
2 9 545.931 0.030 5 
2 10 581.328 0.047 5 
2 11 616.436 0.081 5 
2 12 620.309 0.209 4 
2 13 653.508 0.355 4 
2 14 688.409 0.372 4 
2 15 722.971 0.391 4 
2 16 727.102 0.411 3 
2 17 758.991 0.431 3 
2 18 794.769 0.453 3 
2 19 830.590 0.475 3 
2 20 865.248 0.499 3 
2 21 886.150 0.524 2 
2 22 901.257 0.550 2 
