n l nu dnu
16 0 2023.32161292 0.987212639353
16 1 2077.99550027 0.472775524434
16 2 2129.26470597 2.07896867597
17 0 2138.0288035 0.331000196859
17 1 2192.11330555 0.411609902964
17 2 2243.5166739 1.10837404469
18 0 2252.933313 0.531399326553
18 1 2306.74364093 0.293805441687
18 2 2358.81192104 1.01888828389
19 0 2367.831753 0.215217152398
19 1 2422.53414121 0.216346040373
19 2 2474.84928168 0.806633555666
20 0 2483.93559029 0.278895827044
20 1 2539.29494122 0.233748409022
20 2 2591.34321448 0.411168105191
21 0 2600.86398282 0.217671890853
21 1 2655.37925658 0.220263451043
21 2 2706.61334905 1.01398300876
22 0 2716.91699908 0.329360091325
22 1 2771.91383762 0.258171369449
22 2 2824.69196065 1.10834289866
23 0 2833.06707119 0.490693070699
23 1 2889.53927723 0.824250807673
23 2 2939.14558657 1.00019671999
24 0 2949.38172316 0.73127840059
24 1 3004.37354338 0.792704041015
24 2 3059.06752955 2.33606175088
25 0 3070.78645224 2.23134357041
25 2 3173.11049607 2.11862549483
26 0 3184.26827613 0.903328782264
27 0 3301.81885698 0.605292879394
