n l nu dnu
14 1 1322.53348 0.740915985184 
15 0 1368.77158 0.705542210772 
15 1 1404.118045 0.418236788191 
15 2 1446.59953 0.446558262001 
16 0 1450.720495 0.363792702079 
16 1 1486.73758 0.181140841356 
16 2 1529.22826 0.322502722046 
17 0 1534.84336 0.161445636272 
17 1 1570.2953 0.120635198617 
17 2 1612.80603 0.422050024614 
18 0 1617.94705 0.142996096343 
18 1 1653.9831 0.116297012256 
18 2 1696.878485 0.340563495018 
19 0 1701.12755 0.143996985648 
19 1 1737.03918 0.142097601773 
19 2 1780.61895 0.532068196143 
20 0 1784.504905 0.229145570414 
20 1 1820.36833 0.18382227935 
21 0 1868.4197 0.802843089006 
21 1 1904.00721 0.84446058226 
