n l nu dnu
12 0 955.185642 0.315155260215 
13 0 1032.041605 0.298147068516 
13 1 1064.337125 0.362833480632 
13 2 1103.30873 0.747197284241 
14 0 1108.30182 0.335582642731 
14 1 1141.15894 0.305885482412 
14 2 1178.4606 0.279507136107 
15 0 1183.93745 0.196181451843 
15 1 1216.3796 0.163494161099 
15 2 1254.63481 0.375062681464 
16 0 1259.14281 0.122791120296 
16 1 1291.83778 0.105639522281 
16 2 1329.38708 0.257920666431 
17 0 1335.29128 0.099759889099 
17 1 1368.23439 0.0963436555756 
17 2 1406.84478 0.137194802856 
18 0 1412.23081 0.0692140796145 
18 1 1445.29817 0.0822761228992 
18 2 1484.16581 0.188059185226 
19 0 1489.482385 0.0872241701185 
19 1 1522.616175 0.0828277051173 
19 2 1561.1913 0.258778339148 
20 0 1566.44354 0.0861473951801 
20 1 1599.60438 0.108416123425 
20 2 1637.96054 0.404493805434 
21 0 1643.22732 0.167970011655 
21 1 1676.48894 0.20501056593 
21 2 1715.20264 0.556953664798 
22 0 1720.603365 0.409791067917 
22 1 1755.02314 0.308991936063 
23 0 1799.022605 0.80089455767 
23 1 1833.37548 0.617046931273 
24 0 1875.3941 1.37690252753 
24 1 1909.32228 1.35628779037 
25 0 1952.69845 1.74505086401 
25 1 1988.04645 1.59430347185 
26 1 2065.99682 1.96031246147 
