n l nu dnu
9 1 666.451500324 0.116280007311
10 0 700.449249119 0.211933406349
10 1 726.615491604 0.170334410225
11 0 759.857017187 0.331735694657
11 1 785.944672322 0.153160601092
11 2 814.884665079 0.412868751786
12 0 819.914925923 0.159202105384
12 1 846.443785549 0.138620313476
12 2 876.927022509 0.272616857406
13 0 881.324615899 0.146521273055
13 1 908.529460184 0.119130646058
13 2 938.784988708 0.206835984677
14 0 943.612246524 0.151790109568
14 1 970.3718979 0.113155395077
14 2 999.95265507 0.26944208545
15 0 1004.98422999 0.153198543368
15 1 1031.30081136 0.105112902055
15 2 1061.50243792 0.179653796732
16 0 1065.48790079 0.12807131869
16 1 1091.87418 0.0942278799711
16 2 1122.74859664 0.118399527048
17 0 1127.08892099 0.108313393033
17 1 1154.10364346 0.0800515807853
17 2 1185.01070769 0.164801331141
18 0 1189.64025768 0.117043100732
18 1 1216.90055685 0.0910687605253
18 2 1248.19607185 0.171007477771
19 0 1252.46026967 0.123580237131
19 1 1279.72876458 0.104604653285
19 2 1310.70568693 0.195082485347
20 0 1315.1223949 0.16038619385
20 1 1342.55911156 0.119573278344
20 2 1373.63589532 0.417884591302
21 0 1377.40821471 0.203973051568
21 1 1405.4380609 0.159862717711
21 2 1436.7302657 0.380652735882
22 0 1440.50455526 0.293946898066
22 1 1468.18915557 0.221887358502
22 2 1497.99669079 0.479594638795
23 0 1503.80619999 0.35861426809
23 1 1531.6750005 0.242490307806
23 2 1562.3928967 1.02667404288
24 0 1565.47957173 0.561341142367
24 1 1593.8878879 0.513952025606
24 2 1626.42861797 1.04455445595
25 0 1631.51482481 2.23137225523
25 1 1657.79126323 0.90945237118
