n l nu dnu
14 1 1948.26050028 0.404238056039
15 0 2014.17048553 1.38512015342
15 1 2072.94017597 0.459529529476
16 0 2137.24901124 1.05629338996
16 1 2194.14620391 0.335051436899
17 0 2259.10035652 0.47693273982
17 1 2315.38956365 0.211470368188
17 2 2367.0535232 0.950646552199
18 0 2379.6896714 0.421802147272
18 1 2436.27274281 0.189506688364
18 2 2488.69326585 1.2488650124
19 0 2501.00920234 0.229062013849
19 1 2558.24491455 0.139335902217
19 2 2611.53675071 0.276418813196
20 0 2623.46516638 0.184696011806
20 1 2681.0561554 0.138520626247
20 2 2734.73787884 0.154053455313
21 0 2746.88282312 0.170756279442
21 1 2804.30553901 0.102402886002
21 2 2858.60096082 0.229815566096
22 0 2870.07414998 0.244754300689
22 1 2927.40906428 0.133124734799
22 2 2981.66738923 0.340022141135
23 0 2992.88343597 0.18877023105
23 1 3050.03228105 0.1719965195
23 2 3104.69705364 0.331264785838
24 0 3115.22105534 0.36262306148
24 1 3173.79225835 0.313547862205
24 2 3228.00854744 0.692899360425
25 0 3238.55406245 0.715326535061
25 1 3296.94610217 0.633846633192
25 2 3352.10845488 1.31291366512
26 0 3362.40899225 1.31009690098
26 1 3423.77860446 1.88790267094
