n l nu dnu
14 0 1465.55198 0.581010916932 
14 1 1512.32967 0.402140886736 
14 2 1560.70656 1.24653422654 
15 0 1567.82314 0.97731211505 
15 1 1613.09364 0.290592407917 
15 2 1661.12483 0.16972012032 
16 0 1668.112435 0.116296246344 
16 1 1713.35826 0.0820930096965 
16 2 1761.39952 0.193483541218 
17 0 1767.3702 0.198927690995 
17 1 1813.42885 0.122602175375 
17 2 1861.87213 0.150403841446 
18 0 1868.02112 0.11184116751 
18 1 1914.52026 0.0846787318767 
18 2 1963.14381 0.138623074551 
19 0 1969.07175 0.085246508508 
19 1 2016.27095 0.0721786177062 
19 2 2064.80427 0.0719502367613 
20 0 2070.6331 0.0502969990308 
20 1 2117.75712 0.0531617903704 
20 2 2166.43268 0.108828570299 
21 0 2171.98978 0.0663477485892 
21 1 2219.52423 0.0727751189077 
21 2 2268.119005 0.12957882029 
22 0 2273.378105 0.101126329818 
22 1 2321.169725 0.100072351119 
22 2 2370.27211 0.217078953741 
23 0 2374.94782 0.133177174466 
23 1 2423.4379 0.147568678236 
23 2 2472.68456 0.90230732209 
24 0 2476.192125 0.529610247188 
24 1 2526.09475 0.473507876387 
24 2 2575.31132 1.11188868376 
25 0 2580.03068 0.841717670071 
25 1 2628.38975 1.04520417186 
25 2 2675.45356 1.37952770366 
26 0 2680.990235 1.29962168182 
27 0 2783.38865 1.64701868995 
