M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.104011116210939392e+00 2.726652626953123271e-01 1.816982714843751873e-02 1.896739323242192077e+00 7.888072275390671795e-01 2.089461582031265641e-01 6.388011347320137645e+00 7.919723445876238055e-02 4.196463313475793377e+00 1.388490035907848696e+00 2.539229461744707539e-01
1.067038170898432892e+00 2.717599853515626496e-01 1.474546679687499008e-02 1.847418449218755088e+00 3.166761757812489031e-01 2.563789560546881896e-01 6.954510219181371689e+00 5.092782373687974179e-02 4.181106784217204719e+00 1.389541814942355735e+00 2.623889507286644718e-01
1.103243013671881601e+00 2.803228476562512617e-01 1.920515722656242208e-02 1.902469912109381323e+00 3.270533701171864926e-01 2.249007294921882560e-01 6.340491850036507060e+00 7.632645043627916959e-02 4.199890442541249769e+00 1.382930760248109125e+00 2.719299171036635987e-01
1.116024651367196086e+00 2.780015224609385660e-01 1.963541406249988755e-02 1.904003014648451675e+00 7.432769179687516159e-01 2.421676533203125925e-01 6.365887912642618218e+00 7.981492299840564630e-02 4.183318400407429749e+00 1.417462571335488031e+00 2.607679152813766610e-01
1.088771865234376079e+00 2.585472167968748125e-01 1.417969726562493329e-02 2.025635335937510106e+00 5.956344785156270083e-01 3.026342734375008781e-01 7.063139863883889369e+00 6.353851512510659549e-02 4.186973824465950678e+00 1.393800451794964701e+00 2.419088332805300889e-01
1.117236159179696431e+00 2.770534746093762934e-01 2.039761523437486415e-02 1.872672406250016630e+00 6.852893623046899529e-01 2.385763085937493422e-01 6.579084008866104227e+00 6.883059148005168937e-02 4.180409914968350016e+00 1.423404300874362649e+00 2.617456482992864264e-01
1.050343429687500052e+00 2.612770703125009697e-01 1.224630664062497168e-02 1.909885433593752069e+00 4.580999755859354594e-01 3.336834423828142770e-01 7.537713683930065578e+00 6.458924790967432439e-02 4.178605217916784298e+00 1.382662900817460905e+00 2.492661191571166057e-01
1.104730032226569181e+00 2.801599453125014350e-01 1.930544238281244052e-02 1.894356498046880555e+00 4.401003017578117293e-01 2.291405292968759222e-01 6.394958553718757877e+00 7.287898156586336551e-02 4.192701229585231282e+00 1.395280905429621798e+00 2.692107326639340270e-01
1.079415722656248633e+00 2.615625937499984621e-01 1.493786328125006405e-02 1.953433675781264700e+00 4.040626328125002664e-01 3.315641777343752983e-01 7.418982711740230940e+00 6.904841888691015672e-02 4.185490444101931828e+00 1.390272273025891625e+00 2.512867426842608776e-01
1.109486561523439274e+00 2.662018164062491254e-01 1.809745312500002715e-02 1.927214353515636525e+00 9.412627949218829171e-01 2.255999892578137711e-01 6.580574350843872544e+00 8.787856288304955743e-02 4.199090719705884212e+00 1.387478835536685384e+00 2.446082337643821769e-01
1.048499478515623862e+00 2.610308066406262228e-01 1.266585351562497797e-02 1.843993663085942147e+00 4.465335644531229220e-01 3.077837871093758726e-01 7.539784817117396010e+00 7.803108623422658208e-02 4.188920654409628241e+00 1.365419731520546076e+00 2.484427078225483754e-01
1.085865925781251295e+00 2.721733574218749285e-01 1.665827539062501514e-02 1.948485085937509131e+00 5.314803925781252936e-01 2.492702373046887798e-01 6.727575962540592869e+00 6.538833128719823140e-02 4.196607202372978129e+00 1.377057669279110774e+00 2.588994711861379860e-01
1.113184328125008893e+00 2.883580927734381016e-01 2.237624414062488326e-02 1.947951147460946553e+00 2.488431474609365535e-01 2.025262724609382115e-01 6.189939374224263879e+00 7.208821312812199733e-02 4.217297012675690127e+00 1.361122388072015799e+00 2.814383973399969818e-01
1.105274565429690936e+00 2.767741220703131555e-01 1.847587011718750810e-02 1.881381333984377457e+00 5.799132099609370927e-01 2.115421005859392245e-01 6.281983317833841340e+00 7.599907865678834362e-02 4.193198038018318918e+00 1.394551263486780490e+00 2.626649980306947074e-01
1.103075525390625478e+00 2.636348056640611670e-01 1.750462988281256335e-02 1.955331152343765311e+00 9.926676640625080594e-01 2.586411259765638015e-01 7.049945761786378107e+00 5.984742808783247159e-02 4.181798175166598242e+00 1.411827988124994215e+00 2.407658446042622302e-01
1.072219380859370297e+00 2.631864863281234146e-01 1.484053417968757456e-02 1.942530892578140600e+00 3.582368681640625829e-01 3.277968837890627429e-01 7.466832299689078134e+00 6.765318983716765711e-02 4.188591855813073472e+00 1.380897861256518588e+00 2.540295872016588574e-01
1.120340377929694542e+00 2.835263222656256299e-01 2.087365625000002500e-02 1.827674943359375526e+00 5.245136191406215564e-01 1.745300361328138983e-01 5.850488588265104539e+00 7.529117245752349474e-02 4.199252814305662440e+00 1.394387403791223168e+00 2.696781727144501040e-01
1.077170082031250420e+00 2.663250869140608157e-01 1.457700195312506414e-02 2.010798937500001937e+00 3.400405058593752861e-01 3.198809335937504161e-01 7.067797092358814481e+00 6.656380955614310535e-02 4.192386883587892576e+00 1.377878905837367940e+00 2.572755282545209909e-01
1.072682745117184755e+00 2.621758964843742268e-01 1.443023535156252521e-02 1.955580892578139940e+00 4.577886396484371900e-01 3.175988564453132157e-01 7.438992105235333163e+00 5.592085328605721217e-02 4.182621879410911347e+00 1.390553496356969010e+00 2.501707747466983545e-01
