M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.006614885742188825e+00 2.697973564453122752e-01 1.956791015624982644e-02 1.881859230468768240e+00 6.576440078124961008e-01 1.717613593750000889e-01 4.436210097956501563e+00 3.903622151188340661e-01 4.449234742977558277e+00 9.921772243132653823e-01 2.574710850974615273e-01
9.953396464843767832e-01 2.680996865234372417e-01 1.732348046874985018e-02 1.894836215820331127e+00 6.600821591796850463e-01 1.612887919921873747e-01 4.377386519828812439e+00 3.945327594003365523e-01 4.454114542022291623e+00 9.807343901068217296e-01 2.558905245513103388e-01
1.009957336914062420e+00 2.710731718750000740e-01 2.030241699218732904e-02 1.880762737304704890e+00 6.990474853515585840e-01 1.713683437499999851e-01 4.401128149759164110e+00 3.911824236161479118e-01 4.448157029610908531e+00 9.951214262543612854e-01 2.585051172811176357e-01
1.035084659179689393e+00 2.729860957031259860e-01 2.365741308593734271e-02 1.899038467773454197e+00 4.517680410156268422e-01 1.766748544921872832e-01 4.356345892758615612e+00 3.835181819888867083e-01 4.442487608389204645e+00 1.013444011269477807e+00 2.647649871172032543e-01
1.021644546874999726e+00 2.700922626953128902e-01 2.158485449218730881e-02 1.878676685546891267e+00 5.129350166015640422e-01 1.623553818359373124e-01 4.392085764089829425e+00 3.883325846107753554e-01 4.445718100746018031e+00 1.003540008999721511e+00 2.606682981442827729e-01
9.968673359375034293e-01 2.704363193359373141e-01 1.810155078124982275e-02 1.887500460937520774e+00 6.815407050781209231e-01 1.717244687500001366e-01 4.392314228619800254e+00 3.930783969374689324e-01 4.452185053137815984e+00 9.836825306885130793e-01 2.568872155483223896e-01
1.010209876953124697e+00 2.700285947265622655e-01 2.021667285156232216e-02 1.872525128906264991e+00 7.068004736328084014e-01 1.686369111328124282e-01 4.378979058294771853e+00 3.939734368439692380e-01 4.448664180126812973e+00 9.946624169230162682e-01 2.574160077618352083e-01
1.031579241210938580e+00 2.698961738281259737e-01 2.249293554687481836e-02 1.894254736328142563e+00 3.705194443359384193e-01 1.602397646484373661e-01 4.406797426331831247e+00 3.815595794165326793e-01 4.443009322057200450e+00 1.011279304554163705e+00 2.626965497345120082e-01
1.009656619140625766e+00 2.701266914062499525e-01 2.018012402343734302e-02 1.891960426757829605e+00 6.742192343749973116e-01 1.766313662109375293e-01 4.459908230092142212e+00 3.887310407234708109e-01 4.449232328506837142e+00 9.936968771429178782e-01 2.578916007868766180e-01
1.008614736328125039e+00 2.697238779296873279e-01 2.006904199218734891e-02 1.885172288085954273e+00 6.607595488281224894e-01 1.745146347656250374e-01 4.483466093832081611e+00 3.879623971362493595e-01 4.449081579433843636e+00 9.934053040727777173e-01 2.577676569956210972e-01
9.993174541015643619e-01 2.698030781249994847e-01 1.873906933593733060e-02 1.863706881835956120e+00 6.137163603515595200e-01 1.739887265625001123e-01 4.467528594367911943e+00 3.925594052193611683e-01 4.450720110645852046e+00 9.867887789521250230e-01 2.577288745086246946e-01
9.984811621093779843e-01 2.696057382812498404e-01 1.817245019531233199e-02 1.883644030273456949e+00 7.056441308593710549e-01 1.738405673828125331e-01 4.349705307297798917e+00 3.981174386409642163e-01 4.452525446818407673e+00 9.841559147119827156e-01 2.558224051312242286e-01
9.988861748046906630e-01 2.694571728515622322e-01 1.843181738281233703e-02 1.882621585937519049e+00 6.445597617187468487e-01 1.772876904296876721e-01 4.446876831027647192e+00 3.932125150795079405e-01 4.452091142011042280e+00 9.848364184178896030e-01 2.567145313069625900e-01
9.688135019531204373e-01 2.701171630859378059e-01 1.446454687499995617e-02 1.836611255859391445e+00 9.738253769531234338e-01 1.967385244140627543e-01 4.487003656971309873e+00 4.067259123883185667e-01 4.450220302835903752e+00 9.726361508664568278e-01 2.538198838167544102e-01
9.958046435546907826e-01 2.696558193359372968e-01 1.790796484374982886e-02 1.881055404296895217e+00 6.860477675781209150e-01 1.736142353515625625e-01 4.397860009695284234e+00 3.959263398645170851e-01 4.452650051567152545e+00 9.826446057178305216e-01 2.562565867210083170e-01
1.026500940429687203e+00 2.704294248046881788e-01 2.223406933593731136e-02 1.867909823242203560e+00 4.694899736328145834e-01 1.555236943359373514e-01 4.349677952261489011e+00 3.889464391054140990e-01 4.444028193906608415e+00 1.007763087429398574e+00 2.617467457953166488e-01
