M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.276202408203122474e+00 2.801773476562492982e-01 1.625294238281248596e-02 1.883583638671876948e+00 1.457493466796872528e-01 2.469251621093772608e-01 3.516528487423722371e+00 1.534513634095807377e-01 4.066373359583263181e+00 1.733381509799004849e+00 2.720891623764341571e-01
1.248875626953127371e+00 2.768894687499993124e-01 1.436466699218747617e-02 1.775629551757816893e+00 3.646525312499981353e-01 2.418239550781259573e-01 3.770438980106017635e+00 1.356137935396592720e-01 4.044353459398713824e+00 1.761493112910029968e+00 2.612194398860609446e-01
1.295560230468747909e+00 2.805128242187488463e-01 1.677193750000001080e-02 1.935110160156252590e+00 3.237536464843734918e-01 2.632685166015645284e-01 3.377466074595770529e+00 1.697303843684318525e-01 4.060401497297018381e+00 1.758106419066529424e+00 2.649014069558439655e-01
1.228418911132815872e+00 2.803214453125001393e-01 1.287791992187487487e-02 1.756924540039051408e+00 3.834103623046837273e-01 3.161202441406277264e-01 3.739223019000814663e+00 1.889973377960162404e-01 4.043742377387038900e+00 1.745690346080665645e+00 2.625052010309335548e-01
1.249317702148437403e+00 2.784517724609367195e-01 1.618037109374998936e-02 1.886525690429699864e+00 1.494965839843746813e-01 2.056286660156259327e-01 3.859382611998626089e+00 9.789932668657894133e-02 4.071659811769070991e+00 1.705007819946686265e+00 2.702151593215367242e-01
1.339413518554684490e+00 2.870003818359356251e-01 1.989123242187488746e-02 1.989901320312501554e+00 1.337834755859375890e-01 1.172120058593747738e-01 2.823151165066457580e+00 1.422314038562251803e-01 4.090395726805263976e+00 1.727160292063548930e+00 2.791361605322844053e-01
1.297776976562494688e+00 2.796476816406238131e-01 1.764211816406247371e-02 1.877789231445313956e+00 1.457977080078122489e-01 2.349388447265651492e-01 3.415258759948407885e+00 1.616380006318726692e-01 4.068803437324322481e+00 1.743123368214644309e+00 2.721276050130085333e-01
1.291070369140623786e+00 2.764260126953118069e-01 1.711137988281252395e-02 1.879984816406255366e+00 1.673252802734372657e-01 2.303496464843769465e-01 3.605914599549008503e+00 1.291493631041636947e-01 4.056242613252178941e+00 1.764494607816212923e+00 2.677805345546408478e-01
1.249337435546876485e+00 2.806875664062490894e-01 1.464325976562496669e-02 1.897175489257814540e+00 1.730273671875000585e-01 2.594940556640640827e-01 3.642196360626517304e+00 1.430808448918391707e-01 4.065392656649073899e+00 1.717402395610103660e+00 2.714644959924984446e-01
1.313640564453117499e+00 2.749625068359360935e-01 1.900577539062498281e-02 1.938368937500009048e+00 1.522536699218748346e-01 2.028966376953144357e-01 3.659028565428299018e+00 9.006099483629595448e-02 4.056995904083943394e+00 1.778192800218649561e+00 2.688101186167714540e-01
1.347445528320313501e+00 2.979179990234375741e-01 2.443676269531242298e-02 1.973580266601569599e+00 1.942175517578125787e-01 9.511185742187497349e-02 2.821620228784534667e+00 1.267066839895364394e-01 4.088982314560639431e+00 1.736089010221011808e+00 2.898022743208497620e-01
1.224176172851564992e+00 2.820945830078116501e-01 1.353008691406241970e-02 1.813359894531253014e+00 2.363237910156253951e-01 2.774474414062511607e-01 3.753990313146724489e+00 1.620534790749987852e-01 4.064419304214009543e+00 1.702222728249160655e+00 2.699254701900773434e-01
1.322959498046869742e+00 2.765896328124986536e-01 1.890770214843749686e-02 1.926868895507820367e+00 1.582182998046872124e-01 1.632903769531260929e-01 3.310506798053086897e+00 1.212489417310537027e-01 4.071185511823558478e+00 1.755351069638673156e+00 2.680475632365097449e-01
1.273073195312498074e+00 2.836065624999989931e-01 1.635884765624998419e-02 1.999502941406255507e+00 1.882826611328126676e-01 2.361389570312513730e-01 3.497176713820273619e+00 1.247314521728486586e-01 4.069457369129803936e+00 1.725258513491923384e+00 2.741478486814185600e-01
1.340872410156249472e+00 2.851638085937484579e-01 2.033120996093743318e-02 2.147390940429697359e+00 4.209674882812465824e-01 1.965759111328129749e-01 3.068792853754512606e+00 1.438303919051621416e-01 4.084628089148160335e+00 1.738773526500914768e+00 2.672767055680365100e-01
1.257383486328125022e+00 2.806953935546860901e-01 1.546840429687498103e-02 1.857275888671878983e+00 1.800583583984374514e-01 2.244979062500014055e-01 3.602917873997840914e+00 1.361045142020482490e-01 4.067293992398763436e+00 1.719146059314820674e+00 2.702942390458352717e-01
1.288874116210938725e+00 2.743495126953114371e-01 1.579236230468748087e-02 1.819610755859379481e+00 2.195530468749998521e-01 2.295928173828143959e-01 3.458864716587602750e+00 1.595436691966332643e-01 4.055188011944074411e+00 1.764955026537898153e+00 2.612736042430151007e-01
1.336719121093740581e+00 2.790050585937480232e-01 1.994910839843742206e-02 1.850463493164063999e+00 1.757173476562503833e-01 1.632655527343762625e-01 3.093929066708723141e+00 1.668251192469741850e-01 4.077304166561533272e+00 1.751918809229972007e+00 2.689143158400518763e-01
1.259925323242186090e+00 2.796177070312487190e-01 1.587198144531248162e-02 1.802139587890633443e+00 2.061799472656247467e-01 2.256669501953137424e-01 3.614654973252747538e+00 1.516691228692235160e-01 4.070109988731149819e+00 1.715310530095888852e+00 2.682130406927590305e-01
1.291940446289056466e+00 2.787362626953114320e-01 1.654104785156249730e-02 1.848255835937497427e+00 1.529035341796873004e-01 2.440941220703153336e-01 3.269548291235806037e+00 1.984146964817087300e-01 4.079661174204938234e+00 1.717488060066688194e+00 2.700993053389311171e-01
