M Y Z alpha diffusion overshoot age log_g radius Y_surf X_c mass_cc
1.103595437988287964e+00 2.648726855468770958e-01 2.487364306640635694e-02 1.821696064453133701e+00 9.933860112304554457e-01 1.629436333007826809e-01 6.372919437113065300e+00 4.290936721095396145e+00 1.246072308766186021e+00 2.289454306284960938e-01 9.684898076660893029e-02 1.652951458932079218e-02
1.086988953613285735e+00 2.634662846679708403e-01 2.230609521484397395e-02 1.928164396484397747e+00 1.134630706054673643e+00 1.791443491210949757e-01 6.559073664932858705e+00 4.302127902829655959e+00 1.220928260133008925e+00 2.278211773047290611e-01 7.669861538306335658e-02 1.344435005174982739e-02
1.093132690917976602e+00 2.600842431640669195e-01 2.313771630859379203e-02 1.819554246093763483e+00 1.019306658203103400e+00 1.773044594726577439e-01 6.651577184116858277e+00 4.294198111765541448e+00 1.236046231460967926e+00 2.240208934433580157e-01 7.369477295878847090e-02 1.035572055910078705e-02
1.080487730957035986e+00 2.643501030273455177e-01 2.264798486328143887e-02 1.888809577636724413e+00 1.071225556640605037e+00 1.759667001953135745e-01 6.954634668297928535e+00 4.291400642255561948e+00 1.232747587740631756e+00 2.276723292002768018e-01 8.565881357554823439e-02 1.897864165389237870e-02
1.107570469726565809e+00 2.666914526367207827e-01 2.430727246093759494e-02 1.838903528808614851e+00 1.007391225585925643e+00 1.519127495117200410e-01 5.910058229891158810e+00 4.299715808043052867e+00 1.235335480667407726e+00 2.311191952584794318e-01 1.211052729260938821e-01 1.890198508835566962e-02
1.082058399414057570e+00 2.617517812500015917e-01 2.347493896484384099e-02 1.987038088378909162e+00 9.633572509765455649e-01 2.134076420898465554e-01 7.196966862610255866e+00 4.305305930533402936e+00 1.214814342192339858e+00 2.273192389922339407e-01 9.900204874633869445e-02 2.269847559989830385e-02
1.076996903320316834e+00 2.687236728515627893e-01 2.307013476562533999e-02 1.914107590820332216e+00 1.153693851562483497e+00 1.831081787109382075e-01 6.758138590012372937e+00 4.299546026277837107e+00 1.218812861499140698e+00 2.322567331443447236e-01 8.816891847372940183e-02 1.763669675708590470e-02
1.059494491210943856e+00 2.705697758789080143e-01 2.130297509765638475e-02 1.862353806152346580e+00 9.868174985351448880e-01 1.553110419921887309e-01 6.907872008463421309e+00 4.280601677889031009e+00 1.236723887966318713e+00 2.298551619834029169e-01 9.252589008809816717e-02 2.234882785846646971e-02
1.092134743164056898e+00 2.633350664062505953e-01 2.398456250000013598e-02 1.958635526367194180e+00 1.017440564941387793e+00 1.919205263671898143e-01 6.935783336949511657e+00 4.298617295784390002e+00 1.229833034232691968e+00 2.287820958411839189e-01 1.126220163970533261e-01 2.638060780603722344e-02
1.074661582519539582e+00 2.632076518554721800e-01 2.104433642578141042e-02 1.895451009765628969e+00 1.101863209472639493e+00 1.752645341796883749e-01 6.860983837505113314e+00 4.291493408051028524e+00 1.229015466048417160e+00 2.257342249725972361e-01 7.693831135010771594e-02 1.653731994694871907e-02
1.092125947753915138e+00 2.640156923828143598e-01 2.243275976562501134e-02 1.884712166503943243e+00 9.658802719726478081e-01 1.618872792968765184e-01 5.811097975784864644e+00 4.324327785865229146e+00 1.192993803465423497e+00 2.300095222369215320e-01 9.276723792773580723e-02 4.044986546760139315e-03
1.106419722656254878e+00 2.591782578125038650e-01 2.357026757812498430e-02 1.871823709960970694e+00 9.933813891601439572e-01 1.734412919921901608e-01 6.101030803728749063e+00 4.311123157478937706e+00 1.218995955677811605e+00 2.252186901087341042e-01 7.642305519416224546e-02 5.458962792785027225e-03
1.072757270996100409e+00 2.777379433593759051e-01 2.369869091796904595e-02 1.882806522949225680e+00 1.052525226074203957e+00 1.674581889648451838e-01 6.627819991121386423e+00 4.285557357509264698e+00 1.236517701085296572e+00 2.395381772287132338e-01 1.045262829709342201e-01 2.661997242338817737e-02
1.097779259277345876e+00 2.623382250976575847e-01 2.321958154296897142e-02 1.882469661132831318e+00 1.118844311035139150e+00 1.609698818359388550e-01 6.600542348133655146e+00 4.289795108709975047e+00 1.244185545477005217e+00 2.261229039260770346e-01 8.270290157756225724e-02 1.666411650437820899e-02
1.104346403808601274e+00 2.593330605468787131e-01 2.364794091796876621e-02 1.827293203125024856e+00 9.521245756835808871e-01 1.705517231445335125e-01 5.963082101017408654e+00 4.315313406740536095e+00 1.212847210539911957e+00 2.255182452081101463e-01 1.017869499707736436e-01 5.669284562097053060e-03
1.067477028320311883e+00 2.729257690429696681e-01 2.309887207031269263e-02 1.924552773437504971e+00 1.023035511230455885e+00 2.099247133789082231e-01 6.651292928031197427e+00 4.309597317623419244e+00 1.201993021702353115e+00 2.366817161689167559e-01 1.400738147266923639e-01 2.677222180936558726e-02
1.100212708984377619e+00 2.597170151367217961e-01 2.270261865234389151e-02 1.922382107421900965e+00 1.104767787597637163e+00 1.935899077148465208e-01 6.124574185642507551e+00 4.316531677165822423e+00 1.208819797633702064e+00 2.259396013931820324e-01 9.788352187118472270e-02 1.052542340456946723e-02
1.052135507812509641e+00 2.904156508789059732e-01 2.004426123046890856e-02 1.831145883300784982e+00 8.694429062499956506e-01 1.502887758789074601e-01 5.743577899215716265e+00 4.275845164568700341e+00 1.238847969307331320e+00 2.450735142796924004e-01 1.464205459737719650e-01 3.597617770003908033e-02
1.115869696777344267e+00 2.643239770507799236e-01 2.358415478515642552e-02 1.889998825683625094e+00 1.054355328124989555e+00 1.207069106445317619e-01 5.520989714395476256e+00 4.312270377881811889e+00 1.221899100737251942e+00 2.298796716900501635e-01 1.252961568107196777e-01 1.419406856170577977e-02
1.115142560058601795e+00 2.563197812500038197e-01 2.262178759765636274e-02 1.872467304199239457e+00 1.064918447753890884e+00 1.526376357421886931e-01 6.165994712222716778e+00 4.292216984936676027e+00 1.250470760391083846e+00 2.208012534698850227e-01 8.788025514267318317e-02 1.370716580464616079e-02
1.094512583496094482e+00 2.656479604492196778e-01 2.383273095703148867e-02 1.942682829101581410e+00 1.066329127441387525e+00 1.802948686523452582e-01 6.537676221096329954e+00 4.301934653131167074e+00 1.225968501173216207e+00 2.306069445865165657e-01 1.016008771514049919e-01 1.987604677300955011e-02
1.113999574218745403e+00 2.608411250000007287e-01 2.428667675781279525e-02 1.884342722656266123e+00 1.148682702148416501e+00 1.527651298828138493e-01 6.466807973471540016e+00 4.284973099243927663e+00 1.260396748103471909e+00 2.254766502965127040e-01 1.029435002772279284e-01 2.287836719548981546e-02
1.103938279296876823e+00 2.640454184570326657e-01 2.465134130859392148e-02 1.882839433593765710e+00 1.085782803710920286e+00 1.799061806640644134e-01 6.337140097867139055e+00 4.301512128927551970e+00 1.231526220394897564e+00 2.293842747422823736e-01 1.134628751716863782e-01 1.897107251088525626e-02
1.084928226562501763e+00 2.657804121093764183e-01 2.359753955078148016e-02 1.934047671875019470e+00 1.046245966796854887e+00 1.911723154296890437e-01 6.702333070757307887e+00 4.305746791795761474e+00 1.215167221150980525e+00 2.306301876627941672e-01 7.997722354311251336e-02 1.440178101262986829e-02
1.092950852050784238e+00 2.795288735351559861e-01 2.388753027343767932e-02 1.856949808105486932e+00 9.520649575195252456e-01 1.406814414062509955e-01 5.653308828790952312e+00 4.295404539845677050e+00 1.233748615983776720e+00 2.421040497999242258e-01 1.340812396088992553e-01 2.530083195177006486e-02
1.072151102539062206e+00 2.675182680664078272e-01 2.329611621093769999e-02 1.949662750976573822e+00 9.973155463867007242e-01 2.118124008789077917e-01 6.794053932188571565e+00 4.316085406888819698e+00 1.194227280052639006e+00 2.323657346741854757e-01 1.045869042642996599e-01 1.616887915540079004e-02
1.096258863281255769e+00 2.653391118164078466e-01 2.354809130859391794e-02 1.881823656738306205e+00 1.107147415527330647e+00 1.663022958984391175e-01 6.222729238005775265e+00 4.304890770051820859e+00 1.221970098940678096e+00 2.299649073386677567e-01 1.020895941398420048e-01 1.552628494094330722e-02
1.101743396484382354e+00 2.576119272460972720e-01 2.235207275390638237e-02 1.891295545898465713e+00 1.176679825195294127e+00 1.752038398437516797e-01 6.261981987223703250e+00 4.306844298541280480e+00 1.222145237400241502e+00 2.229618538469068934e-01 8.723424745046368112e-02 1.149839905012316199e-02
1.083683651855477992e+00 2.645053076171903217e-01 2.166134960937517520e-02 1.894098222656264152e+00 1.191284577148424173e+00 1.701256572265635869e-01 6.440836763347728144e+00 4.299365549488949334e+00 1.222637311733005383e+00 2.277669859128017837e-01 9.808568547602751486e-02 1.807578867309717410e-02
1.102299004394529991e+00 2.631654853515630887e-01 2.374498193359404416e-02 1.919147889648462835e+00 1.169787867187482178e+00 1.735665385742201916e-01 6.314280976253529687e+00 4.304425689490211759e+00 1.226365261046896915e+00 2.284309895941598334e-01 1.093617912964892636e-01 1.848654559568048764e-02
1.078767523925790783e+00 2.798566225585927825e-01 2.198672412109386326e-02 1.850940840820323841e+00 8.841705678710856109e-01 1.248272504882821654e-01 5.740374603288080024e+00 4.288821083476886287e+00 1.234711834254838214e+00 2.400462684016577142e-01 1.070990541792595230e-01 1.995090715811448367e-02
1.092450304687506035e+00 2.689360419921881795e-01 2.314442578125013028e-02 1.889304923339865772e+00 1.071448204589837028e+00 1.591982773437514986e-01 5.975660123332142248e+00 4.308406008792792896e+00 1.215415080530159786e+00 2.331473156073109176e-01 1.162340399005571123e-01 1.636610330814361469e-02
1.079208924316414908e+00 2.692994414062527819e-01 2.416717382812519008e-02 1.869182973144548177e+00 9.319167993163884889e-01 2.092645795898462890e-01 6.506854893245566096e+00 4.311116974750355268e+00 1.204216610185556702e+00 2.341641939773439485e-01 7.022200690547154844e-02 7.991253645313518145e-03
1.092898833007817760e+00 2.606264033203156139e-01 2.317147119140642100e-02 1.866611878906263122e+00 1.079293664062478619e+00 1.809734707031259160e-01 6.716621300755167390e+00 4.296155992731255147e+00 1.232920672609779444e+00 2.249679780851752409e-01 8.741745732913362710e-02 1.560482728191478485e-02
1.105977791015623879e+00 2.690674565429701515e-01 2.306841894531279705e-02 1.890314604492203010e+00 1.073176642578113515e+00 1.373406621093761493e-01 6.110761279544931313e+00 4.278217636894778408e+00 1.265111680726525911e+00 2.320297393672220154e-01 1.102117373938662492e-01 2.774918741585076162e-02
1.108090108398438245e+00 2.599647041015638038e-01 2.395115478515651847e-02 1.871177203125019339e+00 1.146329202148419935e+00 1.628958076171888592e-01 6.443993491160616038e+00 4.293801197026177796e+00 1.244220409498575597e+00 2.246624251131122407e-01 9.720018621658280122e-02 1.767024453493784911e-02
1.028086318847652114e+00 2.704391142578134732e-01 1.773104638671883782e-02 1.948252094238279941e+00 1.069598543945300184e+00 2.027382705078138447e-01 7.434666909969757320e+00 4.279310661214958067e+00 1.218974415600027505e+00 2.270885969180679864e-01 1.061275416466110899e-01 3.455279341190383574e-02
1.065629230957041207e+00 2.880310527343740712e-01 2.017417382812514842e-02 1.755165983398428775e+00 7.520353291015550168e-01 1.402997827148459997e-01 5.328059831892963061e+00 4.276149501093893690e+00 1.246135674743833688e+00 2.441528895712142266e-01 1.589872247145953377e-01 2.994969490140557064e-02
1.057062666992190536e+00 2.682344301757819682e-01 2.049655615234392131e-02 1.951875916503918784e+00 1.128980352050767078e+00 1.706479121093761875e-01 7.082706261995412866e+00 4.293070884328259673e+00 1.216474251388748096e+00 2.294042586601422740e-01 8.698338941607865193e-02 2.199916859843859332e-02
1.056971345214846592e+00 2.681393657226588956e-01 2.293661132812524484e-02 2.035413678222659950e+00 8.917984233398291716e-01 2.549750390625018515e-01 6.891374771588846038e+00 4.339205839150749533e+00 1.154509049137460330e+00 2.343589049104532196e-01 1.052930801699775432e-01 1.275639026727921031e-02
1.099397570312498296e+00 2.672581093750001635e-01 2.590322314453132740e-02 1.906974667968742487e+00 9.736482988281094375e-01 1.959442626953156463e-01 6.777812321564666398e+00 4.294019250740598537e+00 1.240915623397550460e+00 2.327276376204830133e-01 1.443720926918387049e-01 3.269262046378400982e-02
1.075141786132812527e+00 2.678457617187492423e-01 2.287392529296908977e-02 1.944221464355488038e+00 1.162287014648421213e+00 1.743676347656262227e-01 6.932146196936133542e+00 4.297921234413317748e+00 1.220211457784964093e+00 2.311600156127877059e-01 9.594435771021980752e-02 2.230135653365367468e-02
1.075740359375004340e+00 2.660067285156266226e-01 2.294463720703149301e-02 1.916076013183608540e+00 1.056382792968729278e+00 1.892600463867198379e-01 6.967073524913540261e+00 4.298634227759459137e+00 1.219699556564532328e+00 2.296214934398346785e-01 7.162718173307019986e-02 1.378453271207629588e-02
1.080560918457036612e+00 2.682569135742207123e-01 2.254740087890646713e-02 1.856296239257823943e+00 1.047657898437485580e+00 1.514690820312510899e-01 6.782959229356072761e+00 4.277055105058042983e+00 1.252731345652917216e+00 2.295436133968252190e-01 7.510988337000150394e-02 1.826078334570498812e-02
1.101962751953127206e+00 2.686985937500017685e-01 2.251622314453144078e-02 1.889860775878921206e+00 1.058148449218739406e+00 1.456990659179702163e-01 6.039779638206947965e+00 4.284369461348008556e+00 1.253870760177429711e+00 2.316739308883168647e-01 1.115619055704148155e-01 2.589099440058227619e-02
1.107475282714844189e+00 2.602449218750028659e-01 2.246608642578145840e-02 1.903493168945329383e+00 1.123847779785138279e+00 1.461522172851572321e-01 6.291683853499736578e+00 4.287516589340799378e+00 1.252751309511620725e+00 2.239748060394292084e-01 1.019601772228170833e-01 2.232170498855554075e-02
1.112371103027344432e+00 2.642485249023436844e-01 2.309012988281282375e-02 1.969807900390647903e+00 1.208846824707020318e+00 1.366526977539068710e-01 6.109065166812214898e+00 4.292349992074909970e+00 1.248762991194806604e+00 2.291651593754353844e-01 9.612734341622526657e-02 2.096073073702631531e-02
1.090182812988289118e+00 2.696578388671886928e-01 2.367657373046866062e-02 1.858936320312544410e+00 8.758725893554700770e-01 1.513654052734383637e-01 5.917705132907503440e+00 4.315279160151759719e+00 1.203686353417846799e+00 2.346602337757272005e-01 6.553295864072583576e-02 2.791051672749522445e-03
1.084151103027351182e+00 2.655286259765649026e-01 2.328088916015637333e-02 1.832241589843762952e+00 1.063271697753889633e+00 1.622123002929699020e-01 6.686735551479149997e+00 4.292214012934977951e+00 1.233128466268298862e+00 2.283504847916623948e-01 8.144791944323266641e-02 1.431717330931991071e-02
1.056956161132816874e+00 2.600870947265655486e-01 2.203319091796884441e-02 2.035810681152347534e+00 9.318140649413922949e-01 2.416823100585973050e-01 7.385875467812205386e+00 4.330760014028888882e+00 1.166986761668391992e+00 2.258766137905218463e-01 9.192864699197035583e-02 1.243975499776709022e-02
1.118948892089848712e+00 2.568546787109417529e-01 2.267600781250008954e-02 1.858407012207047293e+00 1.068191895019510840e+00 1.526601616210953583e-01 6.033188080398662834e+00 4.289788323313608487e+00 1.255639050368234422e+00 2.211371606314306015e-01 1.111084506742810174e-01 2.076861829800894649e-02
1.068688950683591932e+00 2.773677124023458673e-01 2.138760986328143779e-02 1.837713126464840752e+00 9.152167480468623717e-01 1.905801362304713475e-01 6.583635126376387703e+00 4.260947063843624427e+00 1.269890431643594386e+00 2.364296061782945046e-01 1.393649527184439296e-01 4.255220830422479228e-02
1.120748274414060885e+00 2.610674643554712904e-01 2.307736035156279092e-02 1.900460655273449762e+00 1.125764251464825838e+00 1.401260957031262300e-01 6.177851714432748054e+00 4.276251019328258351e+00 1.276692819634072329e+00 2.252051341439642862e-01 1.097564802608166079e-01 2.825282783453045635e-02
1.076473462402349535e+00 2.679672202148455362e-01 2.243076855468770225e-02 1.916915367187516095e+00 1.109488853515611995e+00 1.888503881835950082e-01 6.546144804428992714e+00 4.306102925887909549e+00 1.209974830837061921e+00 2.317565851769945728e-01 9.492643834945127534e-02 1.467474925227209639e-02
1.098656050292975417e+00 2.594545795898471341e-01 2.297563623046886341e-02 1.860723553222673354e+00 1.102153993652324804e+00 1.727219565429703729e-01 6.467430040847855999e+00 4.297811803259131480e+00 1.233585920422199500e+00 2.236999702105657295e-01 9.217967934830466337e-02 1.405080133145541338e-02
1.107743532226561189e+00 2.704901796875012199e-01 2.322689160156270888e-02 1.898526944824236340e+00 1.095976606933581232e+00 1.515393007812515513e-01 5.720344578269072500e+00 4.296341942129224378e+00 1.240272482968689749e+00 2.346769041349877072e-01 1.492906601896559216e-01 2.936247038785880226e-02
1.106262497558582192e+00 2.623767675781237263e-01 2.355111376953159322e-02 1.940691232910171315e+00 1.158206594238263332e+00 1.389477207031269979e-01 6.796877795189524285e+00 4.276017471967363370e+00 1.269429309441065135e+00 2.266587387417876021e-01 1.107155017407216030e-01 3.359510146029653227e-02
1.039276700195322034e+00 2.844510249023437520e-01 1.729764501953139771e-02 1.826410413085938877e+00 8.868675117187421186e-01 1.759518823242202656e-01 5.775812444782530086e+00 4.269640779429826338e+00 1.239934182810900731e+00 2.320923041772678108e-01 1.729479460537052260e-01 4.094550320431874363e-02
1.101532341796877423e+00 2.678738300781238757e-01 2.232342333984390498e-02 1.925040400390644058e+00 1.066762969726553711e+00 1.346285561523449248e-01 5.837727064067688154e+00 4.298184623807452809e+00 1.234958414632829848e+00 2.311902106720076788e-01 1.118511752240149981e-01 1.816118570020884559e-02
1.095332679199225723e+00 2.593523940429727226e-01 2.400033593750007521e-02 1.846729316406260812e+00 1.011018992675760897e+00 1.961528154296900417e-01 6.452955519247757010e+00 4.311841398119081070e+00 1.213999411370246140e+00 2.247478398713777525e-01 1.026885233184146318e-01 1.007741046623620261e-02
1.077654481933599362e+00 2.696421459960945399e-01 2.299950390624998578e-02 1.890893400390654566e+00 8.978823579101571362e-01 1.798548051757843935e-01 5.968388945118725530e+00 4.326881580881507539e+00 1.185828453978700958e+00 2.345247292971100184e-01 1.094348157322877213e-01 7.407794121260596713e-03
1.093016105957035355e+00 2.668801445312514176e-01 2.264984863281257685e-02 1.898150478027363031e+00 1.045128230468742814e+00 1.677912285156271388e-01 5.990925491160154159e+00 4.307846805673257506e+00 1.218480585425936402e+00 2.306262345271444802e-01 1.238492983023377764e-01 1.727707621787011663e-02
1.070732411621097446e+00 2.623815034179705630e-01 2.231910644531258370e-02 1.933752696777354840e+00 1.016121800781226714e+00 2.019971108398451176e-01 7.144613150181165828e+00 4.306269443232154437e+00 1.206903311762087538e+00 2.267104463729435471e-01 7.988694043990086924e-02 1.480046165078928097e-02
1.083547780273436123e+00 2.630899965820328590e-01 2.373827587890642646e-02 1.936978972167979762e+00 1.007449055664041637e+00 2.033174677734393143e-01 6.905899870808863028e+00 4.309172320096926967e+00 1.210336411231145881e+00 2.284278533058243799e-01 1.011318386267981151e-01 1.796827362967562056e-02
1.063196788574223062e+00 2.703037465820328222e-01 2.339586132812521146e-02 1.899832708007819670e+00 9.835951420898247921e-01 2.038259423828132078e-01 7.062339989114559735e+00 4.305614551617121144e+00 1.203333514761590006e+00 2.337648037889203390e-01 8.322968219780566002e-02 1.465259297379850438e-02
1.093044001464837711e+00 2.745814116210956723e-01 2.304693750000007951e-02 1.951295453613295372e+00 1.062903498535146873e+00 1.809858139648460873e-01 5.791934951860453040e+00 4.309206753035180526e+00 1.214582976693497018e+00 2.395396511289108743e-01 1.768353626490406505e-01 3.327971897092751874e-02
1.110904792480473358e+00 2.646285312500015197e-01 2.460830712890632252e-02 1.835293594238296189e+00 1.009955191406239683e+00 1.505934829101573946e-01 6.087996197591134973e+00 4.293058144018821132e+00 1.246686834096271790e+00 2.290084731621120639e-01 1.051932799242144556e-01 1.751022385613671892e-02
1.085441761718753506e+00 2.755166279296861198e-01 2.295678320312510498e-02 1.927713644043000940e+00 1.006342097167968852e+00 1.353862783203126363e-01 5.907830853784589387e+00 4.304007388833753112e+00 1.217342607070162508e+00 2.389126630942418339e-01 8.093267010839534648e-02 1.363891585072921249e-02
