M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.001564609375002357e+00 2.702068369140621096e-01 1.899655859374982381e-02 1.865501810546893013e+00 6.258051230468719694e-01 1.735809716796876401e-01 4.408456535630247863e+00 3.944303744378546139e-01 4.450507577504093426e+00 9.881100660560058202e-01 2.580060382183838597e-01
1.006911631835938348e+00 2.693402597656245345e-01 1.957295605468731964e-02 1.873979728515640764e+00 6.630311230468707295e-01 1.717424179687500330e-01 4.376060052521325794e+00 3.967114825819530455e-01 4.450659030510644598e+00 9.907152621321296815e-01 2.569920844205373367e-01
1.005691803710933696e+00 2.707134785156237178e-01 1.990848828124982400e-02 1.796387679687512673e+00 7.129039492187454474e-01 1.495420078124999053e-01 4.481746753804710437e+00 3.839607593556028653e-01 4.440066438072761912e+00 1.002651737919859620e+00 2.583213273886119099e-01
1.006815769531252736e+00 2.703896728515627346e-01 1.938464648437481994e-02 1.919470259765645226e+00 7.221886582031211699e-01 1.813257070312500885e-01 4.402335126887881422e+00 3.897622691527540817e-01 4.451389991036769800e+00 9.896703028112859846e-01 2.565994491215801143e-01
1.000941716796875491e+00 2.719436308593747853e-01 1.838852050781232886e-02 1.837820705078144323e+00 6.484912294921860720e-01 1.614043466796875603e-01 4.461187554874999961e+00 3.799711646882800165e-01 4.442535929142720441e+00 9.970532842282771036e-01 2.593091158352310299e-01
1.008532327148438323e+00 2.733807441406250205e-01 2.002043457031230794e-02 1.873968516601580037e+00 7.717027695312462798e-01 1.631239541015624961e-01 4.450748004343189734e+00 3.757609865715333397e-01 4.441559020981939554e+00 1.001915262932502326e+00 2.593943676835507306e-01
1.012464456054689377e+00 2.715978710937501095e-01 1.975550683593736007e-02 1.963557873046894997e+00 8.508586201171839392e-01 1.636982958984376790e-01 4.214017071967598227e+00 3.895235966951751116e-01 4.451849567589016843e+00 9.917262507534670979e-01 2.564676178559385233e-01
1.017580490234377244e+00 2.713253300781254262e-01 2.017793847656234457e-02 1.935360237304708075e+00 7.027985312499982484e-01 1.687539374999999786e-01 4.318791057118175125e+00 3.811041769138331370e-01 4.446226948670872758e+00 1.000967417111561675e+00 2.585563463960550146e-01
9.971056230468786641e-01 2.689487568359376080e-01 1.729797070312482504e-02 1.899831111328148081e+00 7.072158876953101858e-01 1.651142099609373970e-01 4.409669837030570250e+00 3.860758251500585048e-01 4.450234921982407776e+00 9.857490619044367852e-01 2.551186022072747805e-01
9.956082626953129955e-01 2.691723496093740287e-01 1.912933496093733102e-02 1.833809661132827173e+00 5.209320058593757130e-01 1.691963291015628756e-01 4.554808614657332555e+00 3.950980927643771290e-01 4.454115772252635885e+00 9.812719804834068027e-01 2.590081579977643877e-01
1.005618728515627058e+00 2.695303876953121791e-01 1.958431152343733522e-02 1.897533226562517994e+00 6.474500332031221106e-01 1.821342861328124618e-01 4.512909340376187295e+00 3.872904285574400585e-01 4.450855002634831692e+00 9.897504938837738964e-01 2.574007920433978858e-01
9.977835781250029568e-01 2.690522109374998139e-01 1.794440722656233736e-02 1.888156102539082282e+00 7.206081601562461803e-01 1.757167802734374007e-01 4.328623584121824130e+00 4.006937666806557052e-01 4.453746593527826647e+00 9.823698171526790146e-01 2.553493315695874455e-01
9.960027138671918578e-01 2.713384033203123380e-01 1.813343847656233646e-02 1.903621966796896103e+00 7.573916943359342291e-01 1.847508818359374638e-01 4.417102042214601454e+00 3.909595819458794863e-01 4.452230366730542954e+00 9.831297394566563819e-01 2.567636755317511121e-01
9.907284765624994050e-01 2.725960712890619364e-01 1.792338183593730760e-02 1.812190438476578347e+00 6.166246445312481006e-01 1.570409833984375558e-01 4.537151841267564656e+00 3.811560091975095266e-01 4.444789749863428341e+00 9.894004381231656930e-01 2.606044496914853292e-01
1.001724477539065683e+00 2.653492792968749625e-01 1.779995214843735005e-02 1.935908009765646698e+00 5.919054960937473187e-01 1.634431591796877414e-01 4.551745514310377771e+00 3.817458445753439955e-01 4.454756706976895408e+00 9.830914771130758734e-01 2.534067380215600518e-01
9.971027363281292910e-01 2.697380253906246916e-01 1.807956542968732969e-02 1.897931996093770168e+00 6.465942958984340905e-01 1.743374218750001481e-01 4.507324722481886425e+00 3.864106461672334181e-01 4.451776446616951155e+00 9.842827641293517837e-01 2.564209092315426486e-01
1.003632966796873749e+00 2.709065429687493309e-01 1.967955957031230357e-02 1.828665039062514319e+00 6.119512050781222845e-01 1.562104111328126432e-01 4.541965050272257720e+00 3.818777968243960985e-01 4.444206540815741846e+00 9.966399474730218699e-01 2.596979467638164119e-01
1.005912927734378126e+00 2.715533447265624512e-01 1.890659374999981851e-02 1.905218664062521494e+00 7.731952851562465812e-01 1.708118749999998909e-01 4.404885847517184594e+00 3.803946986380957740e-01 4.445611915092621658e+00 9.957117410882534436e-01 2.566108606830544980e-01
1.000881924804688072e+00 2.687468749999993856e-01 1.953560937499985994e-02 1.840252909179702856e+00 5.823082968749960786e-01 1.980992216796881311e-01 4.481722452560247483e+00 4.052816433632729920e-01 4.453733769578843038e+00 9.842697463823942838e-01 2.580415651022535117e-01
9.998972226562501397e-01 2.708975771484365413e-01 1.881787109374983419e-02 1.838182233398455656e+00 6.802044580078088210e-01 1.664263710937499974e-01 4.271797858010067728e+00 4.024197524952109473e-01 4.449875213342483704e+00 9.882132094464703975e-01 2.584424083796960092e-01
1.002384306640625722e+00 2.696534873046877445e-01 2.024240429687484272e-02 1.877875732421892208e+00 6.134814912109354257e-01 1.837457500000002353e-01 4.472181350479069728e+00 4.009395623877052284e-01 4.457003395655902089e+00 9.812830994087854419e-01 2.586523142652558671e-01
1.002565106445315157e+00 2.701765664062497629e-01 1.903115820312483580e-02 1.896184984375018701e+00 6.423593320312462884e-01 1.754412578125002786e-01 4.411855507160415080e+00 3.929313242295925379e-01 4.452752556974669318e+00 9.860466377248883196e-01 2.576057524138000154e-01
1.008573763671878343e+00 2.702379687499998906e-01 1.860173437499983151e-02 1.908877068359397633e+00 7.097079277343733006e-01 1.594549482421876163e-01 4.365568463591398718e+00 3.767724576274245618e-01 4.444938253119350868e+00 9.978210813460923756e-01 2.567562317729961130e-01
1.008227005859375192e+00 2.678360908203122337e-01 1.942341894531233668e-02 1.882925673828143909e+00 6.884198232421829822e-01 1.776320556640626769e-01 4.236329026743020698e+00 4.107869020721974795e-01 4.454917590130401450e+00 9.865190508242126510e-01 2.555563140116700604e-01
1.000038269531255519e+00 2.706910703125003370e-01 1.805800292968734108e-02 1.945066502929711172e+00 8.271809863281213149e-01 1.883234013671876428e-01 4.330224414359138407e+00 3.926851312228611390e-01 4.453286098238693924e+00 9.836364593456580208e-01 2.547881839207106203e-01
1.012469945312503228e+00 2.701735693359377799e-01 1.930934863281234815e-02 1.926092206054710765e+00 7.870571367187482181e-01 1.718916103515624738e-01 4.234874320092480104e+00 3.922038066921292310e-01 4.449031318805674040e+00 9.949835868916373505e-01 2.557184117136275248e-01
