M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.329646462890630376e+00 2.660087910156237467e-01 1.749895800781257546e-02 2.133567232421865523e+00 1.046144731445309839e+00 3.716479501953124931e-01 3.315684161176521982e+00 2.551684868149551866e-01 4.090127768151045728e+00 1.722417962620572895e+00 2.259581023966598379e-01
1.314906926757819949e+00 2.788506445312487481e-01 1.838607812500004865e-02 1.970774306640634910e+00 2.200164790039065732e+00 3.028910869140634676e-01 2.925133555374876959e+00 2.938249796780908474e-01 4.093608879325876693e+00 1.706436637783295129e+00 1.845165553102419975e-01
1.373923124023443298e+00 2.674831318359369714e-01 2.055060839843756218e-02 1.995477277343749911e+00 1.524393327148437116e+00 3.102202529296880229e-01 2.817734513007010388e+00 3.088865584876115955e-01 4.093459122660942029e+00 1.743898858383684969e+00 1.969139657457303350e-01
1.299631612304695150e+00 2.686866748046859432e-01 1.571191210937506605e-02 2.129430257812494620e+00 7.650939736328086216e-01 3.928160859375020020e-01 3.406151989599851326e+00 2.525719591932861219e-01 4.094841861802807514e+00 1.693566506051296550e+00 2.379754774983563748e-01
1.304189784179693223e+00 2.686743007812485984e-01 1.578536230468760224e-02 2.029277902343763706e+00 2.068206231445323784e+00 3.481059394531266782e-01 3.046824937522953913e+00 2.991341332583358770e-01 4.100191784167869002e+00 1.688144281989040207e+00 1.844387252395620624e-01
1.342239011718747044e+00 2.673684785156222876e-01 1.937069140624991456e-02 2.069335208984355745e+00 8.619892792968721906e-01 3.556698759765588025e-01 3.295217446004184314e+00 2.697247881897150701e-01 4.095166796030754952e+00 1.719512906578597011e+00 2.278745008905482539e-01
1.339201871093755436e+00 2.572509462890619214e-01 1.638655957031269830e-02 2.179081003906246483e+00 1.317731253906257116e+00 3.783203515625025992e-01 3.249091309306098019e+00 2.659911383775176996e-01 4.094120990437207119e+00 1.721716733339273331e+00 2.061299941000172276e-01
1.298121516601566716e+00 2.769528427734371800e-01 1.681533984374997820e-02 1.881636032226557287e+00 8.790010830078139881e-01 3.243484833984385807e-01 3.119047955327835631e+00 2.865897722998225761e-01 4.091366380513271395e+00 1.698171142091080998e+00 2.318839431290211084e-01
1.294419459960947316e+00 2.830733779296845110e-01 1.680767578125013512e-02 2.267086832031255828e+00 6.120833613281249086e-01 3.918994853515646581e-01 3.271069537951738493e+00 2.378529089448634670e-01 4.103228948696186151e+00 1.674301201574791120e+00 2.560384614181450691e-01
1.316910696289067317e+00 2.767789716796856259e-01 1.770355371093752447e-02 2.144296073242182299e+00 7.842703437499997099e-01 3.658778378906254458e-01 3.166070744549975391e+00 2.626339167374770467e-01 4.097813950208962552e+00 1.697959805007410949e+00 2.391404931304454418e-01
