M Y Z alpha diffusion overshoot age log_g radius Y_surf X_c mass_cc
9.883801420898522538e-01 2.816675454101592035e-01 2.080499755859370123e-02 1.878409708984376758e+00 9.082656533202917437e-01 2.485956274414038714e-01 7.374756089581030238e+00 4.356197836583823424e+00 1.093624168504775174e+00 2.446931892271650422e-01 1.046589583939476070e-01 3.874331511188290438e-03
1.033686908203138355e+00 2.744829824218788517e-01 2.054883056640629743e-02 1.861520272460950087e+00 1.019608817871072048e+00 1.972406425781260131e-01 6.034998380532775819e+00 4.347779344933058177e+00 1.130298984770639947e+00 2.370978104249726603e-01 1.462101441718187123e-01 6.149266622591307956e-03
1.000116116210954198e+00 2.837333476562535206e-01 1.998027880859374467e-02 1.848618220214870655e+00 1.221064522460912016e+00 2.325075009765603662e-01 6.776331962307512669e+00 4.347082918650992056e+00 1.112332540371353540e+00 2.464955618003539517e-01 9.730842794651776984e-02 3.356197148507533094e-03
9.779104394531330513e-01 2.791428334960961433e-01 1.911633740234361389e-02 1.947482335937502196e+00 9.624021684570132074e-01 2.453517202148425003e-01 7.587778763372772239e+00 4.357903961668045945e+00 1.085804698746860142e+00 2.410627603410158415e-01 1.040233018538396642e-01 6.331421785752468570e-03
1.059665537109388156e+00 2.719641406250037918e-01 2.257680273437512666e-02 1.840742844238298037e+00 9.328316416015468571e-01 1.986486010742203878e-01 5.845022866763315506e+00 4.344868358273331843e+00 1.147837494113986612e+00 2.379938899583055878e-01 1.421281809454309764e-01 4.834213521028001524e-03
9.616087978515763801e-01 2.895137382812525417e-01 1.894324755859360526e-02 1.920299903320320967e+00 1.080359935546850281e+00 2.559164833984337029e-01 7.617714762127143935e+00 4.351351263458435703e+00 1.084677204863781386e+00 2.496314933395160640e-01 8.024093774709224747e-02 4.998004900602804473e-03
1.014188546875015584e+00 2.820647348632848717e-01 2.076173632812506470e-02 1.887823340820335538e+00 1.094108473144508764e+00 2.358538632812491875e-01 6.460873828811026343e+00 4.352797477887865085e+00 1.112902075672799418e+00 2.463283605272856558e-01 1.194808926797820414e-01 5.491678043609072787e-03
9.946662280273598222e-01 2.829669809570330430e-01 1.914576025390626185e-02 1.879622476074248816e+00 1.276012682617166938e+00 2.637762001953106172e-01 6.619123299868771682e+00 4.359813278298444672e+00 1.093037919368221811e+00 2.471033907938331164e-01 1.164273397482306904e-01 2.637390265211860159e-03
1.005911225097670947e+00 2.841583085937540165e-01 2.170580908203119733e-02 1.834476958984376349e+00 9.246074555663893468e-01 2.242098969726546986e-01 6.784631960416342089e+00 4.346736128263077426e+00 1.116627013525692158e+00 2.469014858272366442e-01 1.298220116060267437e-01 9.157875806747206582e-03
1.015664652343771124e+00 2.773715561523485418e-01 2.139793847656245446e-02 1.749424063964843512e+00 9.540347246093671130e-01 1.673850253906244701e-01 6.814406389123801588e+00 4.329402717500526521e+00 1.144516580515924531e+00 2.369034557166519173e-01 1.141002612909121222e-01 6.457088105611188782e-03
1.007339500000016486e+00 2.819905820312544886e-01 2.079000732421873790e-02 1.806156687988289100e+00 1.008374336914042768e+00 2.026893090820300614e-01 6.821470144370211486e+00 4.337077473033692065e+00 1.129769323671467207e+00 2.431422947396904566e-01 9.373154146795470432e-02 4.010902203951264948e-03
1.024750152832047512e+00 2.801775634765666934e-01 2.150828222656249802e-02 1.833068318847672407e+00 1.067944909179665114e+00 2.066632578124995567e-01 6.394457049929687109e+00 4.342705211474850557e+00 1.132295483974942840e+00 2.434844944872616157e-01 1.304997505887691700e-01 8.327658710481177298e-03
9.812342495117298835e-01 2.807617890625028756e-01 2.017992187499991624e-02 1.917642370117186301e+00 9.718539252929506711e-01 2.489227329101550146e-01 7.563265417670952395e+00 4.355683708548432342e+00 1.090544120826323127e+00 2.426373202088537573e-01 1.078556094895130879e-01 6.688182700143785811e-03
1.013725011718766167e+00 2.805011054687525096e-01 2.015639306640628486e-02 1.853870547851598660e+00 1.296747271484352204e+00 2.411797490234360297e-01 6.625500786903320893e+00 4.343428238958921384e+00 1.124293171019230986e+00 2.440864954900646977e-01 8.787606803293182556e-02 1.970896215608864289e-03
9.769998842773628400e-01 2.909102285156287548e-01 2.064306640624994152e-02 1.787891708007816494e+00 1.002711763183574023e+00 2.144441767578093849e-01 7.441613254090682084e+00 4.331725564433658526e+00 1.119473155939830322e+00 2.495460954447139557e-01 7.069658551300773974e-02 4.425508120179976086e-03
9.790703984375148661e-01 2.901141254882846909e-01 2.036612988281241710e-02 1.863125463867196574e+00 1.001902580078100735e+00 2.438543359374963915e-01 7.381654240845366033e+00 4.343201108006526034e+00 1.104834779162701341e+00 2.512944353393179453e-01 8.353591502397822444e-02 5.870793502713148905e-03
1.004186812011732544e+00 2.809383608398474674e-01 2.155706591796863539e-02 1.865416953613282969e+00 9.439938955077941118e-01 2.395476088867173614e-01 6.633100463666920632e+00 4.367485542794952380e+00 1.088765397198248053e+00 2.461135438310891599e-01 1.677386027794527945e-01 8.759819794981969429e-03
9.837675688476716918e-01 2.866206401367221712e-01 1.976662988281241776e-02 1.862107514160173727e+00 1.107612466308564469e+00 2.457029965820281825e-01 6.997830497030460783e+00 4.356381858913867866e+00 1.091132443552437659e+00 2.494545119202771499e-01 1.006775683734501270e-01 2.376680928892284644e-03
1.015113106933609011e+00 2.840775766601595920e-01 2.128440917968755022e-02 1.862691371582049671e+00 1.116336229980446682e+00 2.138548964843744460e-01 6.515480693853023197e+00 4.343768995857058002e+00 1.125486175526268617e+00 2.469878446219949397e-01 1.200053137516848972e-01 8.573542686807454627e-03
9.506928632812640112e-01 2.996710761718790472e-01 2.047583837890604858e-02 1.808784899902348142e+00 9.691804931640370935e-01 2.475449624023379203e-01 7.656522323510035477e+00 4.347684493698809050e+00 1.082720874711617043e+00 2.591686206241783919e-01 7.931336177321048064e-02 3.110225017855650868e-03
1.012654200195325149e+00 2.757719921875027569e-01 1.817766894531258962e-02 1.858481047363294225e+00 9.998903974609203438e-01 1.813084365234389483e-01 6.161475524063937392e+00 4.339414452462854399e+00 1.129396086170700197e+00 2.298313677377243625e-01 1.520211365942996384e-01 1.184602671041535063e-02
9.853268808593858008e-01 2.806903911132845320e-01 1.995140234374990357e-02 1.888824480957039365e+00 9.898856049804447554e-01 2.534194999999971332e-01 7.121898469259200226e+00 4.368438955492153219e+00 1.076519120976678900e+00 2.448774182754258621e-01 1.237892751382987933e-01 2.400344553755576552e-03
1.003428958496110246e+00 2.794988842773470927e-01 1.984307812500000351e-02 1.884996823242209851e+00 1.126481543945287989e+00 2.409132783203110917e-01 6.540395271135617250e+00 4.364580200655319153e+00 1.091896574157535937e+00 2.443155755355429781e-01 1.399548562471405466e-01 4.496552048494438514e-03
9.951527412109525406e-01 2.879313261718792760e-01 2.092332177734367721e-02 1.851201961425792186e+00 1.018293761718725765e+00 2.384842910156224627e-01 6.758503843071906658e+00 4.353888657998862932e+00 1.100881585589893685e+00 2.511266578593563392e-01 1.220566769575095467e-01 6.822934489854483482e-03
9.937323681640766182e-01 2.858390180664096003e-01 1.990083544921867828e-02 1.880383612304696639e+00 1.062377929687480238e+00 2.142844140624990124e-01 6.931291874137296638e+00 4.339655111627605422e+00 1.119236618148600648e+00 2.458422438407910637e-01 1.133675084166079483e-01 1.147931070108633780e-02
1.003687683593763147e+00 2.896885000000014032e-01 2.005242089843752365e-02 1.947673671875026491e+00 1.229595749023419282e+00 2.228816625976560439e-01 6.174744719298732143e+00 4.354390906527275895e+00 1.105340206828612892e+00 2.517712017551413939e-01 1.465869807055391605e-01 1.291746867687700202e-02
9.868124604492359842e-01 2.908374389648492597e-01 2.095842333984362232e-02 1.787207442871103558e+00 1.002524015624976172e+00 2.247028657226529391e-01 7.038742710983745710e+00 4.342610978206491446e+00 1.110464192139174466e+00 2.522575051408806335e-01 8.965899254051513945e-02 3.441283099331001166e-03
9.762176118164243022e-01 2.925915029296921044e-01 2.063623144531236478e-02 1.783234552246104165e+00 1.025066719726539510e+00 2.193960986328086227e-01 7.070181358297988439e+00 4.348767543518521350e+00 1.096799578559254140e+00 2.538203090201415768e-01 9.614985571034230516e-02 2.178035431971079173e-03
9.838009208984526133e-01 2.850537822265657995e-01 1.999336279296864624e-02 1.819051900878913663e+00 1.002132306152325292e+00 2.067106616210909464e-01 7.297454627666513538e+00 4.339260799585876072e+00 1.113793458881139786e+00 2.451628892161432371e-01 9.099262528340272549e-02 5.203518384461402677e-03
9.852204101562676009e-01 2.915415000000046719e-01 2.060301904296872599e-02 1.825372642578134030e+00 9.691642485351362746e-01 2.174624770507794236e-01 6.829314431454580614e+00 4.346464231545295931e+00 1.105329445997068394e+00 2.519059973210829861e-01 1.063843303357955433e-01 5.971004257474457795e-03
1.014828571777358857e+00 2.800088037109420558e-01 2.081569580078123163e-02 1.849504439453143467e+00 1.073286441894507393e+00 2.240189248046862980e-01 6.596879692126013772e+00 4.348493379615590015e+00 1.118970401285906080e+00 2.438783341182083064e-01 1.209226132551795146e-01 6.165101863810086916e-03
1.020256208007827015e+00 2.854832265625025234e-01 2.129332617187502941e-02 1.898696532226586742e+00 1.170853738769510821e+00 2.143597583007811891e-01 6.200106979716097477e+00 4.347989308821558652e+00 1.122671690698459512e+00 2.489273580034536137e-01 1.416010183126638899e-01 1.170487489427660989e-02
9.969031044921994322e-01 2.814611884765654826e-01 2.002160595703118828e-02 1.903689641601574056e+00 1.023479246093724093e+00 2.462815771484358485e-01 6.977128312274718525e+00 4.353035553854758710e+00 1.103162208806356404e+00 2.445216239759943344e-01 1.139365510648859409e-01 7.048404444505103165e-03
9.764259228515785871e-01 2.870834868164097164e-01 1.935277197265612009e-02 1.843272813476581895e+00 1.128935903320283707e+00 2.354684829101528210e-01 6.982822900612365657e+00 4.361925858647612841e+00 1.080036225177448461e+00 2.498912491431384275e-01 1.112175782132562435e-01 1.242930069295327235e-03
9.788711098633010588e-01 2.890629150390665036e-01 1.974792382812485744e-02 1.789078259277356198e+00 1.087775430664040144e+00 2.012276416015591762e-01 7.234538458415935125e+00 4.336490484948495983e+00 1.114272803210690777e+00 2.487197775021416923e-01 7.612094493683899121e-02 2.813948755082092048e-03
9.748930117187615263e-01 2.850258398437532370e-01 2.029604443359355956e-02 1.846799562011725904e+00 9.519872055663860522e-01 2.502661132812456501e-01 7.428765759847159700e+00 4.360774019834539494e+00 1.079799510896060077e+00 2.476048313265431511e-01 1.087002589425115906e-01 2.544856807344129772e-03
1.045760937500014531e+00 2.767408427734414089e-01 2.255179248046882204e-02 1.806103435058598494e+00 9.064701376952973844e-01 1.803743881835946083e-01 6.004431645187898070e+00 4.338494719546308609e+00 1.149214872854231961e+00 2.400829045110793036e-01 1.385684288432460498e-01 6.629878381973216585e-03
9.809654472656437196e-01 2.914840815429732834e-01 2.044659570312491043e-02 1.819449003417986876e+00 1.072861892089815861e+00 2.398427949218711608e-01 6.823998974584235100e+00 4.358451929605399400e+00 1.086779253382802901e+00 2.543186850532643817e-01 1.105581190087236015e-01 1.769545413220407733e-03
1.004060015136730266e+00 2.809039931640640031e-01 2.014200292968745462e-02 1.978541988281266484e+00 1.058884659667945094e+00 2.585460688476554081e-01 6.909209314028498916e+00 4.354238586367916497e+00 1.105056305458838928e+00 2.448344809470490435e-01 1.285396645823692063e-01 1.279183600784611005e-02
1.014154174316424628e+00 2.843210405273488561e-01 2.199198828125000296e-02 1.798052038574223133e+00 9.383638188476380870e-01 2.048526430664049658e-01 6.511593062121953324e+00 4.343546775202757004e+00 1.125172856914236963e+00 2.469316901452373592e-01 1.255276231666330733e-01 6.596097741067081383e-03
1.010316365722679244e+00 2.764215776367238697e-01 2.156167871093734451e-02 1.681084626464848020e+00 1.041790177246083360e+00 1.552830283203105732e-01 7.055027598025240820e+00 4.333105154415084037e+00 1.136123393731239162e+00 2.379151600337154893e-01 1.105833255508585633e-01 2.041830589094920101e-03
9.687330112304851637e-01 2.877643696289107211e-01 1.866410156249977831e-02 1.827984619628910679e+00 1.052570932617170607e+00 1.990423085937482184e-01 7.475049657560358440e+00 4.333072710747669198e+00 1.113404346295219893e+00 2.449913634295967924e-01 8.578547363365197909e-02 7.832974952429114235e-03
9.803484384765835946e-01 2.929337519531302614e-01 2.074946484374987771e-02 1.786329008300794996e+00 1.043478841796851686e+00 2.153159086914024911e-01 6.724246833178725957e+00 4.357138771978550373e+00 1.088515300581327727e+00 2.552440053392920349e-01 1.222771488459371142e-01 2.633379079370962422e-03
9.850244863281391039e-01 2.886535249023472471e-01 2.047817724609364912e-02 1.884837812988289896e+00 1.068486105957006549e+00 2.375164013671850205e-01 6.919463023864168782e+00 4.356049844736318732e+00 1.092833010612229039e+00 2.509076454978342863e-01 1.189041757992829323e-01 7.104557602135618335e-03
1.004623874023455210e+00 2.858045273437546108e-01 2.119562646484378018e-02 1.806025120605484480e+00 1.064379797363256053e+00 2.255793852539043631e-01 6.640888714831595152e+00 4.347115616995957943e+00 1.114871978799703234e+00 2.488588867323141274e-01 1.079972308658585373e-01 3.103783905111872320e-03
9.775860703125168749e-01 2.882070405273470803e-01 1.937614941406235608e-02 1.871976183105484859e+00 1.125549054687472683e+00 2.316827509765597426e-01 6.977977852697654804e+00 4.356365370205667276e+00 1.088268483114323004e+00 2.498865487044255873e-01 1.053019206048934203e-01 3.741618316328135501e-03
9.952355981445516475e-01 2.902085673828176948e-01 2.140102392578118948e-02 1.776337157714854120e+00 1.000729796874979760e+00 2.097219916992163480e-01 6.808523950967397376e+00 4.341885278072851406e+00 1.116332357615702708e+00 2.518884294514053268e-01 1.015607112071803264e-01 4.175548867501084269e-03
9.767716640625161428e-01 2.876098295898479873e-01 1.912783398437480423e-02 1.832333098632823898e+00 1.056798208984355059e+00 2.029823144531232304e-01 7.145233296311141125e+00 4.341228107643621215e+00 1.107501240925422348e+00 2.462788308933143155e-01 9.747735500974763490e-02 6.621960139524823638e-03
9.956310556640729503e-01 2.802497138671905530e-01 2.010999218749986647e-02 1.906979804687508606e+00 1.005279354003883352e+00 2.381390908203111778e-01 6.821534235684299396e+00 4.364338410948654712e+00 1.088491582930624535e+00 2.441163306014932921e-01 1.391526263419727294e-01 6.587376222814196602e-03
9.997751621093934338e-01 2.820738798828167360e-01 1.974443066406245811e-02 1.818175798339857652e+00 1.084355589843728040e+00 1.948460717773426443e-01 6.643595887259139410e+00 4.345297000127102294e+00 1.115086756972871296e+00 2.428614217374727158e-01 1.189090289587707572e-01 5.321234886564565891e-03
