name value uncertainty
Teff 6313 77
nu_max 2369 24 
Fe/H −0.110 0.014 # Fe/H -0.07 0.10
C/Fe −0.015 0.018 
O/Fe −0.013 0.022 
Na/Fe −0.074 0.010 
Mg/Fe −0.019 0.011 
Al/Fe −0.030 0.012 
Si/Fe 0.007 0.009
S/Fe −0.024 0.020 
Ca/Fe 0.032 0.012 
Ti/Fe 0.018 0.011 
Cr/Fe −0.011 0.010 
Ni/Fe −0.048 0.009 
Zn/Fe −0.060 0.017 
Y/Fe 0.032 0.012
