name value uncertainty
Teff 6146 77
nu_max 1051 11
Fe/H −0.073 0.021 # Fe/H -0.16 0.10
C/Fe −0.064 0.026 
O/Fe −0.028 0.033 
Na/Fe −0.036 0.015 
Mg/Fe −0.038 0.016 
Al/Fe −0.049 0.018 
Si/Fe 0.008 0.013 
S/Fe −0.022 0.029 
Ca/Fe 0.006 0.017 
Ti/Fe 0.017 0.016 
Cr/Fe −0.010 0.015 
Ni/Fe −0.061 0.014 
Zn/Fe −0.033 0.026 
Y/Fe 0.033 0.018
