name value uncertainty
Teff 6037 77
nu_max 2257 22
Fe/H −0.037 0.012 # Fe/H -0.04 0.10
C/Fe −0.055 0.016 
O/Fe −0.057 0.020 
Na/Fe −0.031 0.009 
Mg/Fe −0.001 0.010 
Al/Fe −0.001 0.011 
Si/Fe 0.000 0.008
S/Fe −0.048 0.019 
Ca/Fe 0.005 0.011 
Ti/Fe 0.001 0.009 
Cr/Fe −0.015 0.009 
Ni/Fe −0.025 0.008 
Zn/Fe −0.031 0.016 
Y/Fe 0.001 0.011
