name value uncertainty
Teff 6045 77
nu_max 2901 39
Fe/H 0.130 0.019 # Fe/H 0.06 0.10
C/Fe −0.087 0.025 
O/Fe −0.075 0.032 
Na/Fe −0.040 0.014 
Mg/Fe −0.035 0.016 
Al/Fe −0.030 0.017 
Si/Fe −0.018 0.013
S/Fe −0.021 0.030 
Ca/Fe −0.003 0.017 
Ti/Fe −0.011 0.014 
Cr/Fe 0.013 0.014 
Ni/Fe −0.005 0.013 
Zn/Fe −0.066 0.025 
Y/Fe 0.031 0.017
