l n nu dnu n_g
0 2 119.822 0.121 0 
0 3 149.899 0.116 0 
0 4 178.548 0.110 0 
0 5 207.683 0.105 0 
0 6 236.666 0.100 0 
0 7 265.176 0.048 0 
0 8 291.993 0.027 0 
0 9 319.268 0.030 0 
0 10 347.764 0.019 0 
0 11 376.676 0.019 0 
0 12 405.012 0.014 0 
0 13 433.198 0.014 0 
0 14 462.040 0.017 0 
0 15 491.369 0.027 0 
0 16 520.964 0.049 0 
0 17 550.498 0.138 0 
0 18 580.016 0.172 0 
0 19 609.382 0.181 0 
0 20 638.278 0.190 0 
0 21 668.339 0.199 0 
0 22 698.359 0.209 0 
0 23 727.662 0.220 0 
1 -15 129.180 0.373 18 
1 -28 131.416 0.355 31 
1 -27 135.724 0.338 30 
1 -26 140.558 0.322 29 
1 -25 145.836 0.307 28 
1 -24 151.350 0.292 27 
1 -5 155.804 0.278 8 
1 -22 157.175 0.265 25 
1 -21 163.502 0.252 25 
1 -20 169.998 0.240 24 
1 -5 176.649 0.229 9 
1 -4 181.131 0.218 8 
1 -17 186.684 0.208 21 
1 -4 192.189 0.198 9 
1 -7 198.473 0.188 12 
1 -14 207.570 0.179 19 
1 -13 216.171 0.171 18 
1 -12 219.823 0.163 18 
1 -11 231.720 0.155 17 
1 -4 243.247 0.147 10 
1 -9 247.164 0.140 15 
1 -8 261.722 0.134 15 
1 3 271.639 0.127 4 
1 -6 280.785 0.121 14 
1 3 296.048 0.116 5 
1 -4 302.781 0.110 13 
1 5 320.282 0.105 4 
1 -2 328.416 0.097 11 
1 7 345.856 0.049 3 
1 0 357.220 0.035 10 
1 9 373.109 0.026 2 
1 2 389.373 0.021 10 
1 9 401.812 0.015 3 
1 10 421.641 0.016 3 
1 5 437.360 0.013 8 
1 12 452.247 0.016 3 
1 7 476.096 0.023 8 
1 8 491.584 0.046 7 
1 13 509.158 0.092 3 
1 10 534.660 0.199 7 
1 11 553.500 0.209 6 
1 14 569.633 0.219 4 
1 13 594.992 0.230 6 
1 14 620.985 0.241 5 
1 15 636.753 0.253 5 
1 18 656.548 0.266 3 
1 19 683.945 0.279 3 
1 18 712.091 0.293 5 
1 19 736.464 0.308 4 
2 -54 126.036 0.673 56 
2 -52 130.927 0.641 54 
2 -51 132.666 0.611 53 
2 -51 133.030 0.582 53 
2 -50 134.545 0.554 52 
2 -49 137.748 0.527 52 
2 -48 138.806 0.502 51 
2 -47 142.138 0.478 50 
2 -46 143.974 0.456 49 
2 -45 146.038 0.434 48 
2 -44 149.384 0.413 47 
2 -43 152.819 0.394 46 
2 -42 155.420 0.375 45 
2 -41 159.922 0.357 44 
2 -40 162.379 0.340 43 
2 -39 164.750 0.324 42 
2 -38 167.603 0.308 42 
2 -37 171.640 0.294 41 
2 -36 175.035 0.280 40 
2 -35 176.745 0.266 39 
2 -34 181.405 0.254 38 
2 -33 186.091 0.242 37 
2 -32 190.891 0.230 36 
2 -31 196.438 0.219 36 
2 -30 200.933 0.209 35 
2 -29 202.925 0.199 34 
2 -28 208.760 0.189 33 
2 -27 213.833 0.180 32 
2 -26 218.235 0.172 31 
2 -25 223.610 0.164 30 
2 -24 230.786 0.156 30 
2 -23 233.360 0.148 29 
2 -22 238.943 0.141 28 
2 -21 247.442 0.135 27 
2 -20 256.276 0.128 27 
2 -19 261.145 0.122 26 
2 -18 266.732 0.116 25 
2 -17 276.927 0.111 24 
2 -16 287.601 0.105 24 
2 -15 289.299 0.100 23 
2 -14 300.213 0.096 22 
2 -13 311.112 0.091 21 
2 -12 316.117 0.087 21 
2 -11 323.302 0.083 20 
2 -10 335.244 0.079 19 
2 -9 344.746 0.075 19 
2 -8 351.285 0.071 18 
2 -7 369.034 0.068 17 
2 -6 373.889 0.065 17 
2 -5 389.626 0.062 16 
2 -4 402.153 0.039 16 
2 -3 412.845 0.031 15 
2 -2 430.371 0.026 15 
2 -1 439.102 0.024 14 
2 0 459.232 0.037 14 
2 1 468.896 0.062 13 
2 2 488.623 0.165 13 
2 3 502.431 0.273 12 
2 4 518.379 0.287 12 
2 5 541.779 0.301 11 
2 6 548.257 0.316 11 
2 7 577.078 0.332 11 
2 8 587.139 0.349 10 
2 9 606.539 0.366 10 
2 10 635.907 0.384 10 
2 11 640.754 0.404 9 
2 12 665.778 0.424 9 
2 13 695.782 0.445 9 
2 14 704.362 0.467 8 
2 15 725.335 0.491 8 
