l n nu dnu n_g
0 2 128.240 0.127 0 
0 3 158.210 0.121 0 
0 4 188.524 0.116 0 
0 5 218.231 0.110 0 
0 6 248.317 0.105 0 
0 7 278.784 0.050 0 
0 8 308.173 0.028 0 
0 9 337.024 0.031 0 
0 10 365.735 0.020 0 
0 11 395.896 0.020 0 
0 12 426.739 0.015 0 
0 13 457.633 0.015 0 
0 14 488.044 0.018 0 
0 15 518.304 0.028 0 
0 16 549.061 0.052 0 
0 17 580.016 0.145 0 
0 18 611.555 0.182 0 
0 19 642.936 0.191 0 
0 20 674.359 0.200 0 
0 21 705.713 0.210 0 
0 22 737.170 0.221 0 
0 23 768.325 0.232 0 
1 -20 140.741 0.292 23 
1 -19 147.388 0.278 22 
1 -18 153.964 0.264 21 
1 -7 161.005 0.252 10 
1 -16 163.268 0.240 19 
1 -15 170.650 0.228 19 
1 -4 178.102 0.218 8 
1 -7 184.426 0.207 11 
1 -12 193.802 0.197 16 
1 -11 197.764 0.188 16 
1 -10 207.761 0.179 15 
1 -9 221.367 0.170 14 
1 -8 226.216 0.162 13 
1 -7 238.772 0.155 13 
1 0 254.561 0.147 6 
1 -5 258.783 0.140 11 
1 -4 279.284 0.134 11 
1 1 286.105 0.127 6 
1 -2 306.207 0.121 10 
1 3 314.996 0.115 5 
1 4 335.663 0.110 5 
1 1 344.747 0.102 8 
1 8 364.890 0.051 2 
1 3 380.237 0.038 8 
1 8 396.734 0.028 3 
1 9 415.900 0.023 3 
1 6 436.829 0.017 6 
1 9 453.039 0.017 4 
1 10 474.814 0.014 4 
1 9 498.852 0.018 5 
1 12 515.565 0.025 3 
1 13 536.903 0.050 3 
1 12 564.043 0.102 5 
1 13 588.937 0.219 4 
1 14 604.635 0.230 4 
1 17 629.488 0.241 2 
1 16 659.362 0.253 4 
1 17 689.420 0.266 4 
1 18 715.059 0.279 3 
1 19 729.980 0.293 3 
1 20 754.847 0.308 3 
1 21 784.031 0.323 3 
2 -39 135.513 0.401 41 
2 -38 139.059 0.382 40 
2 -37 141.385 0.364 39 
2 -36 146.687 0.347 39 
2 -35 148.902 0.330 38 
2 -34 151.019 0.315 37 
2 -33 155.239 0.300 36 
2 -32 159.585 0.285 35 
2 -31 163.384 0.272 34 
2 -30 165.959 0.259 33 
2 -29 169.872 0.246 32 
2 -28 175.852 0.235 32 
2 -27 181.368 0.224 31 
2 -26 182.841 0.213 30 
2 -25 187.703 0.203 29 
2 -24 195.021 0.193 28 
2 -23 201.351 0.184 27 
2 -22 206.088 0.175 27 
2 -21 210.616 0.167 26 
2 -20 216.686 0.159 25 
2 -19 220.709 0.151 24 
2 -18 228.213 0.144 23 
2 -17 237.569 0.137 23 
2 -16 243.690 0.131 22 
2 -15 248.795 0.124 21 
2 -14 260.554 0.119 20 
2 -13 272.556 0.113 20 
2 -12 274.694 0.108 19 
2 -11 287.141 0.102 18 
2 -10 298.564 0.098 17 
2 -9 304.927 0.093 17 
2 -8 311.718 0.088 16 
2 -7 326.834 0.084 15 
2 -6 333.976 0.080 15 
2 -5 347.255 0.076 14 
2 -4 362.298 0.073 14 
2 -3 370.594 0.069 13 
2 -2 392.328 0.066 13 
2 -1 397.394 0.063 12 
2 0 423.327 0.041 12 
2 1 428.088 0.033 11 
2 2 454.372 0.027 11 
2 3 463.771 0.025 10 
2 4 485.060 0.039 10 
2 5 506.127 0.066 9 
2 6 515.537 0.174 9 
2 7 546.229 0.297 9 
2 8 558.406 0.311 8 
2 9 576.533 0.327 8 
2 10 608.285 0.343 8 
2 11 619.378 0.360 7 
2 12 639.902 0.378 7 
2 13 670.991 0.397 7 
2 14 694.714 0.417 6 
2 15 702.757 0.438 6 
2 16 734.321 0.460 6 
2 17 765.313 0.483 6 
