l n nu dnu n_g
0 3 171.961 0.154 0 
0 4 204.027 0.146 0 
0 5 235.464 0.139 0 
0 6 267.311 0.133 0 
0 7 299.555 0.126 0 
0 8 332.069 0.060 0 
0 9 364.785 0.034 0 
0 10 396.852 0.037 0 
0 11 428.198 0.024 0 
0 12 460.344 0.023 0 
0 13 493.412 0.017 0 
0 14 527.244 0.017 0 
0 15 561.359 0.020 0 
0 16 595.216 0.033 0 
0 17 628.833 0.059 0 
0 18 662.036 0.165 0 
0 19 696.093 0.207 0 
0 20 729.799 0.217 0 
0 21 763.583 0.228 0 
0 22 797.304 0.239 0 
0 23 831.934 0.251 0 
0 24 865.503 0.264 0 
1 -8 165.427 0.220 11 
1 -7 171.595 0.210 10 
1 -10 179.662 0.200 13 
1 -9 185.108 0.190 13 
1 -8 197.701 0.181 12 
1 -7 209.936 0.173 11 
1 -6 214.712 0.164 11 
1 -5 235.162 0.157 10 
1 0 242.626 0.149 5 
1 -3 260.738 0.142 9 
1 2 274.244 0.135 4 
1 -1 291.713 0.129 8 
1 4 306.535 0.123 3 
1 1 328.282 0.117 7 
1 2 340.034 0.111 6 
1 7 364.374 0.108 2 
1 4 380.286 0.053 6 
1 7 401.378 0.040 3 
1 8 420.390 0.030 3 
1 7 442.789 0.024 5 
1 8 466.530 0.018 4 
1 11 485.884 0.018 2 
1 10 511.851 0.015 4 
1 11 541.347 0.019 3 
1 12 564.266 0.027 3 
1 13 584.155 0.054 3 
1 14 613.670 0.111 3 
1 15 645.252 0.240 3 
1 16 677.325 0.252 3 
1 17 706.930 0.264 2 
1 18 723.716 0.277 2 
1 19 748.492 0.291 2 
1 20 781.278 0.306 2 
1 21 814.478 0.321 2 
1 22 847.591 0.337 2 
1 23 881.801 0.354 2 
2 -23 165.387 0.240 26 
2 -22 169.579 0.229 25 
2 -21 173.880 0.218 24 
2 -20 181.057 0.208 23 
2 -19 188.754 0.198 23 
2 -18 193.573 0.188 22 
2 -17 198.564 0.179 21 
2 -16 207.278 0.171 20 
2 -15 211.519 0.163 19 
2 -14 220.858 0.155 18 
2 -13 230.389 0.148 18 
2 -12 233.934 0.141 17 
2 -11 246.925 0.134 16 
2 -10 259.554 0.127 16 
2 -9 263.538 0.121 15 
2 -8 278.213 0.116 14 
2 -7 288.167 0.110 14 
2 -6 296.738 0.105 13 
2 -5 306.410 0.100 12 
2 -4 326.492 0.095 12 
2 -3 329.168 0.091 11 
2 -2 354.713 0.086 10 
2 -1 360.848 0.082 10 
2 0 387.411 0.078 9 
2 1 393.157 0.075 9 
2 2 424.450 0.071 9 
2 3 427.168 0.068 8 
2 4 456.783 0.045 8 
2 5 475.341 0.036 7 
2 6 490.036 0.029 7 
2 7 523.743 0.029 7 
2 8 535.575 0.043 6 
2 9 558.004 0.073 6 
2 10 591.848 0.199 6 
2 11 610.676 0.332 5 
2 12 625.870 0.348 5 
2 13 658.546 0.366 5 
2 14 692.513 0.384 5 
2 15 702.994 0.403 4 
2 16 726.617 0.423 4 
2 17 760.599 0.444 4 
2 18 794.667 0.467 4 
2 19 824.768 0.490 3 
2 20 830.534 0.515 3 
2 21 862.598 0.540 3 
