n l nu dnu
13 0 1398.14208636 0.707574321473
14 0 1494.21306476 1.75716046315
14 1 1536.38394245 0.977403702138
15 0 1589.57612734 0.709983268106
15 1 1631.37985863 0.344463662917
15 2 1678.95978877 0.423355368377
16 0 1684.20633332 0.290903662753
16 1 1726.92281464 0.160203142824
16 2 1772.83594728 0.627573675775
17 0 1781.2289035 0.146771967473
17 1 1824.02577899 0.102131544471
17 2 1872.77718964 0.182283937538
18 0 1877.7707631 0.0942408770751
18 1 1921.15241294 0.130326705755
18 2 1968.94005783 0.435551348479
19 0 1973.97552873 0.312063823061
19 1 2017.95097349 0.163323692358
19 2 2067.27006271 0.386712611374
20 0 2071.00293239 0.186094069223
20 1 2115.49040585 0.207718729655
20 2 2164.67470374 1.83719646558
21 0 2168.63133337 0.672040072341
21 1 2212.6882789 0.534301034583
21 2 2261.8651571 2.43107062045
22 0 2265.43164854 2.02234515738
22 1 2310.8210656 0.477172351026
