n l nu dnu
12 0 1206.965535 0.705498779694 
13 0 1300.352895 0.710445019853 
14 0 1393.454445 0.802249588064 
14 1 1433.00571 0.480716239298 
15 0 1482.3652 0.544293967004 
15 1 1521.99726 0.731578523362 
16 0 1571.321465 0.715723635749 
16 1 1610.43617 0.529967729958 
17 0 1661.30092 0.360493520389 
17 1 1702.63094 0.333707793179 
17 2 1745.47647 0.413308552522 
18 0 1751.951625 0.620614556495 
18 1 1792.863445 0.213605960613 
18 2 1837.272835 0.282462968882 
19 0 1843.23113 0.208308492303 
19 1 1883.6484 0.262226031062 
19 2 1927.46017 1.19666185075 
20 0 1932.8836 0.536168224537 
20 1 1974.06191 0.471213485997 
20 2 2018.11924 0.835157776759 
21 0 2023.75991 0.704259256124 
21 1 2064.764125 0.479599226417 
22 0 2113.335935 0.790916694289 
23 0 2203.03548 0.718187274658 
