n l nu dnu
13 0 1002.59955 2.3816276472 
14 0 1070.25508 0.804465596798 
15 0 1138.80119 0.484299474279 
15 1 1168.11835 0.836480758385 
15 2 1200.72436 0.464254528875 
16 0 1207.901385 0.182164714664 
16 1 1237.88933 0.426410066003 
16 2 1272.30344 0.614776749403 
17 0 1277.68117 0.249469309345 
17 1 1308.60258 0.491630796422 
17 2 1342.69593 0.450350948594 
18 0 1347.89903 0.373829038897 
18 1 1376.90132 0.302501730205 
18 2 1411.86284 0.568215196748 
19 0 1417.63789 0.490276958739 
19 1 1446.79241 0.364039333253 
19 2 1482.17218 0.838311453288 
20 0 1487.28531 0.59919259753 
21 0 1556.88057 1.81723548396 
