n l nu dnu
16 2 2832.02992747 0.880472700969
17 0 2842.75392022 0.0907920863237
17 1 2915.38815687 0.179363397798
17 2 2984.47851126 0.297656224847
18 0 2995.28897171 0.132767982847
18 1 3067.69016602 0.101862918189
18 2 3137.432898 0.21289970771
19 0 3147.4946942 0.0565906050379
19 1 3220.83532702 0.0891653646543
19 2 3291.02653716 0.22111014116
20 0 3300.48849552 0.069944356444
20 1 3373.9306757 0.0666435626949
20 2 3444.61766989 0.187262347941
21 0 3453.59487648 0.058819682338
21 1 3527.12755893 0.073837231886
21 2 3597.62059998 0.200782357854
22 0 3606.29555255 0.0927916870742
22 1 3680.37094577 0.114131776786
22 2 3750.8708541 0.348408423637
23 0 3760.04417134 0.163047856034
23 1 3833.91606917 0.147343244462
23 2 3904.38969855 0.378250990786
24 0 3913.24865774 0.190322250058
24 1 3987.71822812 0.225935405855
24 2 4062.57617574 1.32526007059
25 0 4066.77268679 0.475584966465
25 1 4142.72782817 0.50137992682
25 2 4215.22260136 0.918371546304
26 0 4222.40969403 0.720401322048
26 1 4296.63249149 0.480230274261
27 1 4453.44352982 0.808132492514
