n l nu dnu
11 1 955.931933043 0.109779745156
11 2 991.54012914 0.366962638165
12 0 997.132172576 0.137113819973
12 1 1029.54417264 0.147993914438
12 2 1066.88862167 0.344652402439
13 0 1071.89307639 0.174634949391
13 1 1104.85610093 0.10316894398
13 2 1140.90642688 0.133899759273
14 0 1146.5019051 0.0893072474258
14 1 1178.78277404 0.0819487894627
14 2 1214.8084531 0.176174914562
15 0 1219.97235666 0.0982759340269
15 1 1251.89307626 0.0746682773969
15 2 1287.93892646 0.129558299877
16 0 1293.07174813 0.0794316564277
16 1 1325.56272796 0.0688272717786
16 2 1362.26990927 0.100597182464
17 0 1367.1904624 0.0748700085651
17 1 1400.14710786 0.0572655801748
17 2 1437.11756014 0.0803830917389
18 0 1442.18962823 0.0658674546062
18 1 1475.41801997 0.0532705846202
18 2 1512.41997604 0.0787022418479
19 0 1517.36037084 0.0639085349014
19 1 1550.58949682 0.0584045583236
19 2 1587.60119384 0.120712956356
20 0 1592.21794739 0.0799648750929
20 1 1625.4544895 0.0779822492156
20 2 1662.47264041 0.148232589154
21 0 1666.74272761 0.119770264394
21 1 1700.52108973 0.102291483548
21 2 1737.54792223 0.237064773676
22 0 1742.0386644 0.199462581699
22 1 1776.27735478 0.152874554385
22 2 1813.35741781 0.453870526466
23 0 1817.42297212 0.297160151394
23 1 1852.18168697 0.225483975382
23 2 1889.30002864 0.726177218339
24 0 1893.2749386 0.34106994492
24 1 1927.96319684 0.304186986614
24 2 1966.38553034 0.885368038294
25 0 1968.88080802 0.68969130239
25 1 2004.749932 0.643158128635
25 2 2041.43017586 1.40063166839
26 0 2044.13090805 1.0029470759
