n l nu dnu
14 0 1804.49337415 0.263490622687
15 0 1922.22415143 0.474870301544
15 1 1976.15922818 0.404399572614
16 0 2039.25054132 0.455968153053
16 1 2092.84799931 0.284638587119
17 0 2154.29381399 0.203594991246
17 1 2208.19731751 0.204893120187
17 2 2257.27610474 1.10125387765
18 0 2269.28657159 0.209717083402
18 1 2323.58992294 0.186626402738
18 2 2374.28140682 0.643652749231
19 0 2385.79270543 0.134491297881
19 1 2440.23194918 0.138566127009
19 2 2492.6493851 0.340533786567
20 0 2502.80602453 0.106043610894
20 1 2557.9681742 0.104792621981
20 2 2610.19938866 0.271778208541
21 0 2620.25514228 0.0871451710232
21 1 2675.59484094 0.121444455282
21 2 2727.84463194 0.272931490906
22 0 2737.46509818 0.117587536697
22 1 2792.81493604 0.124026629019
22 2 2844.51639067 0.316955867703
23 0 2854.91711985 0.155373568261
23 1 2909.77269223 0.179136098322
23 2 2962.94424871 0.510511680337
24 0 2972.45984471 0.231671965893
24 1 3028.03161939 0.247414202741
24 2 3080.30118093 1.30560533204
25 0 3089.71138665 0.462462373643
25 1 3146.2325636 0.409850923117
25 2 3198.47450189 1.45075727727
26 0 3208.53204028 1.10259778068
26 1 3264.95330424 0.543672609361
27 1 3381.83987613 1.15766140695
