l n nu dnu n_g
0 2 124.551 0.125 0 
0 3 154.240 0.119 0 
0 4 184.137 0.113 0 
0 5 213.268 0.108 0 
0 6 242.917 0.103 0 
0 7 272.347 0.049 0 
0 8 300.851 0.028 0 
0 9 328.444 0.030 0 
0 10 357.090 0.020 0 
0 11 386.799 0.019 0 
0 12 416.836 0.015 0 
0 13 446.335 0.014 0 
0 14 475.697 0.017 0 
0 15 505.324 0.028 0 
0 16 535.616 0.050 0 
0 17 566.128 0.141 0 
0 18 597.026 0.177 0 
0 19 627.570 0.186 0 
0 20 657.612 0.195 0 
0 21 688.818 0.205 0 
0 22 718.543 0.216 0 
0 23 748.946 0.226 0 
1 -24 132.855 0.332 27 
1 -23 136.085 0.316 26 
1 -22 142.089 0.301 25 
1 -21 148.222 0.287 24 
1 -20 154.192 0.273 23 
1 -5 158.950 0.260 8 
1 -18 161.946 0.248 21 
1 -17 169.362 0.236 21 
1 -4 176.775 0.225 8 
1 -3 182.304 0.214 7 
1 -14 188.954 0.204 18 
1 -7 194.590 0.194 12 
1 -12 201.819 0.185 17 
1 -11 213.640 0.176 16 
1 -10 221.004 0.168 15 
1 -9 228.075 0.160 15 
1 -8 243.625 0.152 14 
1 1 250.646 0.145 5 
1 -6 262.209 0.138 13 
1 3 278.191 0.131 4 
1 -4 284.081 0.125 12 
1 3 304.068 0.119 5 
1 -2 309.816 0.113 10 
1 5 330.186 0.108 4 
1 0 339.064 0.101 9 
1 7 357.569 0.050 3 
1 2 372.789 0.037 9 
1 7 387.468 0.027 4 
1 8 406.557 0.022 4 
1 5 424.804 0.016 7 
1 10 439.620 0.016 3 
1 7 461.822 0.014 7 
1 8 482.327 0.017 6 
1 11 497.217 0.024 4 
1 10 521.373 0.049 6 
1 11 546.146 0.099 5 
1 14 561.995 0.209 3 
1 15 584.492 0.219 3 
1 14 612.546 0.230 5 
1 15 639.257 0.242 4 
1 16 654.493 0.254 4 
1 19 676.036 0.266 2 
1 20 704.486 0.280 2 
1 19 733.262 0.294 4 
1 20 761.713 0.308 4 
2 -44 133.341 0.449 46 
2 -44 132.963 0.427 46 
2 -43 135.539 0.407 45 
2 -41 142.272 0.388 44 
2 -40 144.656 0.369 43 
2 -39 147.381 0.352 42 
2 -38 149.686 0.335 41 
2 -37 152.607 0.319 40 
2 -36 156.607 0.304 39 
2 -35 160.321 0.289 38 
2 -34 164.409 0.276 37 
2 -33 166.755 0.262 36 
2 -32 170.636 0.250 36 
2 -31 175.890 0.238 35 
2 -30 179.343 0.227 34 
2 -29 181.302 0.216 33 
2 -28 187.019 0.206 32 
2 -27 193.031 0.196 31 
2 -26 199.155 0.186 30 
2 -25 204.112 0.178 30 
2 -24 207.532 0.169 29 
2 -23 213.403 0.161 28 
2 -22 217.187 0.153 27 
2 -21 223.455 0.146 26 
2 -20 231.456 0.139 25 
2 -19 238.213 0.133 25 
2 -18 241.250 0.126 24 
2 -17 250.891 0.120 23 
2 -16 261.476 0.114 22 
2 -15 267.895 0.109 22 
2 -14 273.406 0.104 21 
2 -13 285.914 0.099 20 
2 -12 295.539 0.094 20 
2 -11 299.862 0.090 19 
2 -10 310.072 0.085 18 
2 -9 321.723 0.081 18 
2 -8 326.148 0.077 17 
2 -7 339.008 0.074 16 
2 -6 353.679 0.070 16 
2 -5 358.872 0.067 15 
2 -4 381.248 0.064 15 
2 -3 383.676 0.061 14 
2 -2 407.202 0.040 13 
2 -1 413.811 0.032 13 
2 0 436.763 0.026 12 
2 1 443.433 0.024 12 
2 2 470.492 0.038 12 
2 3 473.084 0.062 11 
2 4 502.516 0.169 11 
2 5 509.984 0.277 10 
2 6 533.101 0.291 10 
2 7 556.363 0.305 9 
2 8 563.640 0.321 9 
2 9 594.433 0.337 9 
2 10 612.871 0.353 8 
2 11 624.260 0.371 8 
2 12 654.435 0.390 8 
2 13 679.862 0.409 7 
2 14 686.222 0.430 7 
2 15 716.355 0.451 7 
2 16 746.342 0.474 7 
