l n nu dnu n_g
0 3 167.176 0.149 0 
0 4 197.776 0.142 0 
0 5 228.775 0.136 0 
0 6 260.047 0.129 0 
0 7 291.355 0.123 0 
0 8 323.288 0.058 0 
0 9 354.499 0.033 0 
0 10 384.894 0.036 0 
0 11 415.539 0.023 0 
0 12 447.172 0.022 0 
0 13 479.850 0.017 0 
0 14 512.771 0.016 0 
0 15 545.417 0.020 0 
0 16 577.778 0.032 0 
0 17 610.076 0.057 0 
0 18 642.445 0.161 0 
0 19 675.321 0.201 0 
0 20 708.064 0.211 0 
0 21 741.310 0.221 0 
0 22 775.051 0.232 0 
0 23 807.779 0.244 0 
0 24 840.854 0.256 0 
1 -15 152.416 0.236 18 
1 -14 161.405 0.225 17 
1 -3 167.868 0.214 6 
1 -12 173.441 0.204 15 
1 -5 179.603 0.194 9 
1 -10 188.005 0.185 14 
1 -9 200.857 0.176 13 
1 -8 205.395 0.168 12 
1 -7 217.801 0.160 12 
1 -6 234.709 0.152 11 
1 -5 237.633 0.145 10 
1 -4 258.679 0.138 10 
1 1 267.117 0.131 5 
1 -2 286.688 0.125 9 
1 3 298.551 0.119 4 
1 0 319.474 0.114 8 
1 3 330.516 0.108 5 
1 6 353.605 0.105 3 
1 3 366.555 0.052 7 
1 8 386.390 0.038 2 
1 7 404.796 0.029 4 
1 6 425.871 0.023 5 
1 9 445.130 0.017 3 
1 10 466.449 0.017 3 
1 9 492.846 0.015 4 
1 10 513.666 0.018 4 
1 13 534.288 0.025 2 
1 12 562.523 0.052 4 
1 13 591.648 0.107 4 
1 14 613.554 0.228 3 
1 15 632.128 0.239 3 
1 16 660.203 0.251 3 
1 17 691.929 0.264 3 
1 18 723.838 0.277 3 
1 19 755.538 0.291 3 
1 20 781.640 0.306 2 
1 21 797.992 0.321 2 
1 22 825.519 0.337 2 
2 -28 153.918 0.292 31 
2 -27 158.249 0.278 30 
2 -26 163.585 0.265 29 
2 -25 167.091 0.252 28 
2 -24 170.515 0.240 27 
2 -23 176.636 0.229 26 
2 -22 183.171 0.218 26 
2 -21 189.111 0.207 25 
2 -20 191.552 0.198 24 
2 -19 199.341 0.188 23 
2 -18 206.872 0.179 22 
2 -17 211.575 0.171 21 
2 -16 219.562 0.162 21 
2 -15 225.571 0.155 20 
2 -14 231.046 0.147 19 
2 -13 242.896 0.140 18 
2 -12 253.670 0.134 18 
2 -11 257.311 0.127 17 
2 -10 271.412 0.121 16 
2 -9 282.852 0.115 16 
2 -8 288.793 0.110 15 
2 -7 298.276 0.105 14 
2 -6 313.094 0.100 14 
2 -5 319.805 0.095 13 
2 -4 335.356 0.090 12 
2 -3 350.681 0.086 12 
2 -2 360.687 0.082 11 
2 -1 381.205 0.078 11 
2 0 390.844 0.074 10 
2 1 412.036 0.071 10 
2 2 426.761 0.068 9 
2 3 443.621 0.043 9 
2 4 470.074 0.036 8 
2 5 476.421 0.028 8 
2 6 509.396 0.028 8 
2 7 523.389 0.042 7 
2 8 542.215 0.071 7 
2 9 574.572 0.194 7 
2 10 588.805 0.320 6 
2 11 606.777 0.336 6 
2 12 638.976 0.353 6 
2 13 668.097 0.370 5 
2 14 673.443 0.389 5 
2 15 705.075 0.408 5 
2 16 738.378 0.429 5 
2 17 767.482 0.450 4 
2 18 772.850 0.473 4 
2 19 805.478 0.496 4 
2 20 838.312 0.521 4 
