l n nu dnu n_g
0 3 148.588 0.137 0 
0 4 179.419 0.131 0 
0 5 210.004 0.125 0 
0 6 239.787 0.119 0 
0 7 267.855 0.113 0 
0 8 295.899 0.053 0 
0 9 324.376 0.030 0 
0 10 352.863 0.033 0 
0 11 380.856 0.021 0 
0 12 409.163 0.020 0 
0 13 438.131 0.016 0 
0 14 467.217 0.015 0 
0 15 496.272 0.018 0 
0 16 525.485 0.029 0 
0 17 554.851 0.052 0 
0 18 584.172 0.146 0 
0 19 614.107 0.182 0 
0 20 643.334 0.191 0 
0 21 673.354 0.201 0 
0 22 702.957 0.211 0 
0 23 732.192 0.222 0 
0 24 761.816 0.233 0 
1 -17 153.693 0.466 20 
1 -8 157.076 0.444 11 
1 -33 159.085 0.423 36 
1 -32 162.777 0.402 36 
1 -27 168.160 0.383 31 
1 -10 172.667 0.365 14 
1 -3 176.630 0.348 7 
1 -4 180.250 0.331 8 
1 -27 185.228 0.315 31 
1 -26 190.233 0.300 30 
1 -5 195.585 0.286 10 
1 -2 199.972 0.272 7 
1 -9 205.196 0.259 14 
1 -16 212.281 0.247 21 
1 -21 219.146 0.235 26 
1 -6 223.931 0.224 12 
1 -11 229.393 0.213 17 
1 -12 238.339 0.203 18 
1 -11 247.088 0.194 17 
1 -16 251.581 0.184 23 
1 -9 260.155 0.176 16 
1 -2 270.227 0.167 9 
1 -13 276.159 0.159 20 
1 -4 285.922 0.152 12 
1 3 295.225 0.144 5 
1 -10 304.055 0.138 18 
1 1 315.112 0.131 8 
1 4 323.764 0.125 5 
1 -7 336.751 0.119 17 
1 6 345.680 0.113 4 
1 -5 359.308 0.107 15 
1 8 370.851 0.052 3 
1 -3 383.363 0.038 14 
1 8 397.570 0.028 4 
1 -1 410.364 0.023 13 
1 10 425.670 0.016 3 
1 1 440.707 0.016 12 
1 10 454.755 0.014 4 
1 3 474.895 0.017 11 
1 12 484.677 0.023 3 
1 5 509.908 0.048 11 
1 6 519.373 0.094 10 
1 13 540.805 0.201 4 
1 8 564.615 0.211 9 
1 11 573.230 0.221 7 
1 14 599.275 0.233 5 
1 11 624.177 0.244 8 
1 12 633.446 0.256 8 
1 15 658.093 0.269 6 
1 14 685.467 0.283 8 
1 15 702.358 0.297 7 
1 16 719.564 0.312 7 
1 17 746.681 0.327 7 
2 -65 150.508 0.898 68 
2 -64 150.679 0.856 67 
2 -63 153.286 0.815 66 
2 -62 155.830 0.776 65 
2 -61 159.326 0.739 64 
2 -60 160.216 0.704 63 
2 -59 163.082 0.670 62 
2 -58 166.512 0.638 61 
2 -57 168.033 0.608 60 
2 -56 171.363 0.579 59 
2 -55 172.469 0.552 59 
2 -54 174.888 0.525 58 
2 -53 176.618 0.500 57 
2 -52 178.168 0.476 56 
2 -51 181.456 0.454 55 
2 -50 185.561 0.432 54 
2 -49 189.463 0.412 53 
2 -48 192.359 0.392 52 
2 -47 195.985 0.373 51 
2 -46 199.811 0.356 50 
2 -45 203.830 0.339 50 
2 -44 206.178 0.322 49 
2 -43 207.999 0.307 48 
2 -42 212.543 0.292 47 
2 -41 216.933 0.279 46 
2 -40 220.858 0.265 45 
2 -39 226.206 0.253 44 
2 -38 229.936 0.241 43 
2 -37 234.300 0.229 43 
2 -36 236.534 0.218 42 
2 -35 240.162 0.208 41 
2 -34 245.536 0.198 40 
2 -33 250.764 0.189 39 
2 -32 257.204 0.180 38 
2 -31 264.078 0.171 38 
2 -30 264.992 0.163 37 
2 -29 271.200 0.155 36 
2 -28 278.940 0.148 35 
2 -27 286.879 0.141 34 
2 -26 292.725 0.134 34 
2 -25 295.505 0.128 33 
2 -24 304.298 0.122 32 
2 -23 313.896 0.116 31 
2 -22 321.191 0.110 31 
2 -21 324.192 0.105 30 
2 -20 334.258 0.100 29 
2 -19 344.518 0.095 28 
2 -18 349.763 0.091 28 
2 -17 355.426 0.086 27 
2 -16 366.129 0.082 26 
2 -15 377.079 0.078 26 
2 -14 379.497 0.075 25 
2 -13 391.620 0.071 24 
2 -12 405.775 0.068 24 
2 -11 407.275 0.064 23 
2 -10 423.176 0.041 22 
2 -9 435.538 0.033 22 
2 -8 441.768 0.026 21 
2 -7 461.979 0.025 21 
2 -6 464.700 0.037 20 
2 -5 484.259 0.064 19 
2 -4 493.665 0.166 19 
2 -3 509.217 0.276 18 
2 -2 522.881 0.290 18 
2 -1 535.252 0.305 17 
2 0 551.878 0.320 17 
2 1 565.581 0.336 16 
2 2 581.584 0.353 16 
2 3 598.078 0.370 15 
2 4 611.860 0.389 15 
2 5 635.697 0.408 14 
2 6 641.397 0.429 14 
2 7 670.698 0.450 14 
2 8 678.132 0.472 13 
2 9 699.932 0.496 13 
2 10 726.340 0.521 12 
2 11 729.812 0.547 12 
2 12 759.944 0.574 12 
