l n nu dnu n_g
0 3 182.555 0.162 0 
0 4 216.299 0.155 0 
0 5 249.728 0.147 0 
0 6 282.631 0.140 0 
0 7 316.268 0.133 0 
0 8 350.942 0.063 0 
0 9 385.779 0.036 0 
0 10 420.729 0.039 0 
0 11 455.293 0.026 0 
0 12 489.439 0.024 0 
0 13 523.555 0.019 0 
0 14 558.458 0.018 0 
0 15 594.232 0.022 0 
0 16 630.519 0.035 0 
0 17 666.943 0.063 0 
0 18 703.116 0.176 0 
0 19 739.762 0.220 0 
0 20 775.131 0.231 0 
0 21 810.859 0.242 0 
0 22 846.848 0.254 0 
0 23 882.852 0.267 0 
0 24 918.715 0.280 0 
0 25 954.735 0.294 0 
1 -8 177.613 0.217 11 
1 -7 189.206 0.207 10 
1 -6 194.996 0.197 10 
1 -5 215.574 0.187 9 
1 -2 223.081 0.178 6 
1 -3 241.077 0.170 8 
1 2 256.224 0.162 3 
1 -1 273.299 0.154 7 
1 4 289.589 0.147 2 
1 1 314.089 0.140 6 
1 2 325.144 0.133 5 
1 5 352.919 0.127 3 
1 4 369.159 0.121 5 
1 5 393.213 0.117 4 
1 8 414.882 0.058 2 
1 7 437.686 0.043 4 
1 8 465.484 0.033 3 
1 9 487.567 0.027 3 
1 10 510.645 0.019 3 
1 11 540.994 0.020 3 
1 12 573.149 0.017 2 
1 13 598.835 0.021 2 
1 14 618.459 0.029 2 
1 15 650.196 0.061 2 
1 16 685.107 0.124 2 
1 17 720.589 0.268 2 
1 18 755.780 0.281 2 
1 19 790.460 0.295 2 
1 20 821.884 0.310 1 
1 21 840.119 0.325 1 
1 22 866.845 0.341 1 
1 23 900.109 0.359 1 
1 24 934.800 0.376 1 
2 -17 175.259 0.209 20 
2 -16 180.826 0.199 19 
2 -15 190.740 0.189 18 
2 -14 198.374 0.180 17 
2 -13 203.280 0.172 17 
2 -12 213.733 0.164 16 
2 -11 218.080 0.156 15 
2 -10 231.475 0.148 14 
2 -9 242.679 0.141 14 
2 -8 248.470 0.135 13 
2 -7 264.613 0.128 12 
2 -6 273.473 0.122 12 
2 -5 283.668 0.116 11 
2 -4 294.905 0.111 10 
2 -3 311.758 0.106 10 
2 -2 319.722 0.100 9 
2 -1 345.719 0.096 9 
2 0 352.470 0.091 8 
2 1 381.135 0.087 8 
2 2 392.243 0.083 7 
2 3 416.363 0.079 7 
2 4 441.223 0.075 6 
2 5 451.325 0.071 6 
2 6 485.750 0.047 6 
2 7 505.535 0.039 5 
2 8 520.102 0.031 5 
2 9 554.893 0.030 5 
2 10 588.638 0.047 5 
2 11 591.665 0.078 4 
2 12 627.142 0.211 4 
2 13 663.430 0.360 4 
2 14 691.251 0.378 3 
2 15 700.724 0.397 3 
2 16 736.213 0.417 3 
2 17 771.831 0.438 3 
2 18 807.335 0.460 3 
2 19 840.650 0.483 3 
2 20 845.924 0.507 2 
2 21 880.129 0.532 2 
2 22 915.569 0.559 2 
2 23 951.566 0.587 2 
