l n nu dnu n_g
0 3 163.077 0.124 0 
0 4 193.280 0.118 0 
0 5 223.933 0.113 0 
0 6 254.308 0.107 0 
0 7 285.303 0.052 0 
0 8 316.306 0.029 0 
0 9 346.119 0.032 0 
0 10 375.672 0.021 0 
0 11 405.881 0.020 0 
0 12 437.336 0.016 0 
0 13 469.333 0.015 0 
0 14 501.106 0.018 0 
0 15 532.648 0.029 0 
0 16 563.952 0.053 0 
0 17 595.396 0.149 0 
0 18 627.517 0.186 0 
0 19 659.560 0.196 0 
0 20 691.905 0.205 0 
0 21 724.689 0.216 0 
0 22 756.586 0.227 0 
0 23 789.195 0.238 0 
0 24 821.036 0.250 0 
1 -18 140.756 0.284 21 
1 -17 147.492 0.270 20 
1 -16 156.089 0.257 19 
1 -9 163.963 0.245 12 
1 -14 167.519 0.233 17 
1 -13 174.428 0.222 17 
1 -4 180.724 0.212 8 
1 -11 189.993 0.202 15 
1 -10 200.268 0.192 14 
1 -9 203.457 0.183 14 
1 -8 217.858 0.174 13 
1 -3 230.517 0.166 8 
1 -6 235.570 0.158 12 
1 -5 255.225 0.150 11 
1 0 262.102 0.143 6 
1 -3 280.142 0.136 10 
1 4 292.471 0.130 3 
1 -1 309.617 0.124 9 
1 4 322.280 0.118 4 
1 5 343.109 0.112 4 
1 2 353.974 0.105 7 
1 7 374.266 0.053 3 
1 4 391.045 0.039 7 
1 7 409.318 0.029 4 
1 10 427.944 0.023 2 
1 7 451.120 0.017 6 
1 10 471.253 0.017 3 
1 11 490.486 0.015 3 
1 10 516.704 0.018 5 
1 11 541.093 0.026 4 
1 14 557.895 0.052 2 
1 15 582.289 0.105 2 
1 14 611.670 0.227 4 
1 15 640.942 0.239 4 
1 16 662.218 0.250 3 
1 17 680.446 0.263 3 
1 18 709.413 0.276 3 
1 19 740.492 0.290 3 
1 20 772.660 0.304 3 
1 21 803.750 0.320 3 
2 -32 149.206 0.335 35 
2 -31 151.459 0.319 34 
2 -30 154.983 0.304 33 
2 -29 160.120 0.289 32 
2 -28 164.551 0.275 31 
2 -27 166.967 0.262 30 
2 -26 171.208 0.250 29 
2 -25 177.104 0.238 28 
2 -24 183.693 0.227 28 
2 -23 186.305 0.216 27 
2 -22 191.526 0.206 26 
2 -21 198.427 0.196 25 
2 -20 205.206 0.186 24 
2 -19 209.667 0.178 23 
2 -18 216.797 0.169 23 
2 -17 221.979 0.161 22 
2 -16 227.520 0.153 21 
2 -15 237.614 0.146 20 
2 -14 248.516 0.139 20 
2 -13 250.646 0.133 19 
2 -12 262.927 0.126 18 
2 -11 276.236 0.120 18 
2 -10 280.222 0.114 17 
2 -9 291.512 0.109 16 
2 -8 301.788 0.104 15 
2 -7 312.555 0.099 15 
2 -6 318.057 0.094 14 
2 -5 337.986 0.090 14 
2 -4 342.756 0.085 13 
2 -3 362.537 0.081 12 
2 -2 372.161 0.077 12 
2 -1 390.337 0.074 11 
2 0 402.319 0.070 11 
2 1 422.986 0.067 10 
2 2 433.847 0.042 10 
2 3 461.717 0.035 10 
2 4 466.083 0.028 9 
2 5 497.880 0.027 9 
2 6 508.738 0.041 8 
2 7 529.543 0.070 8 
2 8 560.770 0.189 8 
2 9 566.056 0.308 7 
2 10 592.541 0.323 7 
2 11 624.355 0.339 7 
2 12 635.899 0.356 6 
2 13 657.231 0.374 6 
2 14 689.223 0.393 6 
2 15 719.376 0.412 6 
2 16 722.581 0.433 5 
2 17 754.334 0.454 5 
2 18 786.058 0.477 5 
2 19 817.887 0.501 5 
