l n nu dnu n_g
0 3 164.988 0.148 0 
0 4 195.602 0.141 0 
0 5 226.248 0.134 0 
0 6 257.016 0.128 0 
0 7 288.259 0.122 0 
0 8 319.602 0.058 0 
0 9 350.008 0.032 0 
0 10 379.958 0.035 0 
0 11 410.360 0.023 0 
0 12 441.921 0.022 0 
0 13 474.279 0.017 0 
0 14 506.611 0.016 0 
0 15 538.689 0.020 0 
0 16 570.494 0.031 0 
0 17 602.317 0.057 0 
0 18 634.575 0.159 0 
0 19 667.059 0.198 0 
0 20 700.077 0.208 0 
0 21 732.678 0.218 0 
0 22 765.409 0.229 0 
0 23 798.382 0.241 0 
0 24 830.192 0.253 0 
1 -16 150.757 0.251 19 
1 -15 158.468 0.239 18 
1 -4 166.029 0.228 7 
1 -13 169.842 0.217 16 
1 -8 177.162 0.207 12 
1 -11 183.624 0.197 15 
1 -10 194.932 0.188 14 
1 -9 202.970 0.179 13 
1 -8 210.009 0.170 13 
1 -7 226.372 0.162 12 
1 -2 233.447 0.154 7 
1 -5 246.436 0.147 11 
1 2 263.638 0.140 4 
1 -3 270.517 0.133 10 
1 2 293.514 0.127 5 
1 -1 300.013 0.121 9 
1 4 323.886 0.115 4 
1 1 334.752 0.110 8 
1 6 353.976 0.105 3 
1 7 371.855 0.052 3 
1 4 388.000 0.038 6 
1 9 406.796 0.029 2 
1 6 426.931 0.023 6 
1 7 449.186 0.017 5 
1 10 467.311 0.017 3 
1 9 491.664 0.015 5 
1 10 517.649 0.018 4 
1 11 535.981 0.025 4 
1 14 558.328 0.052 2 
1 13 586.923 0.106 4 
1 14 615.742 0.229 4 
1 15 638.049 0.240 3 
1 16 655.361 0.252 3 
1 17 684.859 0.265 3 
1 18 716.483 0.278 3 
1 19 747.988 0.292 3 
1 20 779.592 0.307 3 
1 21 808.565 0.322 2 
1 22 825.243 0.338 2 
2 -30 153.043 0.293 33 
2 -29 154.262 0.279 32 
2 -28 159.138 0.266 31 
2 -27 164.495 0.253 30 
2 -26 166.816 0.241 29 
2 -25 171.273 0.229 28 
2 -24 177.007 0.218 27 
2 -23 183.803 0.208 27 
2 -22 187.777 0.198 26 
2 -21 191.452 0.189 25 
2 -20 198.862 0.180 24 
2 -19 206.262 0.171 23 
2 -18 210.330 0.163 22 
2 -17 218.284 0.155 22 
2 -16 223.517 0.148 21 
2 -15 229.524 0.141 20 
2 -14 240.662 0.134 19 
2 -13 251.128 0.128 19 
2 -12 253.887 0.122 18 
2 -11 267.266 0.116 17 
2 -10 279.836 0.110 17 
2 -9 284.177 0.105 16 
2 -8 294.942 0.100 15 
2 -7 306.949 0.095 14 
2 -6 316.307 0.091 14 
2 -5 326.229 0.086 13 
2 -4 346.252 0.082 13 
2 -3 349.402 0.078 12 
2 -2 375.459 0.075 12 
2 -1 376.948 0.071 11 
2 0 406.411 0.068 11 
2 1 407.889 0.065 10 
2 2 438.282 0.043 10 
2 3 444.794 0.034 9 
2 4 470.932 0.028 9 
2 5 489.887 0.027 8 
2 6 503.493 0.041 8 
2 7 535.584 0.070 8 
2 8 545.856 0.184 7 
2 9 567.532 0.308 7 
2 10 598.696 0.324 7 
2 11 613.208 0.340 6 
2 12 631.773 0.357 6 
2 13 664.350 0.375 6 
2 14 693.878 0.393 6 
2 15 698.272 0.413 5 
2 16 729.546 0.434 5 
2 17 762.876 0.455 5 
2 18 794.071 0.478 5 
2 19 799.123 0.502 4 
2 20 827.085 0.527 4 
