l n nu dnu n_g
0 3 182.706 0.163 0 
0 4 216.992 0.155 0 
0 5 250.540 0.148 0 
0 6 283.219 0.141 0 
0 7 316.924 0.134 0 
0 8 351.708 0.064 0 
0 9 386.833 0.036 0 
0 10 421.867 0.039 0 
0 11 456.592 0.026 0 
0 12 490.919 0.025 0 
0 13 525.176 0.019 0 
0 14 560.069 0.018 0 
0 15 595.875 0.022 0 
0 16 632.302 0.035 0 
0 17 668.879 0.063 0 
0 18 705.403 0.176 0 
0 19 741.771 0.220 0 
0 20 777.568 0.231 0 
0 21 813.542 0.243 0 
0 22 849.377 0.255 0 
0 23 885.208 0.268 0 
0 24 921.433 0.281 0 
0 25 956.982 0.295 0 
1 -8 177.008 0.216 11 
1 -7 189.231 0.206 10 
1 -6 193.170 0.196 10 
1 -5 213.259 0.187 9 
1 -2 223.464 0.178 6 
1 -3 238.629 0.170 8 
1 2 257.096 0.161 3 
1 -1 270.964 0.154 7 
1 4 290.234 0.146 2 
1 1 311.640 0.139 6 
1 4 325.087 0.133 4 
1 5 352.715 0.127 3 
1 4 367.991 0.120 5 
1 7 393.032 0.117 3 
1 8 414.041 0.058 2 
1 7 437.852 0.043 4 
1 8 465.496 0.033 3 
1 9 486.900 0.027 3 
1 10 511.309 0.020 3 
1 11 542.045 0.020 3 
1 12 573.734 0.017 2 
1 13 596.935 0.021 2 
1 14 618.661 0.029 2 
1 15 651.633 0.061 2 
1 16 687.044 0.124 2 
1 17 722.514 0.268 2 
1 18 758.365 0.282 2 
1 19 791.851 0.296 1 
1 20 821.428 0.311 1 
1 21 837.454 0.326 1 
1 22 868.041 0.342 1 
1 23 902.523 0.360 1 
1 24 938.950 0.377 1 
2 -17 174.947 0.237 20 
2 -16 179.338 0.225 19 
2 -15 188.450 0.215 18 
2 -14 197.459 0.204 17 
2 -13 202.289 0.195 17 
2 -12 213.150 0.185 16 
2 -11 217.178 0.177 15 
2 -10 229.075 0.168 14 
2 -9 242.633 0.160 14 
2 -8 246.857 0.153 13 
2 -7 262.653 0.145 12 
2 -6 272.949 0.138 12 
2 -5 282.715 0.132 11 
2 -4 293.272 0.126 10 
2 -3 312.058 0.120 10 
2 -2 317.118 0.114 9 
2 -1 346.585 0.108 9 
2 0 349.556 0.103 8 
2 1 382.132 0.098 8 
2 2 388.849 0.094 7 
2 3 417.661 0.089 7 
2 4 437.080 0.085 6 
2 5 452.715 0.081 6 
2 6 487.079 0.077 6 
2 7 500.727 0.049 5 
2 8 521.695 0.040 5 
2 9 556.491 0.033 5 
2 10 584.134 0.032 4 
2 11 592.621 0.048 4 
2 12 628.748 0.083 4 
2 13 664.895 0.224 4 
2 14 685.285 0.373 3 
2 15 701.553 0.391 3 
2 16 738.576 0.411 3 
2 17 773.913 0.431 3 
2 18 809.828 0.453 3 
2 19 834.128 0.475 2 
2 20 845.992 0.499 2 
2 21 882.159 0.524 2 
2 22 917.581 0.550 2 
2 23 954.033 0.578 2 
