l n nu dnu n_g
0 3 147.734 0.116 0 
0 4 177.896 0.110 0 
0 5 207.924 0.105 0 
0 6 237.154 0.100 0 
0 7 265.046 0.048 0 
0 8 292.329 0.027 0 
0 9 320.386 0.030 0 
0 10 348.830 0.020 0 
0 11 376.635 0.019 0 
0 12 404.549 0.014 0 
0 13 433.213 0.014 0 
0 14 462.239 0.017 0 
0 15 491.134 0.027 0 
0 16 520.135 0.049 0 
0 17 549.442 0.137 0 
0 18 578.566 0.172 0 
0 19 607.911 0.180 0 
0 20 637.334 0.189 0 
0 21 666.670 0.199 0 
0 22 696.468 0.209 0 
0 23 725.562 0.219 0 
1 -34 144.827 0.459 37 
1 -33 147.469 0.437 36 
1 -24 151.409 0.416 27 
1 -7 155.747 0.396 10 
1 -30 157.720 0.377 33 
1 -29 162.377 0.359 33 
1 -28 167.575 0.342 32 
1 -11 171.962 0.326 15 
1 -4 176.971 0.310 8 
1 -3 180.150 0.296 7 
1 -24 184.947 0.282 28 
1 -23 191.240 0.268 28 
1 -2 196.067 0.255 7 
1 -5 200.825 0.243 10 
1 -12 208.010 0.232 17 
1 -19 215.867 0.221 24 
1 -10 220.735 0.210 16 
1 -11 226.132 0.200 17 
1 -12 236.080 0.191 18 
1 -7 244.508 0.182 13 
1 -14 248.995 0.173 21 
1 -9 259.137 0.165 16 
1 2 269.598 0.157 5 
1 -11 275.094 0.149 18 
1 -2 286.872 0.142 10 
1 3 296.212 0.135 5 
1 -8 305.088 0.129 17 
1 5 317.555 0.123 4 
1 -6 326.537 0.117 15 
1 5 340.578 0.111 5 
1 4 349.650 0.104 6 
1 3 365.548 0.051 8 
1 6 374.468 0.037 5 
1 5 392.474 0.028 7 
1 4 401.944 0.022 8 
1 9 420.837 0.016 4 
1 2 433.243 0.016 11 
1 11 450.045 0.013 3 
1 4 469.274 0.017 10 
1 11 480.025 0.023 4 
1 6 505.402 0.047 10 
1 7 517.272 0.094 9 
1 14 536.164 0.199 3 
1 9 562.300 0.209 9 
1 10 573.376 0.219 8 
1 15 593.810 0.230 4 
1 12 621.389 0.242 8 
1 13 639.060 0.254 7 
1 16 654.157 0.267 5 
1 15 681.367 0.280 7 
1 16 707.382 0.294 6 
1 17 722.412 0.309 6 
1 20 743.002 0.324 4 
2 -62 143.496 0.801 65 
2 -61 143.940 0.763 64 
2 -60 144.939 0.727 63 
2 -59 148.502 0.692 62 
2 -58 150.952 0.659 61 
2 -57 151.958 0.628 60 
2 -56 156.532 0.598 59 
2 -55 158.190 0.569 58 
2 -54 161.081 0.542 57 
2 -53 163.898 0.516 56 
2 -52 165.739 0.492 55 
2 -51 168.634 0.468 55 
2 -50 169.455 0.446 54 
2 -49 173.513 0.425 53 
2 -48 174.828 0.405 52 
2 -47 177.947 0.385 51 
2 -46 180.622 0.367 50 
2 -45 185.388 0.350 49 
2 -44 188.482 0.333 48 
2 -43 193.007 0.317 47 
2 -42 197.075 0.302 46 
2 -41 200.938 0.288 46 
2 -40 203.728 0.274 45 
2 -39 206.274 0.261 44 
2 -38 210.255 0.248 43 
2 -37 215.224 0.237 42 
2 -36 220.199 0.225 41 
2 -35 224.738 0.215 40 
2 -34 228.182 0.204 39 
2 -33 233.163 0.195 39 
2 -32 234.497 0.185 38 
2 -31 239.801 0.177 37 
2 -30 246.265 0.168 36 
2 -29 252.769 0.160 35 
2 -28 260.203 0.153 35 
2 -27 261.872 0.145 34 
2 -26 267.921 0.138 33 
2 -25 276.086 0.132 32 
2 -24 284.402 0.125 31 
2 -23 288.975 0.119 31 
2 -22 293.859 0.114 30 
2 -21 302.997 0.108 29 
2 -20 313.371 0.103 29 
2 -19 317.117 0.098 28 
2 -18 324.533 0.094 27 
2 -17 335.197 0.089 26 
2 -16 344.575 0.085 26 
2 -15 347.374 0.081 25 
2 -14 357.093 0.077 24 
2 -13 369.494 0.073 23 
2 -12 374.250 0.070 23 
2 -11 384.417 0.067 22 
2 -10 400.540 0.063 22 
2 -9 402.264 0.039 21 
2 -8 418.951 0.032 20 
2 -7 430.552 0.026 20 
2 -6 438.998 0.024 19 
2 -5 459.485 0.037 19 
2 -4 461.309 0.061 18 
2 -3 485.254 0.163 18 
2 -2 488.385 0.265 17 
2 -1 512.652 0.279 16 
2 0 517.053 0.293 16 
2 1 542.831 0.307 15 
2 2 546.842 0.323 15 
2 3 575.946 0.339 15 
2 4 576.989 0.356 14 
2 5 605.961 0.373 14 
2 6 615.974 0.392 13 
2 7 634.903 0.412 13 
2 8 658.949 0.432 12 
2 9 664.403 0.454 12 
2 10 694.998 0.477 12 
2 11 709.938 0.500 11 
2 12 723.122 0.525 11 
