l n nu dnu n_g
0 2 123.210 0.124 0 
0 3 152.923 0.118 0 
0 4 182.415 0.112 0 
0 5 211.282 0.107 0 
0 6 240.889 0.102 0 
0 7 269.920 0.049 0 
0 8 297.998 0.028 0 
0 9 325.368 0.030 0 
0 10 353.965 0.020 0 
0 11 383.471 0.019 0 
0 12 413.048 0.015 0 
0 13 442.021 0.014 0 
0 14 471.078 0.017 0 
0 15 500.658 0.027 0 
0 16 530.729 0.050 0 
0 17 561.233 0.140 0 
0 18 591.514 0.176 0 
0 19 621.437 0.184 0 
0 20 651.473 0.194 0 
0 21 681.738 0.203 0 
0 22 711.898 0.214 0 
0 23 742.218 0.224 0 
1 -25 132.200 0.321 28 
1 -24 137.484 0.306 27 
1 -23 142.682 0.291 26 
1 -22 147.446 0.277 25 
1 -21 153.508 0.264 24 
1 -4 157.691 0.252 7 
1 -19 161.088 0.240 23 
1 -18 167.990 0.228 22 
1 -9 175.374 0.217 13 
1 -2 181.641 0.207 6 
1 -15 187.206 0.197 19 
1 -6 192.836 0.188 11 
1 -13 199.198 0.179 18 
1 -12 210.020 0.170 17 
1 -11 219.129 0.162 16 
1 -10 223.422 0.154 16 
1 -9 237.041 0.147 15 
1 0 248.172 0.140 6 
1 -7 254.371 0.133 14 
1 -6 272.204 0.127 13 
1 1 277.272 0.121 6 
1 -4 294.086 0.115 12 
1 5 303.892 0.110 3 
1 -2 319.236 0.105 11 
1 5 330.230 0.098 4 
1 6 347.908 0.049 4 
1 5 359.083 0.036 5 
1 8 377.757 0.027 3 
1 3 393.076 0.022 8 
1 10 408.195 0.016 2 
1 5 428.816 0.016 8 
1 6 445.391 0.013 7 
1 11 461.344 0.016 3 
1 8 485.187 0.023 7 
1 9 503.965 0.047 6 
1 12 520.487 0.094 4 
1 11 545.918 0.203 6 
1 12 570.553 0.213 5 
1 15 585.140 0.224 3 
1 16 608.695 0.235 3 
1 15 636.397 0.247 5 
1 16 662.957 0.259 4 
1 17 679.160 0.272 4 
1 20 699.942 0.285 2 
1 21 728.123 0.300 2 
1 20 756.463 0.315 4 
2 -46 133.843 0.465 48 
2 -45 135.081 0.442 47 
2 -43 141.725 0.421 46 
2 -42 144.279 0.401 45 
2 -41 145.913 0.382 44 
2 -40 148.016 0.364 43 
2 -39 150.649 0.347 42 
2 -38 154.998 0.330 41 
2 -37 158.927 0.314 40 
2 -36 162.891 0.299 39 
2 -35 164.742 0.285 38 
2 -33 172.692 0.272 37 
2 -32 177.408 0.259 36 
2 -31 178.958 0.246 35 
2 -30 183.303 0.235 34 
2 -29 189.023 0.223 33 
2 -28 194.341 0.213 32 
2 -27 200.857 0.203 32 
2 -26 203.698 0.193 31 
2 -25 208.044 0.184 30 
2 -24 214.237 0.175 29 
2 -23 217.539 0.167 28 
2 -22 224.120 0.159 27 
2 -21 232.213 0.151 27 
2 -20 237.155 0.144 26 
2 -19 241.319 0.137 25 
2 -18 250.926 0.131 24 
2 -17 261.115 0.124 24 
2 -16 265.460 0.118 23 
2 -15 272.476 0.113 22 
2 -14 284.321 0.107 21 
2 -13 293.161 0.102 21 
2 -12 297.442 0.097 20 
2 -11 308.754 0.093 19 
2 -10 318.836 0.088 19 
2 -9 323.273 0.084 18 
2 -8 334.587 0.080 17 
2 -7 350.584 0.076 17 
2 -6 353.164 0.073 16 
2 -5 373.462 0.069 15 
2 -4 380.319 0.066 15 
2 -3 397.221 0.063 14 
2 -2 410.003 0.040 14 
2 -1 424.205 0.032 13 
2 0 439.088 0.026 13 
2 1 454.941 0.025 12 
2 2 468.250 0.038 12 
2 3 490.016 0.064 11 
2 4 497.697 0.168 11 
2 5 527.385 0.287 11 
2 6 530.928 0.301 10 
2 7 557.752 0.316 10 
2 8 580.058 0.332 9 
2 9 587.624 0.348 9 
2 10 619.201 0.366 9 
2 11 637.594 0.384 8 
2 12 649.373 0.403 8 
2 13 678.541 0.424 8 
2 14 706.257 0.445 8 
2 15 710.367 0.467 7 
2 16 739.337 0.490 7 
