l n nu dnu n_g
0 2 127.000 0.126 0 
0 3 157.045 0.120 0 
0 4 187.123 0.115 0 
0 5 216.637 0.109 0 
0 6 246.487 0.104 0 
0 7 276.656 0.050 0 
0 8 305.768 0.028 0 
0 9 334.088 0.031 0 
0 10 362.693 0.020 0 
0 11 392.794 0.020 0 
0 12 423.348 0.015 0 
0 13 453.875 0.015 0 
0 14 483.865 0.018 0 
0 15 513.961 0.028 0 
0 16 544.313 0.051 0 
0 17 575.603 0.144 0 
0 18 606.415 0.180 0 
0 19 637.625 0.189 0 
0 20 668.715 0.199 0 
0 21 700.105 0.209 0 
0 22 730.450 0.219 0 
0 23 762.048 0.230 0 
1 -22 134.184 0.290 25 
1 -21 138.662 0.276 24 
1 -20 144.980 0.263 23 
1 -19 152.147 0.250 22 
1 -18 158.416 0.238 21 
1 -5 161.780 0.227 8 
1 -16 167.333 0.216 20 
1 -9 175.344 0.206 13 
1 -4 181.107 0.196 8 
1 -13 189.184 0.187 17 
1 -12 195.582 0.178 16 
1 -11 201.627 0.169 16 
1 -10 213.981 0.161 15 
1 -9 223.795 0.154 14 
1 -8 229.271 0.146 14 
1 -7 245.576 0.139 13 
1 0 254.094 0.133 6 
1 -5 265.797 0.126 12 
1 2 282.523 0.120 5 
1 -3 289.408 0.115 11 
1 4 309.912 0.109 4 
1 -1 317.712 0.104 10 
1 6 337.061 0.100 3 
1 1 349.985 0.049 9 
1 6 365.352 0.036 4 
1 7 383.900 0.027 4 
1 4 399.983 0.022 7 
1 9 416.986 0.016 3 
1 6 438.680 0.016 7 
1 7 457.347 0.014 6 
1 12 474.272 0.017 2 
1 9 498.610 0.024 6 
1 10 520.602 0.049 5 
1 13 536.604 0.097 3 
1 14 561.687 0.209 3 
1 13 589.575 0.219 5 
1 14 610.864 0.230 4 
1 17 627.921 0.241 2 
1 18 654.995 0.254 2 
1 17 684.480 0.266 4 
1 18 713.572 0.279 4 
1 19 738.728 0.293 3 
1 20 753.426 0.308 3 
1 21 779.144 0.324 3 
2 -41 133.685 0.393 43 
2 -40 135.287 0.375 42 
2 -38 143.163 0.357 41 
2 -37 147.564 0.340 40 
2 -36 149.530 0.324 39 
2 -35 151.773 0.308 38 
2 -34 155.241 0.294 37 
2 -33 159.518 0.280 36 
2 -32 163.349 0.266 35 
2 -31 166.136 0.254 34 
2 -30 170.247 0.242 33 
2 -29 174.879 0.230 33 
2 -28 180.258 0.219 32 
2 -27 182.191 0.209 31 
2 -26 187.207 0.199 30 
2 -25 193.505 0.189 29 
2 -24 200.435 0.180 28 
2 -23 205.337 0.172 28 
2 -22 208.999 0.163 27 
2 -21 215.233 0.156 26 
2 -20 218.900 0.148 25 
2 -19 226.208 0.141 24 
2 -18 235.267 0.135 24 
2 -17 241.889 0.128 23 
2 -16 245.438 0.122 22 
2 -15 256.512 0.116 21 
2 -14 268.482 0.111 21 
2 -13 271.640 0.105 20 
2 -12 282.005 0.100 19 
2 -11 294.342 0.096 18 
2 -10 301.087 0.091 18 
2 -9 307.781 0.087 17 
2 -8 319.206 0.083 16 
2 -7 330.777 0.079 16 
2 -6 337.067 0.075 15 
2 -5 357.532 0.071 15 
2 -4 359.676 0.068 14 
2 -3 381.921 0.065 13 
2 -2 389.484 0.062 13 
2 -1 409.692 0.040 12 
2 0 420.156 0.032 12 
2 1 441.338 0.026 11 
2 2 450.803 0.025 11 
2 3 478.034 0.039 11 
2 4 480.980 0.063 10 
2 5 511.193 0.172 10 
2 6 521.920 0.283 9 
2 7 541.642 0.298 9 
2 8 572.113 0.313 9 
2 9 574.943 0.328 8 
2 10 603.675 0.345 8 
2 11 634.269 0.362 8 
2 12 639.049 0.380 7 
2 13 666.130 0.399 7 
2 14 697.157 0.419 7 
2 15 715.672 0.440 6 
2 16 728.410 0.462 6 
2 17 759.305 0.485 6 
