l n nu dnu n_g
0 3 161.578 0.123 0 
0 4 192.165 0.118 0 
0 5 222.378 0.112 0 
0 6 252.628 0.107 0 
0 7 283.723 0.051 0 
0 8 314.342 0.029 0 
0 9 343.862 0.032 0 
0 10 373.219 0.021 0 
0 11 403.300 0.020 0 
0 12 434.727 0.015 0 
0 13 466.418 0.015 0 
0 14 497.943 0.018 0 
0 15 529.050 0.029 0 
0 16 560.213 0.053 0 
0 17 591.489 0.148 0 
0 18 623.526 0.185 0 
0 19 655.571 0.194 0 
0 20 687.798 0.204 0 
0 21 720.057 0.214 0 
0 22 751.603 0.225 0 
0 23 783.626 0.236 0 
0 24 815.551 0.248 0 
1 -18 144.161 0.254 21 
1 -17 151.569 0.242 20 
1 -16 159.466 0.230 19 
1 -3 165.127 0.219 6 
1 -14 169.205 0.209 17 
1 -7 177.034 0.199 11 
1 -8 183.532 0.189 12 
1 -11 193.615 0.180 15 
1 -10 200.139 0.172 14 
1 -9 207.655 0.164 14 
1 -8 222.449 0.156 13 
1 -3 229.824 0.148 8 
1 -6 240.562 0.141 12 
1 -1 258.826 0.135 7 
1 -4 262.476 0.128 10 
1 -3 285.446 0.122 10 
1 -2 291.593 0.116 9 
1 1 314.777 0.111 7 
1 0 322.196 0.105 8 
1 5 344.899 0.102 4 
1 2 356.390 0.050 8 
1 7 374.704 0.037 3 
1 8 392.843 0.028 3 
1 5 411.351 0.023 6 
1 10 429.060 0.016 2 
1 7 451.262 0.017 6 
1 8 473.940 0.014 5 
1 11 491.122 0.017 3 
1 12 515.301 0.025 3 
1 11 541.627 0.050 4 
1 12 560.913 0.102 4 
1 15 580.133 0.216 2 
1 16 608.808 0.226 2 
1 15 638.576 0.238 4 
1 16 666.775 0.250 3 
1 17 682.283 0.262 3 
1 18 705.999 0.275 3 
1 19 736.394 0.289 3 
1 20 768.129 0.303 3 
1 21 798.799 0.319 3 
2 -35 140.206 0.333 37 
2 -33 148.162 0.317 36 
2 -32 151.657 0.302 35 
2 -31 153.410 0.287 34 
2 -30 158.027 0.274 33 
2 -29 162.867 0.261 32 
2 -28 165.361 0.248 31 
2 -27 169.329 0.236 30 
2 -26 175.229 0.225 29 
2 -25 181.670 0.214 29 
2 -24 185.140 0.204 28 
2 -23 188.551 0.194 27 
2 -22 195.257 0.185 26 
2 -21 202.616 0.176 25 
2 -20 207.609 0.168 24 
2 -19 212.887 0.160 24 
2 -18 219.920 0.152 23 
2 -17 223.141 0.145 22 
2 -16 232.275 0.138 21 
2 -15 242.759 0.132 21 
2 -14 247.808 0.125 20 
2 -13 255.535 0.119 19 
2 -12 268.642 0.114 18 
2 -11 277.455 0.108 18 
2 -10 283.703 0.103 17 
2 -9 295.524 0.098 16 
2 -8 305.979 0.094 16 
2 -7 311.914 0.089 15 
2 -6 324.319 0.085 14 
2 -5 340.290 0.081 14 
2 -4 345.960 0.077 13 
2 -3 369.336 0.073 13 
2 -2 370.986 0.070 12 
2 -1 398.737 0.066 12 
2 0 400.305 0.063 11 
2 1 430.952 0.042 11 
2 2 432.815 0.033 10 
2 3 463.089 0.028 10 
2 4 472.189 0.026 9 
2 5 494.829 0.040 9 
2 6 520.018 0.068 8 
2 7 526.130 0.177 8 
2 8 557.342 0.303 8 
2 9 579.081 0.318 7 
2 10 589.266 0.334 7 
2 11 620.713 0.350 7 
2 12 648.753 0.368 7 
2 13 653.259 0.386 6 
2 14 684.270 0.406 6 
2 15 716.374 0.426 6 
2 16 735.093 0.447 5 
2 17 749.911 0.469 5 
2 18 781.522 0.493 5 
2 19 813.076 0.518 5 
