l n nu dnu n_g
0 3 143.635 0.134 0 
0 4 174.020 0.127 0 
0 5 203.996 0.121 0 
0 6 232.961 0.116 0 
0 7 260.581 0.110 0 
0 8 287.959 0.052 0 
0 9 315.677 0.029 0 
0 10 343.223 0.032 0 
0 11 370.435 0.021 0 
0 12 397.895 0.020 0 
0 13 425.937 0.015 0 
0 14 453.983 0.015 0 
0 15 482.067 0.017 0 
0 16 510.355 0.028 0 
0 17 538.763 0.051 0 
0 18 567.313 0.142 0 
0 19 595.764 0.177 0 
0 20 624.471 0.186 0 
0 21 653.545 0.195 0 
0 22 682.193 0.205 0 
0 23 710.905 0.215 0 
0 24 739.462 0.226 0 
1 -15 151.260 0.572 18 
1 -40 154.844 0.545 43 
1 -39 157.931 0.519 43 
1 -22 160.723 0.494 26 
1 -11 164.672 0.470 15 
1 -4 167.702 0.448 8 
1 -3 170.549 0.427 7 
1 -10 174.490 0.406 14 
1 -25 178.625 0.387 29 
1 -32 183.273 0.369 36 
1 -31 188.003 0.351 36 
1 -2 191.650 0.334 7 
1 -9 194.551 0.318 14 
1 -16 200.357 0.303 21 
1 -27 205.828 0.289 32 
1 -26 212.256 0.275 31 
1 -11 217.816 0.262 17 
1 -8 220.778 0.249 14 
1 -15 227.742 0.238 22 
1 -22 235.240 0.226 28 
1 -21 242.046 0.215 27 
1 -16 246.151 0.205 24 
1 -9 253.371 0.195 16 
1 -6 261.731 0.186 13 
1 -13 268.448 0.177 20 
1 -10 275.202 0.169 18 
1 -1 283.344 0.161 9 
1 -4 291.603 0.153 12 
1 -13 300.701 0.146 22 
1 2 308.220 0.139 7 
1 -3 317.601 0.132 14 
1 -10 329.345 0.126 20 
1 3 335.774 0.120 7 
1 -8 349.233 0.114 18 
1 7 359.028 0.107 5 
1 -6 369.154 0.052 17 
1 1 384.594 0.038 11 
1 0 391.243 0.028 12 
1 -3 410.594 0.023 16 
1 6 416.391 0.016 7 
1 -1 437.782 0.016 15 
1 6 443.791 0.013 8 
1 1 466.694 0.016 14 
1 2 473.252 0.023 13 
1 5 495.938 0.046 11 
1 4 506.867 0.092 12 
1 11 524.773 0.195 6 
1 6 544.826 0.205 11 
1 11 555.082 0.215 7 
1 8 580.429 0.226 11 
1 9 593.651 0.237 10 
1 14 611.560 0.249 6 
1 11 637.360 0.261 10 
1 12 650.100 0.274 9 
1 15 668.422 0.288 7 
1 14 696.136 0.302 9 
1 15 716.140 0.318 8 
1 16 728.036 0.334 8 
2 -74 151.347 1.119 77 
2 -73 152.218 1.066 76 
2 -71 158.241 1.015 74 
2 -70 159.484 0.967 73 
2 -69 160.932 0.921 72 
2 -68 162.387 0.877 71 
2 -67 166.675 0.835 71 
2 -66 167.556 0.795 70 
2 -65 168.986 0.758 69 
2 -64 170.728 0.721 68 
2 -63 172.320 0.687 67 
2 -62 175.361 0.654 66 
2 -61 177.004 0.623 65 
2 -60 178.996 0.594 64 
2 -59 182.862 0.565 63 
2 -57 188.996 0.538 61 
2 -56 190.926 0.513 60 
2 -55 194.876 0.488 59 
2 -54 199.170 0.465 59 
2 -53 200.513 0.443 58 
2 -52 201.690 0.422 57 
2 -51 205.069 0.402 56 
2 -50 209.070 0.383 55 
2 -49 213.284 0.364 54 
2 -48 216.636 0.347 53 
2 -47 220.806 0.331 52 
2 -46 224.516 0.315 51 
2 -45 228.564 0.300 51 
2 -44 229.971 0.286 50 
2 -43 232.803 0.272 49 
2 -42 237.079 0.259 48 
2 -41 240.855 0.247 47 
2 -40 246.353 0.235 46 
2 -39 251.718 0.224 45 
2 -38 256.809 0.213 45 
2 -37 257.508 0.203 44 
2 -36 263.110 0.193 43 
2 -35 269.334 0.184 42 
2 -34 275.228 0.175 41 
2 -33 282.251 0.167 41 
2 -32 285.099 0.159 40 
2 -31 289.192 0.151 39 
2 -30 296.331 0.144 38 
2 -29 303.889 0.137 37 
2 -28 312.184 0.131 37 
2 -27 313.161 0.125 36 
2 -26 320.796 0.119 35 
2 -25 329.960 0.113 34 
2 -24 338.924 0.108 34 
2 -23 340.690 0.102 33 
2 -22 349.004 0.098 32 
2 -21 359.139 0.093 31 
2 -20 367.036 0.089 31 
2 -19 369.740 0.084 30 
2 -18 379.605 0.080 29 
2 -17 390.751 0.076 28 
2 -16 395.464 0.073 28 
2 -15 403.687 0.069 27 
2 -14 417.374 0.066 26 
2 -13 423.626 0.041 26 
2 -12 433.061 0.033 25 
2 -11 449.503 0.027 25 
2 -10 451.768 0.025 24 
2 -9 467.796 0.038 23 
2 -8 479.608 0.063 23 
2 -7 487.694 0.164 22 
2 -6 507.477 0.276 22 
2 -5 509.073 0.289 21 
2 -4 531.689 0.304 20 
2 -3 536.254 0.319 20 
2 -2 556.933 0.335 19 
2 -1 565.081 0.352 19 
2 0 584.134 0.369 18 
2 1 593.887 0.388 18 
2 2 614.786 0.407 17 
2 3 621.892 0.428 17 
2 4 650.598 0.449 17 
2 5 651.977 0.471 16 
2 6 679.177 0.495 16 
2 7 687.796 0.520 15 
2 8 708.706 0.546 15 
2 9 730.413 0.573 14 
2 10 736.335 0.602 14 
